chr	Plot.start	Plot.end	ID_class	score	strand	start	end	class
chr15	59104812	59107312	TSCnonTE88_NEDE	0	.	59105713	59106411	TSC_NEDE
chr15	72004588	72007088	TSCnonTE89_NEDE	0	.	72005512	72006163	TSC_NEDE
chr15	81111616	81114116	TSCnonTE90_NEDE	0	.	81112778	81112955	TSC_NEDE
chr15	82905021	82907521	TSCnonTE91_NEDE	0	.	82906173	82906369	TSC_NEDE
chr15	85434894	85437394	TSCnonTE92_NEDE	0	.	85436047	85436242	TSC_NEDE
chr15	89077248	89079748	TSCnonTE93_NEDE	0	.	89078193	89078803	TSC_NEDE
chr15	97860129	97862629	TSCnonTE94_NEDE	0	.	97861266	97861492	TSC_NEDE
chr15	102570992	102573492	TSCnonTE95_NEDE	0	.	102572024	102572461	TSC_NEDE
chr16	16906708	16909208	TSCnonTE96_NEDE	0	.	16907725	16908192	TSC_NEDE
chr16	22410746	22413246	TSCnonTE97_NEDE	0	.	22411813	22412178	TSC_NEDE
chr16	23213210	23215710	TSCnonTE98_NEDE	0	.	23214351	23214568	TSC_NEDE
chr16	95636799	95639299	TSCnonTE99_NEDE	0	.	95637862	95638236	TSC_NEDE
chr16	95684610	95687110	TSCnonTE100_NEDE	0	.	95685514	95686205	TSC_NEDE
chr16	95957096	95959596	TSCnonTE101_NEDE	0	.	95958071	95958621	TSC_NEDE
chr16	97320484	97322984	TSCnonTE102_NEDE	0	.	97321659	97321808	TSC_NEDE
chr17	5803583	5806083	TSCnonTE103_NEDE	0	.	5804683	5804983	TSC_NEDE
chr17	6784273	6786773	TSCnonTE104_NEDE	0	.	6785260	6785786	TSC_NEDE
chr17	6807372	6809872	TSCnonTE105_NEDE	0	.	6808040	6809205	TSC_NEDE
chr17	12722912	12725412	TSCnonTE106_NEDE	0	.	12723516	12724809	TSC_NEDE
chr17	13708467	13710967	TSCnonTE107_NEDE	0	.	13709227	13710207	TSC_NEDE
chr17	24976436	24978936	TSCnonTE108_NEDE	0	.	24977463	24977908	TSC_NEDE
chr17	30050988	30053488	TSCnonTE109_NEDE	0	.	30052052	30052425	TSC_NEDE
chr17	31805051	31807551	TSCnonTE110_NEDE	0	.	31806176	31806426	TSC_NEDE
chr17	65742038	65744538	TSCnonTE111_NEDE	0	.	65743117	65743458	TSC_NEDE
chr17	65960680	65963180	TSCnonTE112_NEDE	0	.	65961747	65962113	TSC_NEDE
chr17	70383954	70386454	TSCnonTE113_NEDE	0	.	70384982	70385426	TSC_NEDE
chr17	70864194	70866694	TSCnonTE114_NEDE	0	.	70864990	70865899	TSC_NEDE
chr17	73101444	73103944	TSCnonTE115_NEDE	0	.	73102383	73103004	TSC_NEDE
chr17	79063026	79065526	TSCnonTE116_NEDE	0	.	79063882	79064670	TSC_NEDE
chr17	79589080	79591580	TSCnonTE117_NEDE	0	.	79589883	79590777	TSC_NEDE
chr17	79597574	79600074	TSCnonTE118_NEDE	0	.	79598642	79599005	TSC_NEDE
chr17	86633002	86635502	TSCnonTE119_NEDE	0	.	86633980	86634524	TSC_NEDE
chr17	87568596	87571096	TSCnonTE120_NEDE	0	.	87569476	87570215	TSC_NEDE
chr18	8956207	8958707	TSCnonTE121_NEDE	0	.	8957303	8957611	TSC_NEDE
chr18	15045087	15047587	TSCnonTE122_NEDE	0	.	15046114	15046560	TSC_NEDE
chr18	20461930	20464430	TSCnonTE123_NEDE	0	.	20462943	20463418	TSC_NEDE
chr18	24499243	24501743	TSCnonTE124_NEDE	0	.	24500445	24500541	TSC_NEDE
chr18	34669890	34672390	TSCnonTE125_NEDE	0	.	34670892	34671387	TSC_NEDE
chr18	54665938	54668438	TSCnonTE126_NEDE	0	.	54666987	54667388	TSC_NEDE
chr18	54859627	54862127	TSCnonTE127_NEDE	0	.	54860524	54861230	TSC_NEDE
chr18	56722830	56725330	TSCnonTE128_NEDE	0	.	56723726	56724433	TSC_NEDE
chr18	57746128	57748628	TSCnonTE129_NEDE	0	.	57747117	57747638	TSC_NEDE
chr18	63462244	63464744	TSCnonTE130_NEDE	0	.	63463098	63463891	TSC_NEDE
chr18	66428078	66430578	TSCnonTE131_NEDE	0	.	66429099	66429558	TSC_NEDE
chr18	67496596	67499096	TSCnonTE132_NEDE	0	.	67497244	67498447	TSC_NEDE
chr19	16167115	16169615	TSCnonTE133_NEDE	0	.	16168203	16168527	TSC_NEDE
chr19	21636605	21639105	TSCnonTE134_NEDE	0	.	21637641	21638069	TSC_NEDE
chr19	21772682	21775182	TSCnonTE135_NEDE	0	.	21773523	21774341	TSC_NEDE
chr19	21881361	21883861	TSCnonTE136_NEDE	0	.	21881988	21883234	TSC_NEDE
chr19	29269992	29272492	TSCnonTE137_NEDE	0	.	29271199	29271284	TSC_NEDE
chr19	29349762	29352262	TSCnonTE138_NEDE	0	.	29350632	29351391	TSC_NEDE
chr19	32195210	32197710	TSCnonTE139_NEDE	0	.	32196191	32196729	TSC_NEDE
chr19	37739148	37741648	TSCnonTE140_NEDE	0	.	37739966	37740830	TSC_NEDE
chr19	37857516	37860016	TSCnonTE141_NEDE	0	.	37858395	37859136	TSC_NEDE
chr19	37876682	37879182	TSCnonTE142_NEDE	0	.	37877621	37878243	TSC_NEDE
chr19	43668094	43670594	TSCnonTE143_NEDE	0	.	43668999	43669689	TSC_NEDE
chr19	57377582	57380082	TSCnonTE144_NEDE	0	.	57378492	57379171	TSC_NEDE
chr1	13230256	13232756	TSCnonTE145_NEDE	0	.	13231304	13231708	TSC_NEDE
chr1	13244690	13247190	TSCnonTE146_NEDE	0	.	13245797	13246082	TSC_NEDE
chr1	20843950	20846450	TSCnonTE147_NEDE	0	.	20845150	20845250	TSC_NEDE
chr1	24106700	24109200	TSCnonTE148_NEDE	0	.	24107344	24108555	TSC_NEDE
chr1	39554826	39557326	TSCnonTE149_NEDE	0	.	39555730	39556421	TSC_NEDE
chr1	43167206	43169706	TSCnonTE150_NEDE	0	.	43167738	43169174	TSC_NEDE
chr1	43201942	43204442	TSCnonTE151_NEDE	0	.	43202635	43203748	TSC_NEDE
chr1	51528904	51531404	TSCnonTE152_NEDE	0	.	51529679	51530629	TSC_NEDE
chr1	51848436	51850936	TSCnonTE153_NEDE	0	.	51849620	51849753	TSC_NEDE
chr1	57605940	57608440	TSCnonTE154_NEDE	0	.	57606911	57607469	TSC_NEDE
chr1	59577680	59580180	TSCnonTE155_NEDE	0	.	59578881	59578978	TSC_NEDE
chr1	62714642	62717142	TSCnonTE156_NEDE	0	.	62715590	62716195	TSC_NEDE
chr1	63936377	63938877	TSCnonTE157_NEDE	0	.	63937344	63937910	TSC_NEDE
chr1	67007706	67010206	TSCnonTE158_NEDE	0	.	67008439	67009472	TSC_NEDE
chr1	76024191	76026691	TSCnonTE159_NEDE	0	.	76025073	76025809	TSC_NEDE
chr1	77092395	77094895	TSCnonTE160_NEDE	0	.	77093350	77093940	TSC_NEDE
chr1	85836869	85839369	TSCnonTE161_NEDE	0	.	85837737	85838501	TSC_NEDE
chr1	86186780	86189280	TSCnonTE162_NEDE	0	.	86187854	86188207	TSC_NEDE
chr1	89038832	89041332	TSCnonTE163_NEDE	0	.	89039895	89040268	TSC_NEDE
chr1	119270378	119272878	TSCnonTE164_NEDE	0	.	119271374	119271883	TSC_NEDE
chr1	143744938	143747438	TSCnonTE165_NEDE	0	.	143745770	143746606	TSC_NEDE
chr1	163290896	163293396	TSCnonTE166_NEDE	0	.	163291903	163292389	TSC_NEDE
chr1	164018701	164021201	TSCnonTE167_NEDE	0	.	164019748	164020154	TSC_NEDE
chr1	165628928	165631428	TSCnonTE168_NEDE	0	.	165629971	165630384	TSC_NEDE
chr1	174978126	174980626	TSCnonTE169_NEDE	0	.	174979084	174979669	TSC_NEDE
chr1	175427017	175429517	TSCnonTE170_NEDE	0	.	175427649	175428885	TSC_NEDE
chr1	192421097	192423597	TSCnonTE171_NEDE	0	.	192422224	192422470	TSC_NEDE
chr2	3698964	3701464	TSCnonTE172_NEDE	0	.	3699956	3700471	TSC_NEDE
chr2	4585368	4587868	TSCnonTE173_NEDE	0	.	4586352	4586885	TSC_NEDE
chr2	10283684	10286184	TSCnonTE174_NEDE	0	.	10284575	10285293	TSC_NEDE
chr2	10977636	10980136	TSCnonTE175_NEDE	0	.	10978777	10978994	TSC_NEDE
chr2	20495257	20497757	TSCnonTE176_NEDE	0	.	20496244	20496770	TSC_NEDE
chr2	20747394	20749894	TSCnonTE177_NEDE	0	.	20748361	20748928	TSC_NEDE
chr2	38822959	38825459	TSCnonTE178_NEDE	0	.	38823812	38824606	TSC_NEDE
chr2	59675330	59677830	TSCnonTE179_NEDE	0	.	59676067	59677092	TSC_NEDE
chr2	68793489	68795989	TSCnonTE180_NEDE	0	.	68794544	68794934	TSC_NEDE
chr2	71805117	71807617	TSCnonTE181_NEDE	0	.	71806305	71806429	TSC_NEDE
chr2	73178878	73181378	TSCnonTE182_NEDE	0	.	73179947	73180310	TSC_NEDE
chr2	76679558	76682058	TSCnonTE183_NEDE	0	.	76680611	76681004	TSC_NEDE
chr2	76681443	76683943	TSCnonTE184_NEDE	0	.	76682233	76683153	TSC_NEDE
chr2	103435068	103437568	TSCnonTE185_NEDE	0	.	103435661	103436975	TSC_NEDE
chr2	103827793	103830293	TSCnonTE186_NEDE	0	.	103828771	103829315	TSC_NEDE
chr2	126983108	126985608	TSCnonTE187_NEDE	0	.	126984352	126984363	TSC_NEDE
chr2	128264268	128266768	TSCnonTE188_NEDE	0	.	128265044	128265992	TSC_NEDE
chr2	131028468	131030968	TSCnonTE189_NEDE	0	.	131029379	131030057	TSC_NEDE
chr2	131400235	131402735	TSCnonTE190_NEDE	0	.	131401132	131401838	TSC_NEDE
chr2	132599002	132601502	TSCnonTE191_NEDE	0	.	132600232	132600272	TSC_NEDE
chr2	135730432	135732932	TSCnonTE192_NEDE	0	.	135731019	135732344	TSC_NEDE
chr2	145811829	145814329	TSCnonTE193_NEDE	0	.	145812873	145813285	TSC_NEDE
chr2	153349486	153351986	TSCnonTE194_NEDE	0	.	153350457	153351015	TSC_NEDE
chr2	156416135	156418635	TSCnonTE195_NEDE	0	.	156417305	156417465	TSC_NEDE
chr2	158765590	158768090	TSCnonTE196_NEDE	0	.	158766683	158766996	TSC_NEDE
chr2	164107408	164109908	TSCnonTE197_NEDE	0	.	164108334	164108982	TSC_NEDE
chr2	165975823	165978323	TSCnonTE198_NEDE	0	.	165976940	165977206	TSC_NEDE
chr2	165978302	165980802	TSCnonTE199_NEDE	0	.	165979394	165979711	TSC_NEDE
chr2	170387114	170389614	TSCnonTE200_NEDE	0	.	170387985	170388744	TSC_NEDE
chr2	172759328	172761828	TSCnonTE201_NEDE	0	.	172760106	172761050	TSC_NEDE
chr2	180248142	180250642	TSCnonTE202_NEDE	0	.	180248964	180249819	TSC_NEDE
chr2	180691616	180694116	TSCnonTE203_NEDE	0	.	180692662	180693071	TSC_NEDE
chr3	10915990	10918490	TSCnonTE204_NEDE	0	.	10916940	10917539	TSC_NEDE
chr3	27624837	27627337	TSCnonTE205_NEDE	0	.	27626059	27626115	TSC_NEDE
chr3	27772067	27774567	TSCnonTE206_NEDE	0	.	27773167	27773467	TSC_NEDE
chr3	29975529	29978029	TSCnonTE207_NEDE	0	.	29976601	29976957	TSC_NEDE
chr3	37666674	37669174	TSCnonTE208_NEDE	0	.	37667651	37668198	TSC_NEDE
chr3	37671329	37673829	TSCnonTE209_NEDE	0	.	37672291	37672867	TSC_NEDE
chr3	51648424	51650924	TSCnonTE210_NEDE	0	.	51649396	51649952	TSC_NEDE
chr3	52662280	52664780	TSCnonTE211_NEDE	0	.	52663118	52663943	TSC_NEDE
chr3	58371328	58373828	TSCnonTE212_NEDE	0	.	58372251	58372906	TSC_NEDE
chr3	79177754	79180254	TSCnonTE213_NEDE	0	.	79178907	79179102	TSC_NEDE
chr3	87149460	87151960	TSCnonTE214_NEDE	0	.	87150034	87151387	TSC_NEDE
chr3	95692818	95695318	TSCnonTE215_NEDE	0	.	95693841	95694295	TSC_NEDE
chr3	96736248	96738748	TSCnonTE216_NEDE	0	.	96737415	96737580	TSC_NEDE
chr3	103195168	103197668	TSCnonTE217_NEDE	0	.	103196360	103196475	TSC_NEDE
chr3	121592432	121594932	TSCnonTE218_NEDE	0	.	121593203	121594162	TSC_NEDE
chr3	122520058	122522558	TSCnonTE219_NEDE	0	.	122520918	122521699	TSC_NEDE
chr3	142549191	142551691	TSCnonTE220_NEDE	0	.	142550074	142550808	TSC_NEDE
chr3	152148384	152150884	TSCnonTE221_NEDE	0	.	152149197	152150070	TSC_NEDE
chr4	9614978	9617478	TSCnonTE222_NEDE	0	.	9615990	9616467	TSC_NEDE
chr4	9620248	9622748	TSCnonTE223_NEDE	0	.	9620974	9622022	TSC_NEDE
chr4	9625732	9628232	TSCnonTE224_NEDE	0	.	9626395	9627568	TSC_NEDE
chr4	11988822	11991322	TSCnonTE225_NEDE	0	.	11989819	11990324	TSC_NEDE
chr4	35005783	35008283	TSCnonTE226_NEDE	0	.	35006587	35007479	TSC_NEDE
chr4	35033608	35036108	TSCnonTE227_NEDE	0	.	35034464	35035253	TSC_NEDE
chr4	35144960	35147460	TSCnonTE228_NEDE	0	.	35145835	35146586	TSC_NEDE
chr4	40780190	40782690	TSCnonTE229_NEDE	0	.	40781316	40781564	TSC_NEDE
chr4	41264700	41267200	TSCnonTE230_NEDE	0	.	41265705	41266194	TSC_NEDE
chr4	62605527	62608027	TSCnonTE231_NEDE	0	.	62606586	62606968	TSC_NEDE
chr4	62606189	62608689	TSCnonTE232_NEDE	0	.	62607114	62607764	TSC_NEDE
chr4	62606862	62609362	TSCnonTE233_NEDE	0	.	62607942	62608283	TSC_NEDE
chr4	62687605	62690105	TSCnonTE234_NEDE	0	.	62688721	62688989	TSC_NEDE
chr4	64023016	64025516	TSCnonTE235_NEDE	0	.	64023906	64024627	TSC_NEDE
chr4	82434686	82437186	TSCnonTE236_NEDE	0	.	82435498	82436373	TSC_NEDE
chr4	82765424	82767924	TSCnonTE237_NEDE	0	.	82766539	82766808	TSC_NEDE
chr4	98554646	98557146	TSCnonTE238_NEDE	0	.	98555536	98556256	TSC_NEDE
chr4	118330715	118333215	TSCnonTE239_NEDE	0	.	118331620	118332310	TSC_NEDE
chr4	120515387	120517887	TSCnonTE240_NEDE	0	.	120516393	120516881	TSC_NEDE
chr4	123616959	123619459	TSCnonTE241_NEDE	0	.	123618029	123618389	TSC_NEDE
chr4	124807462	124809962	TSCnonTE242_NEDE	0	.	124808513	124808910	TSC_NEDE
chr4	129780876	129783376	TSCnonTE243_NEDE	0	.	129782106	129782145	TSC_NEDE
chr4	137875730	137878230	TSCnonTE244_NEDE	0	.	137876875	137877084	TSC_NEDE
chr4	143145805	143148305	TSCnonTE245_NEDE	0	.	143146951	143147159	TSC_NEDE
chr4	149254281	149256781	TSCnonTE246_NEDE	0	.	149255226	149255836	TSC_NEDE
chr4	149254778	149257278	TSCnonTE247_NEDE	0	.	149256010	149256046	TSC_NEDE
chr4	149418930	149421430	TSCnonTE248_NEDE	0	.	149419962	149420399	TSC_NEDE
chr4	150806970	150809470	TSCnonTE249_NEDE	0	.	150807507	150808934	TSC_NEDE
chr5	32171356	32173856	TSCnonTE250_NEDE	0	.	32171998	32173215	TSC_NEDE
chr5	36790826	36793326	TSCnonTE251_NEDE	0	.	36791864	36792288	TSC_NEDE
chr5	74491626	74494126	TSCnonTE252_NEDE	0	.	74492753	74492998	TSC_NEDE
chr5	76012891	76015391	TSCnonTE253_NEDE	0	.	76013745	76014537	TSC_NEDE
chr5	76928178	76930678	TSCnonTE254_NEDE	0	.	76929092	76929765	TSC_NEDE
chr5	76938734	76941234	TSCnonTE255_NEDE	0	.	76939850	76940118	TSC_NEDE
chr5	103435086	103437586	TSCnonTE256_NEDE	0	.	103435944	103436729	TSC_NEDE
chr5	117957490	117959990	TSCnonTE257_NEDE	0	.	117958287	117959194	TSC_NEDE
chr6	5016970	5019470	TSCnonTE258_NEDE	0	.	5017982	5018457	TSC_NEDE
chr6	38254302	38256802	TSCnonTE259_NEDE	0	.	38255352	38255751	TSC_NEDE
chr6	50354102	50356602	TSCnonTE260_NEDE	0	.	50354999	50355704	TSC_NEDE
chr6	50717598	50720098	TSCnonTE261_NEDE	0	.	50718816	50718880	TSC_NEDE
chr6	50876938	50879438	TSCnonTE262_NEDE	0	.	50877933	50878443	TSC_NEDE
chr6	51720600	51723100	TSCnonTE263_NEDE	0	.	51721678	51722022	TSC_NEDE
chr6	56868916	56871416	TSCnonTE264_NEDE	0	.	56870012	56870321	TSC_NEDE
chr6	58841100	58843600	TSCnonTE265_NEDE	0	.	58842102	58842597	TSC_NEDE
chr6	65020728	65023228	TSCnonTE266_NEDE	0	.	65021587	65022368	TSC_NEDE
chr6	72332156	72334656	TSCnonTE267_NEDE	0	.	72333205	72333606	TSC_NEDE
chr6	72534168	72536668	TSCnonTE268_NEDE	0	.	72535344	72535492	TSC_NEDE
chr6	84774894	84777394	TSCnonTE269_NEDE	0	.	84775847	84776440	TSC_NEDE
chr6	87522969	87525469	TSCnonTE270_NEDE	0	.	87523851	87524587	TSC_NEDE
chr6	94633953	94636453	TSCnonTE271_NEDE	0	.	94634585	94635821	TSC_NEDE
chr6	100209624	100212124	TSCnonTE272_NEDE	0	.	100210722	100211026	TSC_NEDE
chr6	135278614	135281114	TSCnonTE273_NEDE	0	.	135279530	135280199	TSC_NEDE
chr6	136554440	136556940	TSCnonTE274_NEDE	0	.	136555385	136555996	TSC_NEDE
chr6	140335384	140337884	TSCnonTE275_NEDE	0	.	140336285	140336982	TSC_NEDE
chr6	140367560	140370060	TSCnonTE276_NEDE	0	.	140368378	140369242	TSC_NEDE
chr6	146769110	146771610	TSCnonTE277_NEDE	0	.	146770012	146770708	TSC_NEDE
chr7	28940055	28942555	TSCnonTE278_NEDE	0	.	28941070	28941540	TSC_NEDE
chr7	29979705	29982205	TSCnonTE279_NEDE	0	.	29980711	29981199	TSC_NEDE
chr7	51884498	51886998	TSCnonTE280_NEDE	0	.	51885266	51886231	TSC_NEDE
chr7	67972236	67974736	TSCnonTE281_NEDE	0	.	67973193	67973778	TSC_NEDE
chr7	70601222	70603722	TSCnonTE282_NEDE	0	.	70602245	70602698	TSC_NEDE
chr7	79187795	79190295	TSCnonTE283_NEDE	0	.	79188897	79189193	TSC_NEDE
chr7	90145200	90147700	TSCnonTE284_NEDE	0	.	90146260	90146639	TSC_NEDE
chr7	110156288	110158788	TSCnonTE285_NEDE	0	.	110157213	110157864	TSC_NEDE
chr7	112824530	112827030	TSCnonTE286_NEDE	0	.	112825285	112826275	TSC_NEDE
chr7	113094036	113096536	TSCnonTE287_NEDE	0	.	113095111	113095460	TSC_NEDE
chr7	119860342	119862842	TSCnonTE288_NEDE	0	.	119860989	119862195	TSC_NEDE
chr7	123335056	123337556	TSCnonTE289_NEDE	0	.	123335907	123336704	TSC_NEDE
chr7	123454144	123456644	TSCnonTE290_NEDE	0	.	123454987	123455800	TSC_NEDE
chr7	132767636	132770136	TSCnonTE291_NEDE	0	.	132768618	132769155	TSC_NEDE
chr8	8638401	8640901	TSCnonTE292_NEDE	0	.	8639470	8639832	TSC_NEDE
chr8	8771082	8773582	TSCnonTE293_NEDE	0	.	8771873	8772792	TSC_NEDE
chr8	10918640	10921140	TSCnonTE294_NEDE	0	.	10919842	10919939	TSC_NEDE
chr8	10996182	10998682	TSCnonTE295_NEDE	0	.	10996952	10997911	TSC_NEDE
chr8	11391528	11394028	TSCnonTE296_NEDE	0	.	11392486	11393071	TSC_NEDE
chr8	12072430	12074930	TSCnonTE297_NEDE	0	.	12073300	12074059	TSC_NEDE
chr8	24426552	24429052	TSCnonTE298_NEDE	0	.	24427551	24428053	TSC_NEDE
chr8	33901544	33904044	TSCnonTE299_NEDE	0	.	33902413	33903175	TSC_NEDE
chr8	45609940	45612440	TSCnonTE300_NEDE	0	.	45611089	45611290	TSC_NEDE
chr8	47651497	47653997	TSCnonTE301_NEDE	0	.	47652511	47652983	TSC_NEDE
chr8	61644573	61647073	TSCnonTE302_NEDE	0	.	61645533	61646113	TSC_NEDE
chr8	79677916	79680416	TSCnonTE303_NEDE	0	.	79678983	79679350	TSC_NEDE
chr8	95208936	95211436	TSCnonTE304_NEDE	0	.	95209825	95210546	TSC_NEDE
chr8	103882236	103884736	TSCnonTE305_NEDE	0	.	103883262	103883710	TSC_NEDE
chr8	107518855	107521355	TSCnonTE306_NEDE	0	.	107519778	107520432	TSC_NEDE
chr8	111800468	111802968	TSCnonTE307_NEDE	0	.	111801482	111801953	TSC_NEDE
chr8	121897272	121899772	TSCnonTE308_NEDE	0	.	121897800	121899244	TSC_NEDE
chr8	125512858	125515358	TSCnonTE309_NEDE	0	.	125513821	125514394	TSC_NEDE
chr8	125635920	125638420	TSCnonTE310_NEDE	0	.	125637008	125637333	TSC_NEDE
chr9	43034162	43036662	TSCnonTE311_NEDE	0	.	43035317	43035507	TSC_NEDE
chr9	45018184	45020684	TSCnonTE312_NEDE	0	.	45019353	45019514	TSC_NEDE
chr9	59640086	59642586	TSCnonTE313_NEDE	0	.	59641020	59641651	TSC_NEDE
chr9	59649856	59652356	TSCnonTE314_NEDE	0	.	59650979	59651232	TSC_NEDE
chr9	64041922	64044422	TSCnonTE315_NEDE	0	.	64042626	64043718	TSC_NEDE
chr9	104320259	104322759	TSCnonTE316_NEDE	0	.	104320809	104322209	TSC_NEDE
chr9	113946064	113948564	TSCnonTE317_NEDE	0	.	113947014	113947613	TSC_NEDE
chr9	120961032	120963532	TSCnonTE318_NEDE	0	.	120961861	120962704	TSC_NEDE
chrX	139874232	139876732	TSCnonTE321_NEDE	0	.	139875001	139875963	TSC_NEDE
chr4	20456647	20458747	ESCTE1235_NonEnh	0	+	20457647	20457747	ESC_NonEnh
chr4	112091103	112093976	ESCTE1470_NonEnh	0	-	112092103	112092976	ESC_NonEnh
chr4	112939990	112942940	ESCTE1478_NonEnh	0	+	112940990	112941940	ESC_NonEnh
chr4	113658158	113661055	ESCTE1482_NonEnh	0	+	113659158	113660055	ESC_NonEnh
chr4	128762352	128765056	ESCTE1504_NonEnh	0	-	128763352	128764056	ESC_NonEnh
chr4	128763203	128765467	ESCTE1505_NonEnh	0	-	128764203	128764467	ESC_NonEnh
chr4	143768822	143771385	ESCTE1518_NonEnh	0	-	143769822	143770385	ESC_NonEnh
chr4	143769558	143771907	ESCTE1519_NonEnh	0	-	143770558	143770907	ESC_NonEnh
chr4	144238278	144240627	ESCTE1524_NonEnh	0	+	144239278	144239627	ESC_NonEnh
chr4	144238777	144241361	ESCTE1525_NonEnh	0	+	144239777	144240361	ESC_NonEnh
chr6	58123591	58125810	ESCTE2026_NonEnh	0	-	58124591	58124810	ESC_NonEnh
chr6	67972650	67975223	ESCTE2060_NonEnh	0	+	67973650	67974223	ESC_NonEnh
chr6	68802970	68805047	ESCTE2065_NonEnh	0	+	68803970	68804047	ESC_NonEnh
chr7	42401323	42404169	ESCTE2483_NonEnh	0	+	42402323	42403169	ESC_NonEnh
chr1	90885333	90888276	ESCTE269_NonEnh	0	-	90886333	90887276	ESC_NonEnh
chr9	89050916	89053842	ESCTE3150_NonEnh	0	-	89051916	89052842	ESC_NonEnh
chr10	7286934	7289581	ESCTE3221_NonEnh	0	-	7287934	7288581	ESC_NonEnh
chr1	127142124	127144846	ESCTE374_NonEnh	0	+	127143124	127143846	ESC_NonEnh
chr11	116874330	116876455	ESCTE3775_NonEnh	0	+	116875330	116875455	ESC_NonEnh
chr13	52157321	52159764	ESCTE4202_NonEnh	0	+	52158321	52158764	ESC_NonEnh
chr14	52525687	52528126	ESCTE4558_NonEnh	0	+	52526687	52527126	ESC_NonEnh
chr16	3794080	3796699	ESCTE4942_NonEnh	0	-	3795080	3795699	ESC_NonEnh
chr17	34767432	34769746	ESCTE5220_NonEnh	0	+	34768432	34768746	ESC_NonEnh
chr17	36147890	36150425	ESCTE5235_NonEnh	0	-	36148890	36149425	ESC_NonEnh
chr18	29355449	29358118	ESCTE5538_NonEnh	0	-	29356449	29357118	ESC_NonEnh
chrX	79037262	79040202	ESCTE6052_NonEnh	0	+	79038262	79039202	ESC_NonEnh
chrX	89829024	89831779	ESCTE6117_NonEnh	0	-	89830024	89830779	ESC_NonEnh
chr2	149191077	149193202	ESCTE723_NonEnh	0	-	149192077	149192202	ESC_NonEnh
chr2	154102541	154105026	ESCTE733_NonEnh	0	+	154103541	154104026	ESC_NonEnh
chr3	17045047	17047849	ESCTE852_NonEnh	0	+	17046047	17046849	ESC_NonEnh
chr1	13819564	13821733	ESCTE91_NonEnh	0	+	13820564	13820733	ESC_NonEnh
chr3	4209361	4212210	ESCTE766_NonEnh	0	+	4210361	4211210	ESC_NonEnh
chr1	181029059	181031990	ESCTE471_NonEnh	0	+	181030059	181030990	ESC_NonEnh
chr3	93968727	93971573	ESCTE1025_NonEnh	0	-	93969727	93970573	ESC_NonEnh
chr19	29890449	29892866	ESCTE5685_NonEnh	0	+	29891449	29891866	ESC_NonEnh
chr1	88187907	88190880	ESCTE266_NonEnh	0	-	88188907	88189880	ESC_NonEnh
chr14	52527707	52530240	ESCTE4559_NonEnh	0	+	52528707	52529240	ESC_NonEnh
chr1	127143168	127145336	ESCTE375_NonEnh	0	+	127144168	127144336	ESC_NonEnh
chr6	10386002	10388964	ESCTE1929_NonEnh	0	+	10387002	10387964	ESC_NonEnh
chr3	19108362	19111296	ESCTE859_NonEnh	0	+	19109362	19110296	ESC_NonEnh
chr17	34747431	34750362	ESCTE5219_NonEnh	0	+	34748431	34749362	ESC_NonEnh
chrX	97680582	97682767	ESCTE6137_NonEnh	0	-	97681582	97681767	ESC_NonEnh
chr11	99638614	99641526	ESCTE3752_NonEnh	0	+	99639614	99640526	ESC_NonEnh
chrX	97680388	97682556	ESCTE6136_NonEnh	0	-	97681388	97681556	ESC_NonEnh
chr11	8757471	8760338	ESCTE3559_NonEnh	0	+	8758471	8759338	ESC_NonEnh
chr3	91202802	91205653	ESCTE1009_NonEnh	0	-	91203802	91204653	ESC_NonEnh
chr10	57110838	57113495	ESCTE3427_NonEnh	0	+	57111838	57112495	ESC_NonEnh
chr10	8638211	8641159	ESCTE3233_NonEnh	0	+	8639211	8640159	ESC_NonEnh
chr15	75158806	75161748	ESCTE4884_NonEnh	0	+	75159806	75160748	ESC_NonEnh
chr19	16842790	16845720	ESCTE5669_NonEnh	0	+	16843790	16844720	ESC_NonEnh
chr15	82731854	82734783	ESCTE4903_NonEnh	0	-	82732854	82733783	ESC_NonEnh
chrX	126431568	126434494	ESCTE6230_NonEnh	0	-	126432568	126433494	ESC_NonEnh
chr9	30664622	30667535	ESCTE3057_NonEnh	0	-	30665622	30666535	ESC_NonEnh
chr3	59709117	59712002	ESCTE960_NonEnh	0	+	59710117	59711002	ESC_NonEnh
chr13	25416415	25419286	ESCTE4160_NonEnh	0	-	25417415	25418286	ESC_NonEnh
chr12	50219558	50222410	ESCTE3959_NonEnh	0	+	50220558	50221410	ESC_NonEnh
chr10	7287908	7290115	ESCTE3222_NonEnh	0	-	7288908	7289115	ESC_NonEnh
chr7	85988442	85991243	ESCTE2536_NonEnh	0	+	85989442	85990243	ESC_NonEnh
chrX	121909868	121912657	ESCTE6224_NonEnh	0	+	121910868	121911657	ESC_NonEnh
chr6	58123841	58126559	ESCTE2027_NonEnh	0	-	58124841	58125559	ESC_NonEnh
chrX	154672117	154674699	ESCTE6313_NonEnh	0	-	154673117	154673699	ESC_NonEnh
chr14	68415847	68418703	ESCTE4590_NonEnh	0	-	68416847	68417703	ESC_NonEnh
chr19	44326373	44328942	ESCTE5726_NonEnh	0	+	44327373	44327942	ESC_NonEnh
chrX	97681284	97683821	ESCTE6138_NonEnh	0	-	97682284	97682821	ESC_NonEnh
