Refseq_ID	ENSMBL_ID	Gene_Name
NM_146807	ENSMUSG00000096840	Olfr136
NM_146808	ENSMUSG00000111174	Olfr1240
NM_146809	ENSMUSG00000044994	Olfr1426
NM_146810	ENSMUSG00000111448	Olfr912
NM_146811	ENSMUSG00000060114	Olfr910
NM_146812	ENSMUSG00000045132	Olfr620
NM_146813	ENSMUSG00000073928	Olfr651
NM_146814	ENSMUSG00000073917	Olfr665
NM_146815	ENSMUSG00000064333	Olfr926
NM_146816	ENSMUSG00000044798	Olfr923
NM_146817	ENSMUSG00000075144	Olfr1156
NM_146818	ENSMUSG00000075105	Olfr1218
NM_146819	ENSMUSG00000049806	Olfr466
NM_146820	ENSMUSG00000051182	Olfr655
NM_146821	ENSMUSG00000047545	Olfr629
NM_146822	ENSMUSG00000066262	Olfr640
NM_146823	ENSMUSG00000051424	Olfr1184
NM_146824	ENSMUSG00000049648	Olfr273
NM_146825	ENSMUSG00000059623	Olfr39
NM_146826	ENSMUSG00000094254	Olfr969
NM_146827	ENSMUSG00000044205	Olfr983
NM_146828	ENSMUSG00000043331	Olfr975
NM_146829	ENSMUSG00000049708	Olfr27
NM_146830	ENSMUSG00000062649	Olfr44
NM_146831	ENSMUSG00000063240	Olfr133
NM_146832	ENSMUSG00000096009	Olfr134
NM_146833	ENSMUSG00000049618	Olfr103
NM_146834	ENSMUSG00000092077	Olfr101
NM_146835	ENSMUSG00000029184	Olfr109
NM_146836	ENSMUSG00000068818	Olfr1132
NM_146837	ENSMUSG00000058194	Olfr1126
NM_146838	ENSMUSG00000059205	Olfr1130
NM_146839	ENSMUSG00000051593	Olfr272
NM_146840	ENSMUSG00000044824	Olfr545
NM_146841	ENSMUSG00000073946	Olfr617
NM_146843	ENSMUSG00000075170	Olfr1097
NM_146844	ENSMUSG00000075163	Olfr1107
NM_146845	ENSMUSG00000075169	Olfr1098
NM_146846	ENSMUSG00000075174	Olfr1087
NM_146847	ENSMUSG00000075172	Olfr1090
NM_146848	ENSMUSG00000045150	Olfr1161
NM_146849	ENSMUSG00000075143	Olfr1157
NM_146851	ENSMUSG00000059319	Olfr295
NM_146852	ENSMUSG00000070820	Olfr1339
NM_146853	ENSMUSG00000046790	Olfr1341
NM_146854	ENSMUSG00000049010	Olfr982
NM_146855	ENSMUSG00000049073	Olfr985
NM_146858	ENSMUSG00000089717	Olfr275
NM_146859	ENSMUSG00000051952	Olfr371
NM_146860	ENSMUSG00000051003	Olfr161
NM_146861	ENSMUSG00000069430	Olfr9
NM_146862	ENSMUSG00000063374	Olfr763
NM_146863	ENSMUSG00000047868	Olfr770
NM_146864	ENSMUSG00000050198	Olfr768
NM_146865	ENSMUSG00000075221	Olfr992
NM_146866	ENSMUSG00000050603	Olfr1008
NM_146867	ENSMUSG00000043312	Olfr131
NM_146868	ENSMUSG00000070311	Olfr894
NM_146869	ENSMUSG00000049098	Olfr147
NM_146870	ENSMUSG00000058270	Olfr25
NM_146871	ENSMUSG00000094588	Olfr898
NM_146872	ENSMUSG00000110991	Olfr908
NM_146873	ENSMUSG00000062621	Olfr911-ps1
NM_146874	ENSMUSG00000096757	Olfr900
NM_146875	ENSMUSG00000096427	Olfr895
NM_146877	ENSMUSG00000050763	Olfr1395
NM_146878	ENSMUSG00000043314	Olfr30
NM_146879	ENSMUSG00000050818	Olfr330
NM_146881	ENSMUSG00000049456	Olfr1404
NM_146882	ENSMUSG00000063350	Olfr874
NM_146883	ENSMUSG00000066750	Olfr876
NM_146884	ENSMUSG00000109219	Olfr1299
NM_146885	ENSMUSG00000109547	Olfr1294
NM_146886	ENSMUSG00000109487	Olfr1298
NM_146887	ENSMUSG00000057149	Olfr1301
NM_146888	ENSMUSG00000094858	Olfr1297
NM_146889	ENSMUSG00000044560	Olfr1302
NM_146890	ENSMUSG00000109212	Olfr126
NM_146891	ENSMUSG00000101918	Olfr1225
NM_146892	ENSMUSG00000075100	Olfr1223
NM_146893	ENSMUSG00000075107	Olfr1216
NM_146895	ENSMUSG00000059023	Olfr1201
NM_146896	ENSMUSG00000057447	Olfr1205
NM_146897	ENSMUSG00000075110	Olfr1214
NM_146898	ENSMUSG00000075111	Olfr1213
NM_146899	ENSMUSG00000075104	Olfr1219
NM_146900	ENSMUSG00000101480	Olfr1220
NM_146901	ENSMUSG00000101391	Olfr1217
NM_146902	ENSMUSG00000075102	Olfr1221
NM_146903	ENSMUSG00000061457	Olfr871
NM_146904	ENSMUSG00000066899	Olfr870
NM_146905	ENSMUSG00000052625	Olfr851
NM_146906	ENSMUSG00000051160	Olfr853
NM_146907	ENSMUSG00000096554	Olfr1282
NM_146908	ENSMUSG00000109449	Olfr1280
NM_146909	ENSMUSG00000060918	Olfr51
NM_146910	ENSMUSG00000050343	Olfr1378
NM_146911	ENSMUSG00000061952	Olfr1377
NM_146912	ENSMUSG00000053391	Olfr211
NM_146913	ENSMUSG00000093877	Olfr1348
NM_146914	ENSMUSG00000096228	Olfr5
NM_146915	ENSMUSG00000048620	Olfr1336
NM_146916	ENSMUSG00000054938	Olfr1346
NM_146917	ENSMUSG00000075127	Olfr1179
NM_146918	ENSMUSG00000081836	Olfr1180
NM_146919	ENSMUSG00000068809	Olfr1188
NM_146920	ENSMUSG00000043385	Olfr267
NM_146921	ENSMUSG00000069823	Olfr1
NM_146922	ENSMUSG00000063881	Olfr376
NM_146923	ENSMUSG00000062128	Olfr20
NM_146924	ENSMUSG00000095301	Olfr476
NM_146925	ENSMUSG00000054236	Olfr481
NM_146926	ENSMUSG00000096151	Olfr477
NM_146927	ENSMUSG00000094734	Olfr799
NM_146928	ENSMUSG00000049894	Olfr808
NM_146929	ENSMUSG00000050478	Olfr807
NM_146930	ENSMUSG00000047626	Olfr791
NM_146931	ENSMUSG00000052012	Olfr796
NM_146932	ENSMUSG00000093866	Olfr802
NM_146933	ENSMUSG00000044025	Olfr790
NM_146934	ENSMUSG00000093942	Olfr46
NM_146935	ENSMUSG00000045341	Olfr167
NM_146936	ENSMUSG00000048292	Olfr1417
NM_146937	ENSMUSG00000054666	Olfr63
NM_146938	ENSMUSG00000094764	Olfr346
NM_146939	ENSMUSG00000055088	Olfr354
NM_146940	ENSMUSG00000053146	Olfr352
NM_146941	ENSMUSG00000075382	Olfr353
NM_146942	ENSMUSG00000075383	Olfr351
NM_146943	ENSMUSG00000111863	Olfr347
NM_146944	ENSMUSG00000049315	Olfr348
NM_146945	ENSMUSG00000059251	Olfr345
NM_146946	ENSMUSG00000111021	Olfr50
NM_146947	ENSMUSG00000068950	Olfr338
NM_146948	ENSMUSG00000111869	Olfr342
NM_146949	ENSMUSG00000094464	Olfr339
NM_146950	ENSMUSG00000075387	Olfr341
NM_146951	ENSMUSG00000094266	Olfr340
NM_146952	ENSMUSG00000051180	Olfr522
NM_146953	ENSMUSG00000062712	Olfr531
NM_146954	ENSMUSG00000063230	Olfr535
NM_146955	ENSMUSG00000060112	Olfr60
NM_146956	ENSMUSG00000061489	Olfr525
NM_146957	ENSMUSG00000062245	Olfr170
NM_146958	ENSMUSG00000060480	Olfr171
NM_146960	ENSMUSG00000094819	Olfr53
NM_146961	ENSMUSG00000059136	Olfr539
NM_146962	ENSMUSG00000057997	Olfr541
NM_146963	ENSMUSG00000066122	Olfr45
NM_146964	ENSMUSG00000096069	Olfr61
NM_146965	ENSMUSG00000075078	Olfr1250
NM_146966	ENSMUSG00000075081	Olfr1247
NM_146967	ENSMUSG00000075097	Olfr1226
NM_146968	ENSMUSG00000075085	Olfr1242
NM_146969	ENSMUSG00000075084	Olfr1243
NM_146970	ENSMUSG00000075088	Olfr1239
NM_146971	ENSMUSG00000099486	Olfr1228
NM_146972	ENSMUSG00000075091	Olfr1233
NM_146973	ENSMUSG00000075090	Olfr1234
NM_146974	ENSMUSG00000051313	Olfr1262
NM_146975	ENSMUSG00000080809	Olfr1273-ps
NM_146977	ENSMUSG00000045148	Olfr1255
NM_146978	ENSMUSG00000049149	Olfr1258
NM_146980	ENSMUSG00000075061	Olfr1272
NM_146981	ENSMUSG00000042894	Olfr1260
NM_146982	ENSMUSG00000049057	Olfr1257
NM_146983	ENSMUSG00000075073	Olfr1256
NM_146984	ENSMUSG00000075063	Olfr142
NM_146985	ENSMUSG00000075065	Olfr1270
NM_146986	ENSMUSG00000095236	Olfr38
NM_146987	ENSMUSG00000091983	Olfr457
NM_146988	ENSMUSG00000045708	Olfr447
NM_146989	ENSMUSG00000048356	Olfr1496
NM_146990	ENSMUSG00000050865	Olfr1494
NM_146991	ENSMUSG00000066257	Olfr206
NM_146992	ENSMUSG00000095928	Olfr204
NM_146993	ENSMUSG00000063137	Olfr176
NM_146994	ENSMUSG00000074995	Olfr201
NM_146995	ENSMUSG00000048810	Olfr202
NM_146996	ENSMUSG00000063137	Olfr177
NM_146997	ENSMUSG00000044029	Olfr178
NM_146998	ENSMUSG00000062608	Olfr195
NM_146999	ENSMUSG00000090951	Olfr181
NM_147000	ENSMUSG00000049362	Olfr173
NM_147001	ENSMUSG00000071510	Olfr172
NM_147002	ENSMUSG00000060663	Olfr175-ps1
NM_147003	ENSMUSG00000047444	Olfr139
NM_147004	ENSMUSG00000043692	Olfr399
NM_147005	ENSMUSG00000062186	Olfr395
NM_147006	ENSMUSG00000061984	Olfr392
NM_147007	ENSMUSG00000056921	Olfr394
NM_147008	ENSMUSG00000094488	Olfr393
NM_147009	ENSMUSG00000070383	Olfr389
NM_147010	ENSMUSG00000047149	Olfr1052
NM_147011	ENSMUSG00000075200	Olfr1044
NM_147012	ENSMUSG00000075196	Olfr1047
NM_147013	ENSMUSG00000050577	Olfr1038-ps
NM_147014	ENSMUSG00000075195	Olfr1048
NM_147015	ENSMUSG00000075208	Olfr1019
NM_147016	ENSMUSG00000075194	Olfr1049
NM_147017	ENSMUSG00000075198	Olfr1045
NM_147018	ENSMUSG00000075188	Olfr1056
NM_147019	ENSMUSG00000075190	Olfr1054
NM_147021	ENSMUSG00000075189	Olfr1055
NM_147022	ENSMUSG00000072708	Olfr381
NM_147023	ENSMUSG00000095095	Olfr385
NM_147024	ENSMUSG00000055971	Olfr378
NM_147025	ENSMUSG00000072709	Olfr380
NM_147026	ENSMUSG00000063823	Olfr532
NM_147027	ENSMUSG00000072707	Olfr31
NM_147028	ENSMUSG00000050772	Olfr1124
NM_147029	ENSMUSG00000081234	Olfr1120
NM_147030	ENSMUSG00000111747	Olfr1134
NM_147031	ENSMUSG00000047594	Olfr1122
NM_147032	ENSMUSG00000109058	Olfr705
NM_147033	ENSMUSG00000049674	Olfr714
NM_147034	ENSMUSG00000073898	Olfr713
NM_147035	ENSMUSG00000045013	Olfr711
NM_147036	ENSMUSG00000056184	Olfr283
NM_147037	ENSMUSG00000058904	Olfr1413
NM_147038	ENSMUSG00000067064	Olfr1416
NM_147039	ENSMUSG00000042849	Olfr1414
NM_147040	ENSMUSG00000063216	Olfr1351
NM_147041	ENSMUSG00000060205	Olfr57
NM_147042	ENSMUSG00000042774	Olfr1353
NM_147043	ENSMUSG00000073916	Olfr669
NM_147044	ENSMUSG00000096029	Olfr679
NM_147045	ENSMUSG00000044120	Olfr683
NM_147046	ENSMUSG00000045540	Olfr600
NM_147047	ENSMUSG00000073945	Olfr618
NM_147048	ENSMUSG00000073927	Olfr652
NM_147049	ENSMUSG00000070421	Olfr658
NM_147050	ENSMUSG00000073922	Olfr659
NM_147051	ENSMUSG00000075377	Olfr362
NM_147052	ENSMUSG00000051362	Olfr589
NM_147053	ENSMUSG00000073961	Olfr582
NM_147054	ENSMUSG00000073959	Olfr584
NM_147055	ENSMUSG00000044899	Olfr649
NM_147056	ENSMUSG00000073931	Olfr646
NM_147059	ENSMUSG00000057770	Olfr668
NM_147060	ENSMUSG00000056782	Olfr667
NM_147061	ENSMUSG00000043948	Olfr691
NM_147062	ENSMUSG00000044985	Olfr124
NM_147063	ENSMUSG00000073998	Olfr520
NM_147064	ENSMUSG00000049168	Olfr449
NM_147065	ENSMUSG00000045421	Olfr1390
NM_147066	ENSMUSG00000107573	Olfr1389
NM_147067	ENSMUSG00000051414	Olfr829
NM_147068	ENSMUSG00000056822	Olfr166
NM_147069	ENSMUSG00000048425	Olfr686
NM_147070	ENSMUSG00000059874	Olfr603
NM_147071	ENSMUSG00000046493	Olfr1352
NM_147072	ENSMUSG00000073932	Olfr641
NM_147073	ENSMUSG00000066273	Olfr33
NM_147074	ENSMUSG00000073926	Olfr653
NM_147075	ENSMUSG00000073924	Olfr656
NM_147076	ENSMUSG00000073944	Olfr619
NM_147077	ENSMUSG00000090219	Olfr643
NM_147078	ENSMUSG00000090059	Olfr1062
NM_147079	ENSMUSG00000073979	Olfr547
NM_147080	ENSMUSG00000073947	Olfr615
NM_147081	ENSMUSG00000045584	Olfr610
NM_147082	ENSMUSG00000046396	Olfr609
NM_147083	ENSMUSG00000050085	Olfr622
NM_147084	ENSMUSG00000066263	Olfr639
NM_147085	ENSMUSG00000043310	Olfr571
NM_147087	ENSMUSG00000078080	Olfr585
NM_147088	ENSMUSG00000062142	Olfr569
NM_147089	ENSMUSG00000073963	Olfr572
NM_147091	ENSMUSG00000073965	Olfr568
NM_147092	ENSMUSG00000073966	Olfr561
NM_147093	ENSMUSG00000070423	Olfr558
NM_147094	ENSMUSG00000073949	Olfr606
NM_147095	ENSMUSG00000073915	Olfr676
NM_147096	ENSMUSG00000063582	Olfr666
NM_147097	ENSMUSG00000096516	Olfr628
NM_147098	ENSMUSG00000050281	Olfr630
NM_147099	ENSMUSG00000047544	Olfr616
NM_147100	ENSMUSG00000078624	Olfr613
NM_147101	ENSMUSG00000073977	Olfr549
NM_147102	ENSMUSG00000073973	Olfr552
NM_147103	ENSMUSG00000073970	Olfr555
NM_147104	ENSMUSG00000073975	Olfr550
NM_147105	ENSMUSG00000044292	Olfr978
NM_147106	ENSMUSG00000060254	Olfr980
NM_147107	ENSMUSG00000051493	Olfr974
NM_147108	ENSMUSG00000059473	Olfr979
NM_147109	ENSMUSG00000043354	Olfr577
NM_147110	ENSMUSG00000073964	Olfr570
NM_147111	ENSMUSG00000066268	Olfr586
NM_147112	ENSMUSG00000066272	Olfr559
NM_147113	ENSMUSG00000110008	Olfr560
NM_147114	ENSMUSG00000066269	Olfr575
NM_147115	ENSMUSG00000045792	Olfr578
NM_147118	ENSMUSG00000094520	Olfr635
NM_147119	ENSMUSG00000073938	Olfr632
NM_147120	ENSMUSG00000094063	Olfr638
NM_147121	ENSMUSG00000110012	Olfr644
NM_147122	ENSMUSG00000099687	Olfr623
NM_147126	ENSMUSG00000034739	Mfrp
NM_147151	ENSMUSG00000013787	Ehmt2
NM_147153	ENSMUSG00000027291	Vps39
NM_147155	ENSMUSG00000052031	Tagap1
NM_147176	ENSMUSG00000007617	Homer1
NM_147179	ENSMUSG00000026974	Zmynd19
NM_147201	ENSMUSG00000029148	Nrbp1
NM_147217	ENSMUSG00000051043	Gprc5c
NM_147218	ENSMUSG00000044749	Abca6
NM_147219	ENSMUSG00000018800	Abca5
NM_147220	ENSMUSG00000041797	Abca9
NM_147221	ENSMUSG00000034762	Glis1
NM_147222	ENSMUSG00000054052	Rdh19
NM_147776	ENSMUSG00000042116	Vwa1
NM_147778	ENSMUSG00000051154	Commd3
NM_147779	ENSMUSG00000103879	Sftpb
NM_147779	ENSMUSG00000056370	Sftpb
NM_148413	ENSMUSG00000025716	Myo3a
NM_148673	ENSMUSG00000020409	Slu7
NM_148917	ENSMUSG00000011257	Pabpc4
NM_148922	ENSMUSG00000020212	Mdm1
NM_148924	ENSMUSG00000022529	Zfp263
NM_148925	ENSMUSG00000025241	Fyco1
NM_148926	ENSMUSG00000044477	Zfand3
NM_148927	ENSMUSG00000040428	Plekha4
NM_148928	ENSMUSG00000026816	Gtf3c5
NM_148929	ENSMUSG00000039463	Slc9a8
NM_148930	ENSMUSG00000032580	Rbm5
NM_148931	ENSMUSG00000039728	Slc6a5
NM_148932	ENSMUSG00000053293	Pom121
NM_148933	ENSMUSG00000038963	Slco4a1
NM_148934	ENSMUSG00000020308	Tpgs1
NM_148935	ENSMUSG00000042002	Foxn4
NM_148937	ENSMUSG00000026173	Plcd4
NM_148938	ENSMUSG00000005360	Slc1a3
NM_148939	ENSMUSG00000043807	Ly6g5b
NM_148940	ENSMUSG00000032493	Prss44
NM_148941	ENSMUSG00000032262	Elovl4
NM_148942	ENSMUSG00000052180	Serpinb6c
NM_148943	ENSMUSG00000069044	Usp9y
NM_148944	ENSMUSG00000035200	Chrnb4
NM_148945	ENSMUSG00000031309	Rps6ka3
NM_148946	ENSMUSG00000030376	Slc8a2
NM_148947	ENSMUSG00000034482	Ly6g5c
NM_148948	ENSMUSG00000041415	Dicer1
NM_148949	ENSMUSG00000094084	Tdpoz1
NM_148950	ENSMUSG00000035934	Pknox2
NM_148951	ENSMUSG00000034872	Gipc3
NM_148952	ENSMUSG00000014859	E2f4
NM_148953	ENSMUSG00000034768	Asb16
NM_148958	ENSMUSG00000040875	Osbpl10
NM_152134	ENSMUSG00000007617	Homer1
NM_152220	ENSMUSG00000041488	Stx3
NM_152229	ENSMUSG00000019803	Nr2e1
NM_152234	ENSMUSG00000005312	Ubqln1
NM_152799	ENSMUSG00000028073	Pear1
NM_152800	ENSMUSG00000009563	Tor2a
NM_152801	ENSMUSG00000031133	Arhgef6
NM_152802	ENSMUSG00000043787	Defb12
NM_152803	ENSMUSG00000035273	Hpse
NM_152804	ENSMUSG00000021701	Plk2
NM_152807	ENSMUSG00000049957	Ccdc137
NM_152808	ENSMUSG00000057193	Slc44a2
NM_152809	ENSMUSG00000073563	Csnk1g3
NM_152810	ENSMUSG00000023932	Cdc5l
NM_152811	ENSMUSG00000035836	Ugt2b1
NM_152812	ENSMUSG00000040550	Otud6b
NM_152813	ENSMUSG00000020937	Plcd3
NM_152814	ENSMUSG00000078768	Zfp566
NM_152815	ENSMUSG00000053091	Lins1
NM_152816	ENSMUSG00000022789	Dnm1l
NM_152817	ENSMUSG00000024078	Ttc27
NM_152818	ENSMUSG00000020435	Osbp2
NM_152821	ENSMUSG00000049184	Purg
NM_152822	ENSMUSG00000057421	Las1l
NM_152823	ENSMUSG00000115974	Unc5cl
NM_152823	ENSMUSG00000043592	Unc5cl
NM_152824	ENSMUSG00000037197	Rbm17
NM_152825	ENSMUSG00000040455	Usp45
NM_152839	ENSMUSG00000067149	Jchain
NM_152894	ENSMUSG00000022325	Pop1
NM_152895	ENSMUSG00000042207	Kdm5b
NM_152915	ENSMUSG00000036766	Dner
NM_152922	ENSMUSG00000015467	Egfl8
NM_152923	ENSMUSG00000056258	Kcnq3
NM_152944	ENSMUSG00000030981	Mmp21
NM_152947	ENSMUSG00000037279	Ovol2
NM_153049	ENSMUSG00000042292	Mkl1
NM_153052	ENSMUSG00000015443	Gzmn
NM_153053	ENSMUSG00000068856	Sf3b4
NM_153054	ENSMUSG00000036330	Slc18a1
NM_153055	ENSMUSG00000019802	Sec63
NM_153056	ENSMUSG00000025138	Sirt7
NM_153057	ENSMUSG00000030835	Nomo1
NM_153058	ENSMUSG00000024277	Mapre2
NM_153059	ENSMUSG00000034620	Tmem5
NM_153060	ENSMUSG00000040447	Spns2
NM_153062	ENSMUSG00000024036	Slc37a1
NM_153063	ENSMUSG00000053600	Zfp472
NM_153064	ENSMUSG00000013593	Ndufs2
NM_153065	ENSMUSG00000017999	Ddx27
NM_153067	ENSMUSG00000078698	Mrgpra3
NM_153068	ENSMUSG00000074364	Ehd2
NM_153069	ENSMUSG00000036216	Leap2
NM_153071	ENSMUSG00000019905	Gprc6a
NM_153072	ENSMUSG00000076430	Hus1b
NM_153074	ENSMUSG00000049988	Lrrc25
NM_153075	ENSMUSG00000033486	Catsper2
NM_153076	ENSMUSG00000038135	Crygn
NM_153077	ENSMUSG00000046845	Il1f10
NM_153078	ENSMUSG00000042302	Ehbp1
NM_153079	ENSMUSG00000037393	Nmur2
NM_153080	ENSMUSG00000000538	Tom1l2
NM_153081	ENSMUSG00000040938	Slc16a11
NM_153082	ENSMUSG00000020657	Dnajc27
NM_153083	ENSMUSG00000045691	Thtpa
NM_153085	ENSMUSG00000024283	Wac
NM_153086	ENSMUSG00000036855	Gjd4
NM_153087	ENSMUSG00000037346	Hrh4
NM_153088	ENSMUSG00000026176	Ctdsp1
NM_153089	ENSMUSG00000037754	Ppp1r16b
NM_153090	ENSMUSG00000059994	Fcrl1
NM_153091	ENSMUSG00000045576	St7l
NM_153092	ENSMUSG00000048439	Nupl2
NM_153093	ENSMUSG00000057116	AF366264
NM_153094	ENSMUSG00000030154	Klrb1f
NM_153095	ENSMUSG00000050650	Mrgpra1
NM_153097	ENSMUSG00000053490	Trim60
NM_153098	ENSMUSG00000046186	Cd109
NM_153099	ENSMUSG00000044664	Prss42
NM_153100	ENSMUSG00000066319	Rtp3
NM_153101	ENSMUSG00000096719	Mrgpra2b
NM_153102	ENSMUSG00000070902	Zfp352
NM_153103	ENSMUSG00000020821	Kif1c
NM_153104	ENSMUSG00000050860	Phospho1
NM_153105	ENSMUSG00000066058	Cldn19
NM_153106	ENSMUSG00000040935	Padi6
NM_153107	ENSMUSG00000036596	Cpz
NM_153108	ENSMUSG00000031471	Defb8
NM_153109	ENSMUSG00000100133	Tgif2lx1
NM_153110	ENSMUSG00000109718	Trim61
NM_153111	ENSMUSG00000055197	Fev
NM_153112	ENSMUSG00000054793	Cadm4
NM_153114	ENSMUSG00000044055	Otos
NM_153115	ENSMUSG00000079842	Spag11a
NM_153116	ENSMUSG00000040464	Gtpbp10
NM_153117	ENSMUSG00000036275	9530068E07Rik
NM_153118	ENSMUSG00000039735	Fnbp1l
NM_153119	ENSMUSG00000050721	Plekho2
NM_153121	ENSMUSG00000053769	Lysmd1
NM_153122	ENSMUSG00000022562	Oplah
NM_153123	ENSMUSG00000039200	Atf7ip2
NM_153124	ENSMUSG00000025425	St8sia5
NM_153125	ENSMUSG00000026924	Sec16a
NM_153126	ENSMUSG00000027185	Nat10
NM_153127	ENSMUSG00000041445	Mmrn2
NM_153128	ENSMUSG00000026455	Klhl12
NM_153129	ENSMUSG00000024855	Pacs1
NM_153131	ENSMUSG00000025876	Unc5a
NM_153133	ENSMUSG00000056148	Rdh9
NM_153134	ENSMUSG00000041037	Irgq
NM_153135	ENSMUSG00000063626	Unc5d
NM_153136	ENSMUSG00000045211	Nudt18
NM_153137	ENSMUSG00000037318	Traf3ip3
NM_153138	ENSMUSG00000075284	Wipf1
NM_153139	ENSMUSG00000020261	Slc36a1
NM_153140	ENSMUSG00000037098	Rab11fip3
NM_153141	ENSMUSG00000032185	Carm1
NM_153142	ENSMUSG00000048807	Slc35e4
NM_153143	ENSMUSG00000046731	Kctd11
NM_153144	ENSMUSG00000020530	Ggnbp2
NM_153145	ENSMUSG00000041828	Abca8a
NM_153150	ENSMUSG00000003528	Slc25a1
NM_153151	ENSMUSG00000062480	Acat3
NM_153152	ENSMUSG00000049760	2410015M20Rik
NM_153153	ENSMUSG00000024236	Svil
NM_153154	ENSMUSG00000042596	Tfap2d
NM_153155	ENSMUSG00000049630	C1ql3
NM_153156	ENSMUSG00000027744	Stoml3
NM_153157	ENSMUSG00000027965	Olfm3
NM_153158	ENSMUSG00000045071	E130308A19Rik
NM_153159	ENSMUSG00000042677	Zc3h12a
NM_153160	ENSMUSG00000028772	Zcchc17
NM_153161	ENSMUSG00000036948	BC037034
NM_153162	ENSMUSG00000000811	Txnrd3
NM_153163	ENSMUSG00000017978	Cadps2
NM_153164	ENSMUSG00000036550	Cnot1
NM_153165	ENSMUSG00000043929	Klhl15
NM_153166	ENSMUSG00000024008	Cpne5
NM_153167	ENSMUSG00000035572	Dcaf10
NM_153168	ENSMUSG00000035202	Lars2
NM_153169	ENSMUSG00000046287	Pnma3
NM_153170	ENSMUSG00000020264	Slc36a2
NM_153171	ENSMUSG00000051079	Rgs13
NM_153172	ENSMUSG00000047257	Prss45
NM_153173	ENSMUSG00000060981	Hist1h4h
NM_153175	ENSMUSG00000047867	Gimap6
NM_153176	ENSMUSG00000000738	Spg7
NM_153177	ENSMUSG00000042500	Ago4
NM_153178	ENSMUSG00000036698	Ago2
NM_153179	ENSMUSG00000043760	Pkhd1
NM_153193	ENSMUSG00000063730	Hsd3b2
NM_153195	ENSMUSG00000001786	Fbxo7
NM_153196	ENSMUSG00000029136	Rbks
NM_153197	ENSMUSG00000043832	Clec4a3
NM_153198	ENSMUSG00000002996	Hbp1
NM_153287	ENSMUSG00000032515	Csrnp1
NM_153288	ENSMUSG00000044034	Npb
NM_153319	ENSMUSG00000041688	Amot
NM_153382	ENSMUSG00000021959	Lats2
NM_153384	ENSMUSG00000043850	Clrn1
NM_153385	ENSMUSG00000043850	Clrn1
NM_153386	ENSMUSG00000043850	Clrn1
NM_153387	ENSMUSG00000027263	Tubgcp4
NM_153388	ENSMUSG00000045045	Lrfn4
NM_153389	ENSMUSG00000046808	Atp10d
NM_153390	ENSMUSG00000045378	Pxt1
NM_153391	ENSMUSG00000037890	Wdr19
NM_153392	ENSMUSG00000028555	Ttc39a
NM_153393	ENSMUSG00000063564	Col23a1
NM_153394	ENSMUSG00000046961	Gpr156
NM_153395	ENSMUSG00000034602	Mon2
NM_153396	ENSMUSG00000051586	Mical3
NM_153397	ENSMUSG00000037437	Adam32
NM_153398	ENSMUSG00000019826	Zbtb24
NM_153399	ENSMUSG00000096054	Syne1
NM_153400	ENSMUSG00000029503	P2rx2
NM_153402	ENSMUSG00000028842	Ago3
NM_153403	ENSMUSG00000041530	Ago1
NM_153404	ENSMUSG00000044626	Liph
NM_153405	ENSMUSG00000042369	Rbm45
NM_153406	ENSMUSG00000033444	Specc1l
NM_153407	ENSMUSG00000044636	Csrnp2
NM_153408	ENSMUSG00000047180	Neurl3
NM_153409	ENSMUSG00000044647	Csrnp3
NM_153410	ENSMUSG00000026930	Gpsm1
NM_153412	ENSMUSG00000033149	Phldb2
NM_153413	ENSMUSG00000039716	Dock3
NM_153414	ENSMUSG00000021975	Ints9
NM_153415	ENSMUSG00000034126	Pomt2
NM_153416	ENSMUSG00000036678	Aaas
NM_153417	ENSMUSG00000024727	Trpm6
NM_153418	ENSMUSG00000027485	Bpifb1
NM_153419	ENSMUSG00000053801	Grwd1
NM_153420	ENSMUSG00000043587	Pxylp1
NM_153421	ENSMUSG00000037652	Phc3
NM_153422	ENSMUSG00000053965	Pde5a
NM_153423	ENSMUSG00000028868	Wasf2
NM_153424	ENSMUSG00000039577	Nphp4
NM_153457	ENSMUSG00000021087	Rtn1
NM_153458	ENSMUSG00000027965	Olfm3
NM_153459	ENSMUSG00000053716	Dusp7
NM_153484	ENSMUSG00000022389	Tef
NM_153489	ENSMUSG00000042520	Ubap2l
NM_153501	ENSMUSG00000037514	Pank2
NM_153502	ENSMUSG00000067653	Ankrd23
NM_153503	ENSMUSG00000036537	Rnf113a1
NM_153504	ENSMUSG00000063851	Rnf183
NM_153505	ENSMUSG00000022488	Nckap1l
NM_153506	ENSMUSG00000030155	Clec2e
NM_153507	ENSMUSG00000034361	Cpne2
NM_153508	ENSMUSG00000008153	Clstn3
NM_153509	ENSMUSG00000039313	AF529169
NM_153510	ENSMUSG00000046245	Pilra
NM_153511	ENSMUSG00000044103	Il1f9
NM_153512	ENSMUSG00000045053	Kcng3
NM_153513	ENSMUSG00000038543	BC028528
NM_153514	ENSMUSG00000022075	Rhobtb2
NM_153515	ENSMUSG00000041915	Ammecr1l
NM_153516	ENSMUSG00000009112	Bcl2l13
NM_153518	ENSMUSG00000003354	Ccdc65
NM_153519	ENSMUSG00000050612	Txndc2
NM_153520	ENSMUSG00000050121	Opalin
NM_153521	ENSMUSG00000028703	Lrrc41
NM_153523	ENSMUSG00000095821	Tcstv3
NM_153524	ENSMUSG00000067173	Mrgpra4
