chr	start	end	id	strand
chr3	94357326	94359212	ENSMUSG00000105708.1	-
chr5	5137445	5140107	ENSMUSG00000106054.1	-
chr3	100426405	100428865	ENSMUSG00000086923.1	+
chr3	100426439	100437754	ENSMUSG00000086923.1	+
chr11	21370400	21374161	ENSMUSG00000087253.1	+
chr14	5514087	5574342	ENSMUSG00000097450.7	-
chr14	5543708	5574322	ENSMUSG00000097450.7	-
chr14	5563227	5574322	ENSMUSG00000097450.7	-
chr14	5564126	5574329	ENSMUSG00000097450.7	-
chr12	101913240	101915335	ENSMUSG00000093579.1	+
chr15	84181914	84195881	ENSMUSG00000116227.1	+
chr4	95959715	95967655	ENSMUSG00000044125.6	-
chr4	95960243	95967035	ENSMUSG00000044125.6	-
chr19	42779032	42781454	ENSMUSG00000090235.1	+
chr19	42779110	42780261	ENSMUSG00000090235.1	+
chr14	119098965	119115074	ENSMUSG00000087479.1	+
chr1	146802965	146806022	ENSMUSG00000087627.2	-
chr1	146804601	146807340	ENSMUSG00000087627.2	-
chr16	23520210	23560080	ENSMUSG00000109783.1	+
chr16	23520261	23535091	ENSMUSG00000109783.1	+
chr16	23520343	23560080	ENSMUSG00000109783.1	+
chr16	23520343	23560080	ENSMUSG00000109783.1	+
chr16	23520344	23544032	ENSMUSG00000109783.1	+
chr16	23520405	23560081	ENSMUSG00000109783.1	+
chr16	23526879	23529829	ENSMUSG00000109783.1	+
chrX	19156981	19167232	ENSMUSG00000073274.4	-
chrX	19162054	19167241	ENSMUSG00000073274.4	-
chr12	55497721	55499951	ENSMUSG00000112348.1	+
chr4	72201348	72215352	ENSMUSG00000084910.1	+
chr6	125265476	125287286	ENSMUSG00000108129.2	+
chr6	125265525	125266528	ENSMUSG00000108129.2	+
chr6	125265545	125270804	ENSMUSG00000108129.2	+
chr6	125265619	125273777	ENSMUSG00000108129.2	+
chr15	18078118	18259800	ENSMUSG00000098150.2	-
chr15	18078131	18368248	ENSMUSG00000098150.2	-
chr15	18078137	18369627	ENSMUSG00000098150.2	-
chr15	18357386	18368238	ENSMUSG00000098150.2	-
chr8	92326033	92346870	ENSMUSG00000031736.11	-
chr8	92326033	92355831	ENSMUSG00000031736.11	-
chr8	92326038	92356120	ENSMUSG00000031736.11	-
chr8	92326250	92355891	ENSMUSG00000031736.11	-
chr8	92336211	92355764	ENSMUSG00000031736.11	-
chr8	92344910	92346870	ENSMUSG00000031736.11	-
chr8	92346932	92355869	ENSMUSG00000031736.11	-
chr7	128192050	128203328	ENSMUSG00000108354.1	-
chr7	128202078	128203324	ENSMUSG00000108354.1	-
chr6	48738346	48740621	ENSMUSG00000044867.5	-
chr6	48739501	48741444	ENSMUSG00000044867.5	-
chr10	10184800	10254189	ENSMUSG00000109160.1	+
chr10	10234971	10254575	ENSMUSG00000109160.1	+
chr10	10234991	10258038	ENSMUSG00000109160.1	+
chr10	10234994	10254576	ENSMUSG00000109160.1	+
chr10	10234994	10258699	ENSMUSG00000109160.1	+
chr10	10235001	10258699	ENSMUSG00000109160.1	+
chr10	10235461	10255476	ENSMUSG00000109160.1	+
chr3	106481982	106485913	ENSMUSG00000091575.2	-
chr3	106482000	106483834	ENSMUSG00000091575.2	-
chr3	106482013	106483461	ENSMUSG00000091575.2	-
chr3	106484070	106485848	ENSMUSG00000091575.2	-
chr3	106482013	106483437	ENSMUSG00000091575.2	-
chr13	53912263	53915748	ENSMUSG00000114069.1	-
chr3	149005496	149007443	ENSMUSG00000105876.1	+
chr11	59725917	59732772	ENSMUSG00000086330.7	-
chr11	59725917	59740154	ENSMUSG00000086330.7	-
chr1	34468834	34470434	ENSMUSG00000100280.2	-
chr1	34470155	34473148	ENSMUSG00000100280.2	-
chr1	34471509	34473112	ENSMUSG00000100280.2	-
chr18	37159854	37178522	ENSMUSG00000097430.2	-
chr18	37175596	37178506	ENSMUSG00000097430.2	-
chr18	37176757	37178514	ENSMUSG00000097430.2	-
chr18	37746559	37755954	ENSMUSG00000097330.2	-
chr18	37752128	37767541	ENSMUSG00000097330.2	-
chr18	37752270	37768242	ENSMUSG00000097330.2	-
chr18	37754818	37756348	ENSMUSG00000097330.2	-
chr8	81665876	81667072	ENSMUSG00000090732.1	-
chr8	81665904	81667118	ENSMUSG00000090732.1	-
chr11	50599298	50602448	ENSMUSG00000085564.1	-
chr9	70930488	70934430	ENSMUSG00000111631.1	+
chr4	44092632	44109311	ENSMUSG00000087326.1	+
chr1	164863133	164871438	ENSMUSG00000104117.5	+
chr1	164863358	164936775	ENSMUSG00000104117.5	+
chr14	76672963	76687169	ENSMUSG00000101009.6	+
chr14	76677566	76687092	ENSMUSG00000101009.6	+
chr14	76677579	76679830	ENSMUSG00000101009.6	+
chr14	76677579	76687108	ENSMUSG00000101009.6	+
chr14	76677607	76687095	ENSMUSG00000101009.6	+
chr14	76677610	76680388	ENSMUSG00000101009.6	+
chr14	76677654	76680388	ENSMUSG00000101009.6	+
chr14	76681754	76686887	ENSMUSG00000101009.6	+
chr18	37823879	37840200	ENSMUSG00000102828.5	+
chr18	37824148	37840058	ENSMUSG00000102828.5	+
chr18	37824359	37840379	ENSMUSG00000102828.5	+
chr18	37824444	37840382	ENSMUSG00000102828.5	+
chr18	37824737	37840380	ENSMUSG00000102828.5	+
chr2	69871412	69872202	ENSMUSG00000089902.1	-
chr14	6352044	6446960	ENSMUSG00000097447.7	+
chr14	6352057	6362275	ENSMUSG00000097447.7	+
chr14	6352064	6363174	ENSMUSG00000097447.7	+
chr14	6352064	6438846	ENSMUSG00000097447.7	+
chr19	10740947	10786043	ENSMUSG00000067577.8	+
chr19	10740951	10786034	ENSMUSG00000067577.8	+
chr19	10740960	10785677	ENSMUSG00000067577.8	+
chr19	10748037	10756771	ENSMUSG00000067577.8	+
chr19	10781915	10786039	ENSMUSG00000067577.8	+
chr19	10785352	10786036	ENSMUSG00000067577.8	+
chr12	100276609	100300908	ENSMUSG00000113679.1	+
chr12	100290256	100297393	ENSMUSG00000113679.1	+
chr12	100290285	100302315	ENSMUSG00000113679.1	+
chr8	70762774	70766663	ENSMUSG00000031838.8	-
chr8	70762774	70766663	ENSMUSG00000031838.8	-
chr4	33027142	33031323	ENSMUSG00000085037.1	-
chr12	20615014	20664803	ENSMUSG00000113157.1	+
chr12	20615343	20635450	ENSMUSG00000113157.1	+
chr3	123507552	123508404	ENSMUSG00000104960.1	-
chr3	123507555	123508330	ENSMUSG00000104960.1	-
chr3	123507557	123508333	ENSMUSG00000104960.1	-
chr9	115665914	115674353	ENSMUSG00000111398.1	+
chr9	115665966	115670918	ENSMUSG00000111398.1	+
chr7	44501689	44504261	ENSMUSG00000108607.2	+
chr7	44503754	44504266	ENSMUSG00000108607.2	+
chr8	7855847	7857912	ENSMUSG00000099890.2	+
chr8	7857876	7863406	ENSMUSG00000099890.2	+
chrX	152368573	152416698	ENSMUSG00000084885.7	+
chrX	152369028	152403045	ENSMUSG00000084885.7	+
chrX	152369028	152416698	ENSMUSG00000084885.7	+
chrX	152369842	152386200	ENSMUSG00000084885.7	+
chrX	152402596	152416698	ENSMUSG00000084885.7	+
chr17	8293366	8311052	ENSMUSG00000087478.1	-
chr17	8296953	8298416	ENSMUSG00000087478.1	-
chr17	8297509	8311080	ENSMUSG00000087478.1	-
chr10	127288514	127289681	ENSMUSG00000092593.1	+
chr1	44091463	44110045	ENSMUSG00000101104.6	-
chr1	44091564	44110790	ENSMUSG00000101104.6	-
chr14	13157388	13284638	ENSMUSG00000051729.12	-
chr14	13158574	13170718	ENSMUSG00000051729.12	-
chr14	13158574	13170902	ENSMUSG00000051729.12	-
chr14	13263133	13284630	ENSMUSG00000051729.12	-
chr8	104711249	104712716	ENSMUSG00000110497.1	+
chr8	104711282	104718260	ENSMUSG00000110497.1	+
chr14	6684255	6744611	ENSMUSG00000097901.7	+
chr14	6684268	6694472	ENSMUSG00000097901.7	+
chr14	6684275	6695371	ENSMUSG00000097901.7	+
chr14	6684275	6783942	ENSMUSG00000097901.7	+
chr14	46528176	46611010	ENSMUSG00000115781.1	-
chr14	46528680	46637408	ENSMUSG00000115781.1	-
chr14	46568263	46637408	ENSMUSG00000115781.1	-
chr11	16935629	16951282	ENSMUSG00000087060.7	-
chr11	16935159	16951118	ENSMUSG00000087060.7	-
chr11	16935154	16951099	ENSMUSG00000087060.7	-
chr11	16939187	16951093	ENSMUSG00000087060.7	-
chr11	16935586	16951100	ENSMUSG00000087060.7	-
chr11	16935322	16951042	ENSMUSG00000087060.7	-
chr11	16935702	16951082	ENSMUSG00000087060.7	-
chr14	48518236	48524698	ENSMUSG00000115756.1	+
chr14	48521914	48544690	ENSMUSG00000115756.1	+
chr14	48523633	48560287	ENSMUSG00000115756.1	+
chr14	48524594	48528066	ENSMUSG00000115756.1	+
chr4	126323599	126325237	ENSMUSG00000087394.1	+
chr7	30734739	30756126	ENSMUSG00000109224.1	+
chr12	22585889	22623345	ENSMUSG00000113123.2	-
chr12	22587265	22623119	ENSMUSG00000113123.2	-
chr10	116509052	116522583	ENSMUSG00000052291.8	+
chr10	116509059	116583249	ENSMUSG00000052291.8	+
chr10	116581281	116583515	ENSMUSG00000052291.8	+
chr10	116581576	116583514	ENSMUSG00000052291.8	+
chr10	116581281	116583515	ENSMUSG00000052291.8	+
chr1	135108497	135109436	ENSMUSG00000097993.7	-
chr1	135108498	135132594	ENSMUSG00000097993.7	-
chr1	135108500	135109308	ENSMUSG00000097993.7	-
chr1	135108629	135109589	ENSMUSG00000097993.7	-
chr1	135110016	135110464	ENSMUSG00000097993.7	-
chr1	135110275	135111546	ENSMUSG00000097993.7	-
chr1	135126358	135132568	ENSMUSG00000097993.7	-
chr1	135126376	135128262	ENSMUSG00000097993.7	-
chr1	135129472	135131163	ENSMUSG00000097993.7	-
chr1	135129581	135132543	ENSMUSG00000097993.7	-
chr1	135111169	135112306	ENSMUSG00000097993.7	-
chrX	162735078	162736613	ENSMUSG00000086034.1	-
chr6	72609836	72616190	ENSMUSG00000092386.1	+
chr1	75171731	75185146	ENSMUSG00000099519.1	-
chr13	71709055	71956552	ENSMUSG00000114038.1	-
chr13	71783379	71785895	ENSMUSG00000114038.1	-
chr6	125494424	125509135	ENSMUSG00000101162.2	+
chr6	125494428	125495969	ENSMUSG00000101162.2	+
chr6	125494430	125499668	ENSMUSG00000101162.2	+
chr9	74847983	74852873	ENSMUSG00000066477.13	+
chr9	74848437	74860134	ENSMUSG00000066477.13	+
chr9	74848503	74849367	ENSMUSG00000066477.13	+
chr9	74848526	74852872	ENSMUSG00000066477.13	+
chr9	74848995	74851204	ENSMUSG00000066477.13	+
chr4	116589733	116597630	ENSMUSG00000085408.1	-
chr19	8723475	8726443	ENSMUSG00000108414.1	+
chr19	8723487	8726441	ENSMUSG00000108414.1	+
chr19	8723487	8726442	ENSMUSG00000108414.1	+
chr19	8724005	8726443	ENSMUSG00000108414.1	+
chr19	8724131	8725892	ENSMUSG00000108414.1	+
chr19	8724140	8724852	ENSMUSG00000108414.1	+
chr19	8724147	8726345	ENSMUSG00000108414.1	+
chr19	8724158	8726443	ENSMUSG00000108414.1	+
chr19	8724162	8725341	ENSMUSG00000108414.1	+
chr19	8724356	8725303	ENSMUSG00000108414.1	+
chr19	8724393	8725835	ENSMUSG00000108414.1	+
chr19	8724403	8725522	ENSMUSG00000108414.1	+
chr19	8724663	8726443	ENSMUSG00000108414.1	+
chr19	8724897	8726443	ENSMUSG00000108414.1	+
chr19	8725022	8726002	ENSMUSG00000108414.1	+
chr19	8725104	8726443	ENSMUSG00000108414.1	+
chr19	8725475	8726443	ENSMUSG00000108414.1	+
chr19	8725500	8726443	ENSMUSG00000108414.1	+
chr4	73791246	73798372	ENSMUSG00000085034.1	+
chr9	95636972	95638265	ENSMUSG00000086248.2	-
chr17	8396629	8422728	ENSMUSG00000058159.13	+
chr17	8372396	8422728	ENSMUSG00000058159.13	+
chr19	6268795	6276605	ENSMUSG00000085196.1	-
chr10	4409033	4423369	ENSMUSG00000085687.1	+
chr14	46671702	46672650	ENSMUSG00000115421.1	+
chr14	46671725	46681301	ENSMUSG00000115421.1	+
chr2	59382502	59386682	ENSMUSG00000087455.7	-
chr2	59383793	59387471	ENSMUSG00000087455.7	-
chr8	106135400	106138100	ENSMUSG00000086390.7	+
chr8	106135435	106137891	ENSMUSG00000086390.7	+
chr8	106137065	106138525	ENSMUSG00000086390.7	+
chrX	108833800	108926529	ENSMUSG00000086629.8	+
chrX	108834478	108886896	ENSMUSG00000086629.8	+
chrX	108834502	108886690	ENSMUSG00000086629.8	+
chrX	108834578	108974398	ENSMUSG00000086629.8	+
chrX	108834657	108886683	ENSMUSG00000086629.8	+
chrX	108834664	108839502	ENSMUSG00000086629.8	+
chrX	108834679	108874770	ENSMUSG00000086629.8	+
chrX	108834695	108874974	ENSMUSG00000086629.8	+
chrX	108903386	108974906	ENSMUSG00000086629.8	+
chr4	11966565	11994280	ENSMUSG00000085614.1	+
chr4	11966574	11993999	ENSMUSG00000085614.1	+
chr4	11980162	11981661	ENSMUSG00000085614.1	+
chr9	22117328	22118801	ENSMUSG00000111856.1	+
chr9	22117672	22137756	ENSMUSG00000111856.1	+
chr14	13932894	13949558	ENSMUSG00000079357.8	+
chr14	13918444	13949558	ENSMUSG00000079357.8	+
chr8	9125412	9132288	ENSMUSG00000108848.1	-
chr8	9129423	9132291	ENSMUSG00000108848.1	-
chr11	66168035	66301237	ENSMUSG00000084967.1	+
chr10	24549441	24550340	ENSMUSG00000087400.8	-
chr10	24549447	24595817	ENSMUSG00000087400.8	-
chr10	24580048	24593758	ENSMUSG00000087400.8	-
chr10	24595249	24597108	ENSMUSG00000087400.8	-
chr2	70038911	70042406	ENSMUSG00000086132.1	+
chr2	38672537	38676552	ENSMUSG00000087062.1	+
chr3	34104270	34106964	ENSMUSG00000105265.4	+
chr3	34104438	34638408	ENSMUSG00000105265.4	+
chr3	34104458	34676030	ENSMUSG00000105265.4	+
chr3	34196751	34638483	ENSMUSG00000105265.4	+
chr3	34196864	34508942	ENSMUSG00000105265.4	+
chr3	34560328	34675854	ENSMUSG00000105265.4	+
chr3	34560381	34677993	ENSMUSG00000105265.4	+
chr3	34560388	34573862	ENSMUSG00000105265.4	+
chr3	34560392	34638446	ENSMUSG00000105265.4	+
chr3	34589952	34675994	ENSMUSG00000105265.4	+
chr3	34637169	34677993	ENSMUSG00000105265.4	+
chr3	34638174	34675897	ENSMUSG00000105265.4	+
chr3	34638252	34680851	ENSMUSG00000105265.4	+
chr3	34638297	34680814	ENSMUSG00000105265.4	+
chr3	34638504	34682619	ENSMUSG00000105265.4	+
chr3	34656036	34676146	ENSMUSG00000105265.4	+
chr3	34665243	34677995	ENSMUSG00000105265.4	+
chr3	34560716	34560782	ENSMUSG00000105265.4	+
chr6	121064464	121069954	ENSMUSG00000097011.2	+
chr6	121064596	121066119	ENSMUSG00000097011.2	+
chr15	81190774	81192763	ENSMUSG00000047938.7	+
chr15	81190853	81192756	ENSMUSG00000047938.7	+
chr7	127448636	127457185	ENSMUSG00000086502.1	+
chr7	127448640	127460360	ENSMUSG00000086502.1	+
chr19	3798615	3852419	ENSMUSG00000082848.1	-
chr10	127289696	127290724	ENSMUSG00000092384.7	-
chr10	127289696	127290788	ENSMUSG00000092384.7	-
chr8	93011619	93041122	ENSMUSG00000109651.1	+
chr8	93027231	93041513	ENSMUSG00000109651.1	+
chr8	93031799	93041516	ENSMUSG00000109651.1	+
chr13	92898286	92907126	ENSMUSG00000114823.1	+
chrX	133898699	133901213	ENSMUSG00000084875.2	-
chr1	159614749	159684876	ENSMUSG00000073528.7	+
chr1	159681662	159684876	ENSMUSG00000073528.7	+
chr11	22839299	22842604	ENSMUSG00000092455.1	+
chr11	22858931	22861264	ENSMUSG00000092626.1	+
chr6	66894652	66895456	ENSMUSG00000053442.4	-
chr6	66894654	66896521	ENSMUSG00000053442.4	-
chr14	48878586	48880093	ENSMUSG00000115008.1	+
chr14	48878873	48886062	ENSMUSG00000115008.1	+
chr14	48878884	48887112	ENSMUSG00000115008.1	+
chr14	48878905	48886068	ENSMUSG00000115008.1	+
chr14	48870258	48881834	ENSMUSG00000115398.1	-
chr14	48880755	48881869	ENSMUSG00000115398.1	-
chr1	177458966	177461203	ENSMUSG00000102432.1	+
chr1	177460182	177461204	ENSMUSG00000102432.1	+
chr11	67002086	67011625	ENSMUSG00000085926.1	+
chr13	46979908	47008711	ENSMUSG00000051606.5	+
chr13	46979908	47011191	ENSMUSG00000051606.5	+
chr13	47008324	47009037	ENSMUSG00000051606.5	+
chr13	47010673	47011195	ENSMUSG00000051606.5	+
chr4	34906124	34911481	ENSMUSG00000085824.7	-
chr4	34909789	34911481	ENSMUSG00000085824.7	-
chr7	3632114	3644636	ENSMUSG00000085039.2	-
chr7	3642306	3643250	ENSMUSG00000085039.2	-
chr7	3642307	3644604	ENSMUSG00000085039.2	-
chr7	3644098	3644577	ENSMUSG00000085039.2	-
chr7	3644314	3644887	ENSMUSG00000085039.2	-
chr12	20804381	20815779	ENSMUSG00000099759.1	-
chr1	150074873	150099817	ENSMUSG00000097028.2	-
chr1	150098181	150099963	ENSMUSG00000097028.2	-
chr7	120673436	120677520	ENSMUSG00000097343.2	-
chr7	120673735	120677570	ENSMUSG00000097343.2	-
chr7	120674973	120676694	ENSMUSG00000097343.2	-
chr13	119473804	119476761	ENSMUSG00000025450.4	-
chr9	117252536	117254696	ENSMUSG00000079669.2	+
chr8	85053160	85060460	ENSMUSG00000087026.7	-
chr8	85053189	85060443	ENSMUSG00000087026.7	-
chr12	80120546	80121139	ENSMUSG00000097729.2	-
chr12	80120546	80132802	ENSMUSG00000097729.2	-
chr12	80120549	80132596	ENSMUSG00000097729.2	-
chr12	80123992	80132844	ENSMUSG00000097729.2	-
chr6	67036599	67080654	ENSMUSG00000087231.7	+
chr6	67036605	67063761	ENSMUSG00000087231.7	+
chr6	67036655	67080139	ENSMUSG00000087231.7	+
chr6	67076760	67080097	ENSMUSG00000087231.7	+
chr14	7744063	7791651	ENSMUSG00000072723.10	-
chr14	7756361	7791575	ENSMUSG00000072723.10	-
chr14	7764818	7774069	ENSMUSG00000072723.10	-
chr14	7770953	7774139	ENSMUSG00000072723.10	-
chr14	7771186	7791553	ENSMUSG00000072723.10	-
chr8	111128886	111145459	ENSMUSG00000084808.7	-
chr8	111129076	111145480	ENSMUSG00000084808.7	-
chr12	80190160	80191428	ENSMUSG00000112830.1	-
chr17	90861169	90867102	ENSMUSG00000090160.1	+
chrX	39870500	40475561	ENSMUSG00000086157.1	+
chr3	51560035	51567117	ENSMUSG00000097885.7	+
chr3	51562471	51567105	ENSMUSG00000097885.7	+
chr3	51563641	51567111	ENSMUSG00000097885.7	+
chr17	13679494	13683487	ENSMUSG00000085705.1	-
chr17	13679977	13683516	ENSMUSG00000085705.1	-
chr17	13675662	13683497	ENSMUSG00000085705.1	-
chr4	103538845	103550682	ENSMUSG00000087482.1	-
chr16	58404878	58408276	ENSMUSG00000086827.1	-
chr3	37312519	37404866	ENSMUSG00000106407.1	+
chr9	72395974	72404510	ENSMUSG00000098959.1	+
chr9	72395980	72402727	ENSMUSG00000098959.1	+
chr9	72403419	72404092	ENSMUSG00000098959.1	+
chr12	21252118	21255952	ENSMUSG00000092373.1	-
chr1	82691928	82725117	ENSMUSG00000097564.2	-
chr1	82719911	82725169	ENSMUSG00000097564.2	-
chr1	82721771	82725147	ENSMUSG00000097564.2	-
chr12	20990459	21200919	ENSMUSG00000090370.3	+
chr5	52190672	52194507	ENSMUSG00000097145.5	+
chr5	52190679	52197984	ENSMUSG00000097145.5	+
chr5	52190679	52279034	ENSMUSG00000097145.5	+
chr5	52190713	52245896	ENSMUSG00000097145.5	+
chr16	66657118	66664626	ENSMUSG00000092599.1	+
chr17	34614484	34627349	ENSMUSG00000092176.1	-
chr17	29549799	29674187	ENSMUSG00000099329.1	+
chr13	101543777	101548152	ENSMUSG00000114652.1	-
chr13	101546398	101548133	ENSMUSG00000114652.1	-
chr6	48847659	48863100	ENSMUSG00000107597.1	-
chr6	48862288	48863107	ENSMUSG00000107597.1	-
chr11	23067998	23075574	ENSMUSG00000085665.1	+
chrX	134684562	134686462	ENSMUSG00000087024.1	-
chr6	67115673	67168426	ENSMUSG00000097603.3	+
chr6	67115677	67117034	ENSMUSG00000097603.3	+
chr6	67164924	67168110	ENSMUSG00000097603.3	+
chr6	67165203	67165616	ENSMUSG00000097603.3	+
chr7	51855585	51860049	ENSMUSG00000108957.1	+
chrX	50555744	50564883	ENSMUSG00000085396.7	-
chrX	50555744	50635261	ENSMUSG00000085396.7	-
chrX	50555751	50562871	ENSMUSG00000085396.7	-
chrX	50558138	50570199	ENSMUSG00000085396.7	-
chrX	50558347	50561028	ENSMUSG00000085396.7	-
chrX	50559660	50591959	ENSMUSG00000085396.7	-
chrX	50563125	50635066	ENSMUSG00000085396.7	-
chrX	50615395	50635321	ENSMUSG00000085396.7	-
chrX	50615449	50635311	ENSMUSG00000085396.7	-
chrX	50615511	50635303	ENSMUSG00000085396.7	-
chr7	128408968	128410993	ENSMUSG00000084964.2	-
chr7	128410420	128412341	ENSMUSG00000084964.2	-
chr10	85220942	85266322	ENSMUSG00000111752.1	-
chr10	85229048	85266392	ENSMUSG00000111752.1	-
chr10	85243476	85266327	ENSMUSG00000111752.1	-
chrX	153037629	153072915	ENSMUSG00000085982.1	+
chr16	93343281	93358712	ENSMUSG00000100277.6	-
chr16	93343724	93353189	ENSMUSG00000100277.6	-
chr16	93344275	93354061	ENSMUSG00000100277.6	-
chr16	93344744	93354071	ENSMUSG00000100277.6	-
chr16	93346057	93359543	ENSMUSG00000100277.6	-
chr16	93346797	93359511	ENSMUSG00000100277.6	-
chr18	84719004	84720775	ENSMUSG00000089760.1	-
chr4	4138321	4188703	ENSMUSG00000085996.1	+
chr7	43695209	43797945	ENSMUSG00000097178.7	-
chr7	43745466	43748793	ENSMUSG00000097178.7	-
chr7	43757980	43758584	ENSMUSG00000097178.7	-
chr7	43796824	43797958	ENSMUSG00000097178.7	-
chr16	32985854	33108601	ENSMUSG00000078489.2	-
chr4	41520694	41525823	ENSMUSG00000087623.1	+
chr4	33303569	33310137	ENSMUSG00000086127.1	-
chr1	178276047	178276641	ENSMUSG00000070489.5	-
chr1	178276093	178276639	ENSMUSG00000070489.5	-
chr12	102673017	102727333	ENSMUSG00000096751.3	-
chr15	4020114	4024492	ENSMUSG00000087221.3	-
chr15	4021686	4027393	ENSMUSG00000087221.3	-
chr15	4022371	4027402	ENSMUSG00000087221.3	-
chr15	4022975	4027405	ENSMUSG00000087221.3	-
chr15	4023571	4026076	ENSMUSG00000087221.3	-
chr15	4026397	4027152	ENSMUSG00000087221.3	-
chr16	42725702	42875587	ENSMUSG00000075070.6	-
chr16	42796388	42875762	ENSMUSG00000075070.6	-
chr16	42796749	42875740	ENSMUSG00000075070.6	-
chr16	42796901	42875746	ENSMUSG00000075070.6	-
chr14	51377348	51431915	ENSMUSG00000089761.3	+
chr5	110154400	110162442	ENSMUSG00000086247.7	-
chr5	110155012	110176504	ENSMUSG00000086247.7	-
chr5	110162453	110176443	ENSMUSG00000086247.7	-
chr5	110167508	110176504	ENSMUSG00000086247.7	-
chr5	110168195	110176466	ENSMUSG00000086247.7	-
chr5	110168257	110169896	ENSMUSG00000086247.7	-
chr5	110169598	110176504	ENSMUSG00000086247.7	-
chr5	110170121	110176440	ENSMUSG00000086247.7	-
chr3	88200623	88203481	ENSMUSG00000097428.1	+
chr3	88200635	88203481	ENSMUSG00000097428.1	+
chr4	35225897	35235802	ENSMUSG00000084828.1	+
chr4	35225915	35235900	ENSMUSG00000084828.1	+
chr4	35225932	35262222	ENSMUSG00000084828.1	+
chrX	73097187	73104886	ENSMUSG00000092255.1	+
chr3	52186573	52187957	ENSMUSG00000104055.1	+
chr3	52186602	52187614	ENSMUSG00000104055.1	+
chr7	128462068	128475571	ENSMUSG00000108668.1	+
chr7	128474218	128475570	ENSMUSG00000108668.1	+
chr12	86078644	86079754	ENSMUSG00000114051.1	+
chr8	10899922	10902463	ENSMUSG00000109089.1	+
chr8	10899937	10903893	ENSMUSG00000109089.1	+
chr10	22751897	22753337	ENSMUSG00000112888.1	+
chr16	26714446	26755491	ENSMUSG00000092545.7	-
chr16	26714744	26755502	ENSMUSG00000092545.7	-
chr16	26729919	26755502	ENSMUSG00000092545.7	-
chr8	11007850	11054536	ENSMUSG00000096938.7	+
chr8	11049578	11054541	ENSMUSG00000096938.7	+
chr4	97754168	97757389	ENSMUSG00000085710.1	-
chr5	65760991	65763866	ENSMUSG00000106978.1	-
chr5	65761445	65763357	ENSMUSG00000106978.1	-
chr5	65762372	65764379	ENSMUSG00000106978.1	-
chrX	7375925	7378042	ENSMUSG00000087252.1	+
chr19	11470166	11484577	ENSMUSG00000099757.1	-
chr19	11480087	11484578	ENSMUSG00000099757.1	-
chr19	11480205	11484535	ENSMUSG00000099757.1	-
chr3	96245554	96248509	ENSMUSG00000070392.5	+
chr4	78211955	78214177	ENSMUSG00000092492.1	+
chr3	96254619	96256277	ENSMUSG00000093507.1	-
chr3	96254621	96255469	ENSMUSG00000093507.1	-
chrX	7411817	7421085	ENSMUSG00000063018.6	-
chrX	7412087	7412825	ENSMUSG00000063018.6	-
chrX	7412103	7422988	ENSMUSG00000063018.6	-
chrX	7412106	7445143	ENSMUSG00000063018.6	-
chr4	132348014	132353663	ENSMUSG00000085241.7	-
chr4	132351933	132353686	ENSMUSG00000085241.7	-
chr4	132351934	132352933	ENSMUSG00000085241.7	-
chr4	132351934	132353633	ENSMUSG00000085241.7	-
chr4	132352004	132353336	ENSMUSG00000085241.7	-
chr9	43716841	43720997	ENSMUSG00000111334.1	-
chr9	43716841	43736955	ENSMUSG00000111334.1	-
chr9	43716841	43746100	ENSMUSG00000111334.1	-
chr9	43738814	43745454	ENSMUSG00000111334.1	-
chr9	43738868	43741695	ENSMUSG00000111334.1	-
chr9	43745004	43746000	ENSMUSG00000111334.1	-
chr4	24960790	24966616	ENSMUSG00000046219.9	-
chr4	24962330	24967083	ENSMUSG00000046219.9	-
chr4	24966372	24967449	ENSMUSG00000046219.9	-
chr4	24966517	25271099	ENSMUSG00000085885.1	+
chr3	105959503	105984600	ENSMUSG00000105852.4	+
chr3	105966115	105976411	ENSMUSG00000105852.4	+
chr10	86692119	86693095	ENSMUSG00000084899.1	-
chr14	54292443	54297343	ENSMUSG00000105703.2	-
chr14	54293005	54297456	ENSMUSG00000105703.2	-
chr14	21449949	21471421	ENSMUSG00000114875.1	-
chr14	21468858	21473360	ENSMUSG00000114875.1	-
chr7	55979927	55980850	ENSMUSG00000085927.1	+
chr7	55962531	55973080	ENSMUSG00000087178.7	+
chr7	55962531	55980868	ENSMUSG00000087178.7	+
chr7	89980723	90038896	ENSMUSG00000097585.2	+
chr7	89980755	89982820	ENSMUSG00000097585.2	+
chr7	90029159	90040283	ENSMUSG00000097585.2	+
chr7	90029160	90049069	ENSMUSG00000097585.2	+
chr7	90029162	90049069	ENSMUSG00000097585.2	+
chr7	89980749	89981848	ENSMUSG00000097585.2	+
chr15	85653616	85707524	ENSMUSG00000116305.1	+
chr15	85703773	85706660	ENSMUSG00000116305.1	+
chr7	56038866	56049974	ENSMUSG00000108659.1	-
chr7	56046379	56049939	ENSMUSG00000108659.1	-
chr3	118430324	118433959	ENSMUSG00000097311.7	+
chr3	118433797	118514627	ENSMUSG00000097311.7	+
chr3	118433922	118516711	ENSMUSG00000097311.7	+
chr3	118433933	118473234	ENSMUSG00000097311.7	+
chr3	118433966	118530022	ENSMUSG00000097311.7	+
chr3	118457659	118460710	ENSMUSG00000097311.7	+
chr9	122885080	122903184	ENSMUSG00000097322.8	-
chr9	122885080	122903531	ENSMUSG00000097322.8	-
