chr	start	end	strand	repName	ID	mappability
chr16	61412640	61413495	-	RLTR13D6	ESCTE5095	0.9182243
chr16	61654103	61654460	+	RLTR9A3A	ESCTE5096	1
chr16	61677181	61677493	+	RLTR9A3	ESCTE5097	1
chr16	62638636	62639027	+	RLTR9E	ESCTE5098	1
chr16	63213531	63213937	+	RLTR9E	ESCTE5099	0.97542995
chr16	63468644	63469062	-	RLTR9E	ESCTE5100	0.97613364
chr16	64124091	64124423	-	RLTR9A3	ESCTE5101	1
chr16	64135903	64136811	+	RLTR13D6	ESCTE5102	0.9779978
chr16	66023004	66023336	+	RLTR9A3A	ESCTE5103	1
chr16	67018243	67018354	-	RLTR9A4	ESCTE5104	1
chr16	67870344	67870713	-	RLTR9A3B	ESCTE5105	1
chr16	68203501	68203664	+	RLTR9E	ESCTE5106	1
chr16	68204251	68204587	+	RLTR9E	ESCTE5107	1
chr16	68210339	68210768	+	RLTR9E	ESCTE5108	0.88372093
chr16	68244888	68245137	-	RLTR9A3	ESCTE5109	1
chr16	68246830	68247147	-	RLTR9A3	ESCTE5110	1
chr16	68395967	68396276	+	RLTR9A3	ESCTE5111	1
chr16	70798000	70798356	-	RLTR9A	ESCTE5112	1
chr16	70912982	70913289	-	RLTR9A3	ESCTE5113	1
chr16	71023246	71023585	+	RLTR9A	ESCTE5114	1
chr16	73723839	73723947	+	RLTR13D6	ESCTE5115	1
chr16	74887835	74888248	+	RLTR9D	ESCTE5116	0.9516908
chr16	75604272	75604656	+	RLTR9A	ESCTE5117	0.9220779
chr16	75750038	75750397	-	RLTR9A3A	ESCTE5118	1
chr16	76811843	76812225	-	RLTR9A2	ESCTE5119	1
chr16	76885637	76885881	+	RLTR9A3	ESCTE5120	1
chr16	77193605	77193952	+	RLTR9A3	ESCTE5121	1
chr16	78515994	78516064	-	RLTR9A3B	ESCTE5122	1
chr16	78595716	78596075	+	RLTR9D	ESCTE5123	0.9166667
chr16	78640250	78640630	+	RLTR9D	ESCTE5124	1
chr16	82596505	82596895	+	RLTR9D	ESCTE5125	1
chr16	83070202	83070594	+	RLTR9E	ESCTE5126	0.95165396
chr16	83579119	83579528	+	RLTR9D	ESCTE5127	0.9268293
chr16	84665215	84665419	-	RLTR9F	ESCTE5128	1
chr16	85813769	85814170	-	RLTR9D	ESCTE5129	0.9004975
chr16	86187665	86188027	+	RLTR9E	ESCTE5130	1
chr16	86991355	86991954	-	RLTR13D6	ESCTE5131	0.96666664
chr16	86992203	86992503	-	RLTR13D6	ESCTE5132	0.86710966
chr16	89293938	89294285	-	RLTR9A	ESCTE5133	1
chr16	89709764	89710179	+	RLTR9E	ESCTE5134	0.9519231
chr16	89716219	89716577	+	RLTR9E	ESCTE5135	1
chr16	90715667	90715843	-	RLTR9A3	ESCTE5136	1
chr16	90718134	90718312	-	RLTR9A3B	ESCTE5137	1
chr16	92212871	92213218	+	RLTR9A3	ESCTE5138	1
chr16	93907675	93908010	-	RLTR9A	ESCTE5139	1
chr16	95756100	95756395	+	RLTR9A3	ESCTE5140	0.8648649
chr16	95977906	95978318	+	RLTR9D	ESCTE5141	1
chr16	97523287	97523695	+	RLTR9E	ESCTE5142	0.804401
chr16	97996390	97996743	+	RLTR9A3	ESCTE5143	1
chr17	3054906	3055289	+	RLTR9E	ESCTE5144	0.921875
chr17	3488292	3488332	+	RLTR9C	ESCTE5145	1
chr17	3616365	3616745	+	RLTR9D	ESCTE5146	0.8950131
chr17	5322559	5322955	-	RLTR9D	ESCTE5147	1
chr17	7563045	7563424	+	RLTR9F	ESCTE5148	1
chr17	9607715	9607838	-	RLTR9B2	ESCTE5149	0.9354839
chr17	9608954	9609043	-	RLTR9B2	ESCTE5150	1
chr17	9609096	9609439	-	RLTR9B2	ESCTE5151	0.94186044
chr17	9917138	9917498	+	RLTR9D2	ESCTE5152	0.9445983
chr17	11097674	11097850	-	RLTR9D	ESCTE5153	1
chr17	11105011	11105250	-	RLTR9D	ESCTE5154	1
chr17	11533804	11534117	-	RLTR9A3	ESCTE5155	1
chr17	12197418	12197768	-	RLTR9A3	ESCTE5156	1
chr17	12623610	12624029	+	RLTR9C	ESCTE5157	0.97619045
chr17	14355796	14355883	+	RLTR13D6	ESCTE5158	1
chr17	14818079	14818439	+	RLTR9A	ESCTE5159	1
chr17	16459667	16460032	-	RLTR9F	ESCTE5160	0.8087432
chr17	16542104	16542475	+	RLTR9D	ESCTE5161	0.91935486
chr17	16707479	16707789	-	RLTR9A3	ESCTE5162	1
chr17	17325885	17326277	-	RLTR9D	ESCTE5163	0.9745547
chr17	17739245	17739650	-	RLTR9E	ESCTE5164	0.9507389
chr17	17974757	17975167	-	RLTR9E	ESCTE5165	0.8053528
chr17	17981166	17981571	-	RLTR9E	ESCTE5166	0.7536946
chr17	18010993	18011393	-	RLTR9E	ESCTE5167	0.9750624
chr17	18232019	18232407	+	RLTR9D	ESCTE5168	1
chr17	18410338	18410711	+	RLTR9C	ESCTE5169	1
chr17	18416408	18416822	+	RLTR9C	ESCTE5170	1
chr17	18462272	18462630	-	RLTR9A	ESCTE5171	1
chr17	18511693	18512090	+	RLTR9C	ESCTE5172	1
chr17	18518628	18519052	+	RLTR9E	ESCTE5173	1
chr17	18524094	18524501	+	RLTR9E	ESCTE5174	1
chr17	18625765	18626109	-	RLTR9A	ESCTE5175	1
chr17	18726886	18727245	-	RLTR9A	ESCTE5176	1
chr17	18864097	18864455	-	RLTR9A	ESCTE5177	0.97214484
chr17	18976895	18977255	-	RLTR9A	ESCTE5178	1
chr17	19090892	19091247	-	RLTR9A	ESCTE5179	1
chr17	19244082	19244270	+	RLTR9F	ESCTE5180	1
chr17	19318313	19318794	+	RLTR9F	ESCTE5181	0.9792531
chr17	19410232	19410554	-	RLTR9A	ESCTE5182	1
chr17	19880311	19880691	+	RLTR9F	ESCTE5183	1
chr17	19885258	19885639	+	RLTR9F	ESCTE5184	1
chr17	20139707	20140118	-	RLTR9E	ESCTE5185	1
chr17	20296570	20296972	-	RLTR9C	ESCTE5186	1
chr17	20307235	20307347	+	RLTR9F	ESCTE5187	1
chr17	21066828	21067406	+	RLTR13D6	ESCTE5188	1
chr17	21613485	21613636	-	RLTR9A	ESCTE5189	1
chr17	21614598	21614771	-	RLTR9A	ESCTE5190	1
chr17	21725658	21725970	-	RLTR9A	ESCTE5191	1
chr17	21934615	21934980	+	RLTR9A	ESCTE5192	1
chr17	22363921	22364325	+	RLTR9D	ESCTE5193	1
chr17	22424853	22425226	-	RLTR9E	ESCTE5194	0.9465241
chr17	22519820	22520666	-	RLTR13D6	ESCTE5195	0.9645809
chr17	22662095	22662194	+	RLTR9F	ESCTE5196	1
chr17	24873963	24874292	-	RLTR9A	ESCTE5197	0.90909094
chr17	26305083	26305472	+	RLTR9A	ESCTE5198	1
chr17	27222943	27223288	+	RLTR9A	ESCTE5199	1
chr17	27271625	27272014	+	RLTR9D	ESCTE5200	0.94871795
chr17	27276775	27277022	+	RLTR9D	ESCTE5201	0.91935486
chr17	27277581	27277983	+	RLTR9E	ESCTE5202	0.9751861
chr17	28567663	28567875	-	RLTR9A2	ESCTE5203	1
chr17	28889652	28889811	-	RLTR9A	ESCTE5204	1
chr17	28890394	28890542	-	RLTR9A	ESCTE5205	1
chr17	29350657	29351389	+	RLTR13D6	ESCTE5206	0.97271484
chr17	29351531	29351635	+	RLTR13D6	ESCTE5207	1
chr17	29629516	29629938	-	RLTR9E	ESCTE5208	0.97635937
chr17	30598383	30598784	+	RLTR9D	ESCTE5209	1
chr17	31271235	31271547	+	RLTR9A3	ESCTE5210	1
chr17	31534247	31534431	-	RLTR9F	ESCTE5211	1
chr17	31534934	31535130	-	RLTR9F	ESCTE5212	0.9492386
chr17	32551519	32551914	+	RLTR9E	ESCTE5213	1
chr17	32563993	32564385	+	RLTR9E	ESCTE5214	1
chr17	32732092	32732402	-	RLTR9A3	ESCTE5215	1
chr17	32754325	32754570	-	RLTR9A	ESCTE5216	1
chr17	33857898	33858138	-	RLTR9D2	ESCTE5217	1
chr17	34316279	34316623	-	RLTR9A	ESCTE5218	1
chr17	34748431	34749362	+	RLTR13D6	ESCTE5219	0.93562233
chr17	34768432	34768746	+	RLTR13D6	ESCTE5220	0.53650796
chr17	34768742	34768922	+	RLTR13D6	ESCTE5221	0
chr17	34768918	34769098	+	RLTR13D6	ESCTE5222	0
chr17	34769094	34769446	+	RLTR13D6	ESCTE5223	0.49858356
chr17	35271670	35272110	-	RLTR9F	ESCTE5224	1
chr17	35280342	35280744	+	RLTR9D	ESCTE5225	1
chr17	35769645	35769924	+	RLTR9B	ESCTE5226	1
chr17	35770004	35770146	+	RLTR9B	ESCTE5227	1
chr17	35770302	35770384	+	RLTR9B	ESCTE5228	1
chr17	36004261	36004384	-	RLTR9A3	ESCTE5229	1
chr17	36004537	36004657	-	RLTR9A3	ESCTE5230	1
chr17	36096811	36097133	-	RLTR9B	ESCTE5231	0.84520125
chr17	36097208	36097742	-	RLTR13D6	ESCTE5232	0.6766355
chr17	36108473	36108905	-	RLTR9F	ESCTE5233	0.8383372
chr17	36148421	36148816	-	RLTR9D	ESCTE5234	1
chr17	36148890	36149425	-	RLTR13D6	ESCTE5235	0.7182836
chr17	36339174	36339568	-	RLTR9B2	ESCTE5236	0.9240506
chr17	37238376	37238653	+	RLTR9A	ESCTE5237	0.9640288
chr17	37240055	37240189	+	RLTR9A	ESCTE5238	1
chr17	37245945	37246317	+	RLTR9A	ESCTE5239	1
chr17	37499923	37499995	+	RLTR9A3B	ESCTE5240	1
chr17	37500048	37500259	+	RLTR9A3	ESCTE5241	1
chr17	37505373	37505710	+	RLTR9A3B	ESCTE5242	1
chr17	37535244	37535445	-	RLTR9A3	ESCTE5243	1
chr17	37867345	37867692	+	RLTR9A2	ESCTE5244	1
chr17	37911835	37912297	-	RLTR9F	ESCTE5245	1
chr17	38004925	38005318	-	RLTR9D	ESCTE5246	0.97461927
chr17	38125229	38125661	-	RLTR9E	ESCTE5247	0.9769053
chr17	38277851	38277943	-	RLTR9A2	ESCTE5248	1
chr17	38668284	38668380	-	RLTR9D	ESCTE5249	1
chr17	38787007	38787101	-	RLTR9F	ESCTE5250	1
chr17	39068994	39069391	+	RLTR9E	ESCTE5251	1
chr17	39204921	39205857	+	RLTR13D6	ESCTE5252	1
chr17	39797176	39797662	+	RLTR13D6	ESCTE5253	1
chr17	39919630	39920518	+	RLTR13D6	ESCTE5254	0.44769403
chr17	40186782	40187687	+	RLTR13D6	ESCTE5255	0.43046358
chr17	40264210	40265156	-	RLTR13D6	ESCTE5256	0.8944034
chr17	40269020	40269174	-	RLTR9A3B	ESCTE5257	1
chr17	40275989	40276148	-	RLTR9A3B	ESCTE5258	1
chr17	40360602	40360756	-	RLTR9A3B	ESCTE5259	1
chr17	40455828	40456231	-	RLTR9E	ESCTE5260	0.95049506
chr17	40495202	40496078	-	RLTR13D6	ESCTE5261	0.97719496
chr17	40606657	40607002	-	RLTR9A	ESCTE5262	1
chr17	40899682	40900069	-	RLTR9D2	ESCTE5263	1
chr17	41070817	41071101	-	RLTR9A3	ESCTE5264	1
chr17	41184803	41185228	+	RLTR9E	ESCTE5265	0.97652584
chr17	41199297	41199692	-	RLTR9E	ESCTE5266	0.8989899
chr17	41244275	41244682	+	RLTR9E	ESCTE5267	0.877451
chr17	41299463	41299749	+	RLTR9A3	ESCTE5268	1
chr17	41367116	41367558	-	RLTR9D	ESCTE5269	1
chr17	41901130	41901919	+	RLTR13D6	ESCTE5270	1
chr17	42227267	42227666	+	RLTR9C	ESCTE5271	1
chr17	42265347	42265552	+	RLTR9A3	ESCTE5272	1
chr17	42291659	42292082	-	RLTR9C	ESCTE5273	0.9528302
chr17	42670609	42671424	+	RLTR13D6	ESCTE5274	0.877451
chr17	42826448	42826825	-	RLTR9B	ESCTE5275	1
chr17	42982657	42982990	+	RLTR9A3	ESCTE5276	1
chr17	43002828	43002996	-	RLTR9A3A	ESCTE5277	1
chr17	48352906	48353307	-	RLTR9D	ESCTE5278	0.9004975
chr17	48453156	48453538	+	RLTR9E	ESCTE5279	0.79112273
chr17	50086991	50087253	+	RLTR9C	ESCTE5280	1
chr17	53079212	53079624	-	RLTR9E	ESCTE5281	0.95157385
chr17	54011275	54011557	+	RLTR9A3A	ESCTE5282	1
chr17	54341734	54342147	+	RLTR9C	ESCTE5283	1
chr17	54483543	54484489	-	RLTR13D6	ESCTE5284	0.9788807
chr17	54657206	54657517	+	RLTR9A	ESCTE5285	1
chr17	54884787	54885175	+	RLTR9D2	ESCTE5286	0.9485861
chr17	55052882	55053219	-	RLTR9A3B	ESCTE5287	1
chr17	55428752	55428922	+	RLTR9A3	ESCTE5288	1
chr17	55429808	55429966	+	RLTR9A3	ESCTE5289	1
chr17	55690500	55690787	+	RLTR9B	ESCTE5290	1
chr17	55690983	55691120	+	RLTR9B	ESCTE5291	1
chr17	57610079	57611015	+	RLTR13D6	ESCTE5292	0.9146211
chr17	57640589	57641002	+	RLTR9F	ESCTE5293	1
chr17	57646279	57646361	+	RLTR9F	ESCTE5294	1
chr17	57646356	57646514	+	RLTR9F	ESCTE5295	1
chr17	57798166	57798519	-	RLTR9E	ESCTE5296	1
chr17	57928605	57928675	+	RLTR13D6	ESCTE5297	1
chr17	58404630	58405607	-	RLTR13D6	ESCTE5298	0.9591002
chr17	58478086	58478410	-	RLTR9A3	ESCTE5299	1
chr17	58503555	58503974	-	RLTR9F	ESCTE5300	1
chr17	58596481	58596909	-	RLTR9B2	ESCTE5301	0.9533799
chr17	58636847	58636970	-	RLTR9A3	ESCTE5302	1
chr17	58637142	58637367	-	RLTR9A3	ESCTE5303	1
chr17	58662963	58663344	+	RLTR9A3B	ESCTE5304	1
chr17	58775550	58775919	+	RLTR9E	ESCTE5305	0.8648649
chr17	58862293	58862682	-	RLTR9E	ESCTE5306	0.9230769
chr17	59547199	59547559	+	RLTR9A	ESCTE5307	1
chr17	62111766	62112178	+	RLTR9E	ESCTE5308	1
chr17	63526387	63526659	-	RLTR9A3B	ESCTE5309	1
chr17	63526796	63526841	-	RLTR9A3B	ESCTE5310	1
chr17	63710089	63710428	-	RLTR9A3	ESCTE5311	1
chr17	64661484	64661851	-	RLTR9E	ESCTE5312	1
chr17	65122704	65123034	-	RLTR9A3A	ESCTE5313	1
chr17	65167893	65168260	-	RLTR9D2	ESCTE5314	1
chr17	66457176	66457551	-	RLTR9A	ESCTE5315	1
chr17	66483926	66484238	-	RLTR9A3	ESCTE5316	1
chr17	66661532	66661647	+	RLTR9A	ESCTE5317	1
chr17	66661836	66661989	+	RLTR9A	ESCTE5318	1
chr17	66958919	66959269	+	RLTR9A3	ESCTE5319	1
chr17	67455060	67455192	+	RLTR9A3B	ESCTE5320	1
chr17	68031593	68031963	+	RLTR9F	ESCTE5321	1
chr17	68082666	68083008	-	RLTR9A	ESCTE5322	0.97084546
chr17	68449778	68449911	-	RLTR13D6	ESCTE5323	1
chr17	69563428	69563738	-	RLTR9A3	ESCTE5324	1
chr17	70109871	70110125	-	RLTR9D2	ESCTE5325	1
chr17	70877355	70877437	+	RLTR9B2	ESCTE5326	1
chr17	70900808	70900977	-	RLTR9A	ESCTE5327	1
chr17	71418694	71419091	+	RLTR9F	ESCTE5328	0.9748744
chr17	71422520	71422901	+	RLTR9F	ESCTE5329	0.973822
chr17	72881937	72882255	+	RLTR9A3	ESCTE5330	1
chr17	73217233	73217666	-	RLTR9B2	ESCTE5331	1
chr17	74053324	74053665	+	RLTR9D2	ESCTE5332	0.9122807
chr17	74138089	74139029	+	RLTR13D6	ESCTE5333	0.8299681
chr17	76296548	76296902	+	RLTR9E	ESCTE5334	1
chr17	76500002	76500355	-	RLTR13D6	ESCTE5335	0.8587571
chr17	76500346	76500730	-	RLTR13D6	ESCTE5336	0.8701299
chr17	77592574	77592928	+	RLTR9A4	ESCTE5337	1
chr17	77618223	77618556	-	RLTR9A3	ESCTE5338	1
chr17	78635590	78635900	-	RLTR9A3A	ESCTE5339	1
chr17	81056123	81056456	+	RLTR9A3	ESCTE5340	1
chr17	81079783	81080069	-	RLTR9A3B	ESCTE5341	1
chr17	81256052	81256437	-	RLTR9A2	ESCTE5342	1
chr17	81784655	81784988	-	RLTR9A3	ESCTE5343	1
chr17	81995648	81996406	+	RLTR13D6	ESCTE5344	0.97364956
chr17	82012349	82012716	-	RLTR9A3B	ESCTE5345	1
chr17	82153351	82153695	-	RLTR9C	ESCTE5346	0.942029
chr17	82238433	82238796	+	RLTR9A	ESCTE5347	1
chr17	82311815	82312696	+	RLTR13D6	ESCTE5348	0.97732425
chr17	82494399	82494805	-	RLTR9C	ESCTE5349	0.95085996
chr17	83482662	83482988	-	RLTR9A3	ESCTE5350	1
chr17	86601852	86602186	-	RLTR9A3B	ESCTE5351	1
chr17	87356048	87356382	-	RLTR9A3	ESCTE5352	1
chr17	87576930	87577290	-	RLTR9A3B	ESCTE5353	0.97229916
chr17	87580791	87580889	-	RLTR9A3B	ESCTE5354	1
chr17	87583169	87583291	-	RLTR9A3	ESCTE5355	1
chr17	87583489	87583567	-	RLTR9A3B	ESCTE5356	1
chr17	87583714	87583820	-	RLTR9A3B	ESCTE5357	1
chr17	87652168	87652220	+	RLTR9A	ESCTE5358	1
chr17	87653193	87653293	+	RLTR9A	ESCTE5359	1
chr17	87664027	87664412	-	RLTR9D2	ESCTE5360	0.97409326
chr17	87665005	87665342	+	RLTR9A	ESCTE5361	1
chr17	87934257	87934612	-	RLTR9A	ESCTE5362	1
chr17	87963297	87963418	+	RLTR9A3B	ESCTE5363	1
chr17	87963443	87963639	+	RLTR9A3B	ESCTE5364	1
chr17	88427138	88427515	+	RLTR9D	ESCTE5365	1
chr17	89015235	89015408	-	RLTR9A2	ESCTE5366	0.83908045
chr17	89016185	89016514	-	RLTR9B2	ESCTE5367	1
chr17	89115158	89115532	+	RLTR9A	ESCTE5368	1
chr17	89465885	89466258	+	RLTR9D	ESCTE5369	1
chr17	89933677	89933838	-	RLTR9D	ESCTE5370	1
chr17	89934023	89934331	-	RLTR9D	ESCTE5371	1
chr17	90624968	90625313	+	RLTR9A3	ESCTE5372	1
chr17	91203628	91203951	-	RLTR9E	ESCTE5373	1
chr17	91254547	91254937	+	RLTR9A3B	ESCTE5374	1
chr17	91274239	91274670	-	RLTR9B2	ESCTE5375	1
chr17	91932322	91932718	+	RLTR9E	ESCTE5376	0.9748111
chr17	92163726	92163850	-	RLTR9A	ESCTE5377	1
chr17	92367612	92367973	+	RLTR9A	ESCTE5378	1
chr17	93324316	93324597	+	RLTR9A3A	ESCTE5379	1
chr17	93554767	93555114	-	RLTR9A	ESCTE5380	1
chr17	93817549	93817572	-	RLTR9A	ESCTE5381	1
chr17	93817909	93818217	-	RLTR9A	ESCTE5382	1
chr17	93824341	93824705	-	RLTR9A	ESCTE5383	1
chr17	93905443	93906038	-	RLTR13D6	ESCTE5384	1
chr17	93907608	93907916	-	RLTR13D6	ESCTE5385	0.96763754
chr17	94450690	94451064	+	RLTR9D2	ESCTE5386	0.94666666
chr17	94651255	94652134	-	RLTR13D6	ESCTE5387	0.82954544
chr17	94773697	94774550	-	RLTR13D6	ESCTE5388	0.98829037
chr17	94866525	94866925	-	RLTR9E	ESCTE5389	1
chr18	3211734	3211790	+	RLTR9A3A	ESCTE5390	1
chr18	3222504	3222797	+	RLTR9A3A	ESCTE5391	1
chr18	3346742	3347105	-	RLTR9D	ESCTE5392	1
chr18	3352063	3352423	-	RLTR9D	ESCTE5393	0.97229916
chr18	3359866	3360233	-	RLTR9D	ESCTE5394	1
chr18	3449548	3450010	+	RLTR9B	ESCTE5395	0.9784017
chr18	3533450	3533834	+	RLTR9F	ESCTE5396	1
chr18	3538505	3538548	+	RLTR9F	ESCTE5397	1
chr18	3543884	3544236	+	RLTR9F	ESCTE5398	1
chr18	3582664	3583064	-	RLTR9E	ESCTE5399	1
chr18	3593289	3594219	-	RLTR13D6	ESCTE5400	1
chr18	3690472	3690887	+	RLTR9E	ESCTE5401	0.61538464
chr18	3847617	3848019	+	RLTR9D	ESCTE5402	0.8014888
chr18	4283579	4284067	+	RLTR9F	ESCTE5403	0.9591002
chr18	4321555	4321961	+	RLTR9C	ESCTE5404	0.97542995
chr18	4581452	4582412	+	RLTR13D6	ESCTE5405	0.79188347
chr18	4952774	4953155	-	RLTR9A	ESCTE5406	1
chr18	6268708	6268825	-	RLTR13D6	ESCTE5407	1
chr18	6268962	6269372	-	RLTR9E	ESCTE5408	0.9513382
chr18	6269679	6270551	+	RLTR13D6	ESCTE5409	0.8969072
chr18	6318537	6318919	-	RLTR9A2	ESCTE5410	1
chr18	6383736	6384160	-	RLTR9B2	ESCTE5411	0.9529412
chr18	6387391	6387784	+	RLTR9E	ESCTE5412	1
chr18	6681566	6681953	-	RLTR9D	ESCTE5413	0.92268044
chr18	7010893	7011228	-	RLTR9A	ESCTE5414	1
chr18	7180818	7181208	+	RLTR9F	ESCTE5415	0.769821
chr18	7209447	7209852	+	RLTR9E	ESCTE5416	1
chr18	7416686	7417000	+	RLTR9A3B	ESCTE5417	1
chr18	7644065	7644401	-	RLTR9A3B	ESCTE5418	0.9703264
chr18	7690999	7691370	+	RLTR9F	ESCTE5419	1
chr18	7750394	7750781	-	RLTR9E	ESCTE5420	0.81958765
chr18	8007507	8007877	-	RLTR9A2	ESCTE5421	0.94609165
chr18	8020034	8020445	-	RLTR9C	ESCTE5422	1
chr18	8072382	8073025	+	RLTR13D6	ESCTE5423	0.9689441
chr18	8073200	8073514	+	RLTR13D6	ESCTE5424	1
chr18	8136605	8137327	+	RLTR13D6	ESCTE5425	0.94467497
chr18	8138041	8138315	+	RLTR13D6	ESCTE5426	1
chr18	8193852	8194727	+	RLTR13D6	ESCTE5427	0.94292235
chr18	8379608	8379998	+	RLTR9C	ESCTE5428	1
chr18	8460868	8461243	+	RLTR9E	ESCTE5429	0.9468085
chr18	8472761	8473113	-	RLTR9A3B	ESCTE5430	0.9716714
chr18	8558084	8558568	+	RLTR9F	ESCTE5431	1
chr18	8792506	8792933	-	RLTR9F	ESCTE5432	1
chr18	8798899	8798957	-	RLTR9F	ESCTE5433	1
chr18	8958955	8959143	-	RLTR9A	ESCTE5434	1
chr18	8964701	8965047	-	RLTR9A	ESCTE5435	1
chr18	9057820	9058217	-	RLTR9F	ESCTE5436	1
chr18	9156894	9157230	+	RLTR9A3	ESCTE5437	1
chr18	9197451	9197804	+	RLTR9A	ESCTE5438	1
chr18	9456436	9456809	+	RLTR9D	ESCTE5439	1
chr18	9478889	9479275	-	RLTR9D	ESCTE5440	1
chr18	9519532	9520231	+	RLTR13D6	ESCTE5441	0.8142857
chr18	9520423	9520665	+	RLTR13D6	ESCTE5442	1
chr18	9674708	9675034	+	RLTR9A3B	ESCTE5443	1
chr18	9895321	9895730	+	RLTR9E	ESCTE5444	0.8780488
chr18	9900757	9901168	+	RLTR9E	ESCTE5445	0.7815534
chr18	9905560	9905741	-	RLTR9E	ESCTE5446	1
chr18	9907777	9908181	-	RLTR9E	ESCTE5447	1
chr18	10039383	10039563	+	RLTR9A2	ESCTE5448	1
chr18	10050089	10050165	+	RLTR9A2	ESCTE5449	1
chr18	11961755	11962095	+	RLTR9A3	ESCTE5450	1
chr18	12028404	12028815	+	RLTR9E	ESCTE5451	0.8300971
chr18	12085176	12085599	+	RLTR9C	ESCTE5452	0.8349057
chr18	12089929	12090351	+	RLTR9C	ESCTE5453	0.78723407
chr18	12091806	12091874	+	RLTR9E	ESCTE5454	1
chr18	12092725	12093066	+	RLTR9E	ESCTE5455	0.88304096
chr18	12367132	12367309	-	RLTR9D	ESCTE5456	1
chr18	12367332	12367427	-	RLTR9D	ESCTE5457	1
chr18	13153855	13154251	-	RLTR9D	ESCTE5458	0.87405545
chr18	14592449	14592859	+	RLTR9E	ESCTE5459	0.9270073
chr18	14903530	14903919	-	RLTR9E	ESCTE5460	0.9230769
chr18	15822086	15822419	-	RLTR9A3B	ESCTE5461	1
chr18	16133657	16134066	-	RLTR9E	ESCTE5462	1
chr18	16179580	16179741	-	RLTR13D6	ESCTE5463	1
chr18	16179878	16180601	-	RLTR13D6	ESCTE5464	0.9723757
chr18	17163160	17163585	-	RLTR9B2	ESCTE5465	0.92957747
chr18	17311690	17312038	-	RLTR9A3B	ESCTE5466	1
chr18	17313366	17313774	+	RLTR9C	ESCTE5467	1
chr18	17319294	17319704	+	RLTR9C	ESCTE5468	1
chr18	17450334	17450751	+	RLTR9C	ESCTE5469	0.9521531
chr18	17565364	17565703	+	RLTR9E	ESCTE5470	0.9117647
chr18	17828208	17828303	+	RLTR9A3	ESCTE5471	1
chr18	17874499	17874868	-	RLTR9E	ESCTE5472	0.9459459
chr18	18058711	18059099	+	RLTR9D2	ESCTE5473	0.97429305
chr18	18064351	18064742	+	RLTR9D2	ESCTE5474	0.9744898
chr18	18631660	18631941	-	RLTR9A3B	ESCTE5475	1
chr18	18631941	18632317	-	RLTR9D2	ESCTE5476	0.9204244
chr18	18632317	18632405	-	RLTR9A3B	ESCTE5477	1
chr18	18633034	18633455	-	RLTR9F	ESCTE5478	1
chr18	18712957	18713369	-	RLTR9E	ESCTE5479	0.9757869
chr18	18717851	18718249	-	RLTR9E	ESCTE5480	0.924812
chr18	18943721	18944105	-	RLTR9F	ESCTE5481	1
chr18	18947029	18947413	-	RLTR9F	ESCTE5482	1
chr18	18950382	18950750	+	RLTR9A	ESCTE5483	1
chr18	19015412	19015832	+	RLTR9A3B	ESCTE5484	1
chr18	19046927	19047868	-	RLTR13D6	ESCTE5485	0.8938429
chr18	19063136	19064084	+	RLTR13D6	ESCTE5486	0.9262381
chr18	19084218	19085103	-	RLTR13D6	ESCTE5487	0.8758465
chr18	19215453	19215770	-	RLTR9A3	ESCTE5488	1
chr18	19297020	19297219	+	RLTR9B2	ESCTE5489	1
chr18	19297254	19297502	+	RLTR9B2	ESCTE5490	0.562249
chr18	19332277	19332693	-	RLTR9B2	ESCTE5491	1
chr18	19338306	19338553	-	RLTR9B2	ESCTE5492	0.5766129
chr18	19338582	19338780	-	RLTR9B2	ESCTE5493	1
chr18	19453039	19453433	+	RLTR9D	ESCTE5494	0.9240506
chr18	19459657	19459955	+	RLTR9D	ESCTE5495	1
chr18	19757107	19757515	-	RLTR9E	ESCTE5496	0.70660144
chr18	19762606	19763019	-	RLTR9E	ESCTE5497	0.7584541
chr18	19826833	19827249	+	RLTR9E	ESCTE5498	1
chr18	19831121	19831490	-	RLTR9A	ESCTE5499	1
chr18	20063875	20064202	-	RLTR9A3	ESCTE5500	1
chr18	20069937	20070278	-	RLTR9A3	ESCTE5501	1
chr18	20289549	20290479	+	RLTR13D6	ESCTE5502	0.924812
chr18	20583739	20584084	-	RLTR9A3	ESCTE5503	0.97109824
chr18	20771207	20771538	-	RLTR9A3	ESCTE5504	1
chr18	21028481	21028637	-	RLTR9D2	ESCTE5505	0.87261146
chr18	21028665	21028873	-	RLTR9D2	ESCTE5506	1
chr18	21044692	21045030	+	RLTR9A3	ESCTE5507	1
chr18	21061487	21061907	+	RLTR9E	ESCTE5508	0.5486936
chr18	21067296	21067690	+	RLTR9E	ESCTE5509	0.51898736
chr18	21102141	21102253	+	RLTR9B	ESCTE5510	1
chr18	21102384	21102715	+	RLTR9B	ESCTE5511	0.939759
chr18	21388878	21389270	+	RLTR9A3B	ESCTE5512	1
chr18	21434897	21435236	+	RLTR9A	ESCTE5513	1
chr18	22228586	22228972	-	RLTR9D	ESCTE5514	0.8191214
chr18	22233650	22234048	-	RLTR9D	ESCTE5515	0.72431076
chr18	22293196	22293448	-	RLTR9A3	ESCTE5516	1
chr18	22293502	22293587	-	RLTR9A3	ESCTE5517	1
chr18	22610226	22610602	+	RLTR9F	ESCTE5518	1
