name	chrom	strand	txStart	txEnd	name2	TSS
NM_025290	chr17	-	31255019	31277356	Rsph1	31277356
NM_030087	chr17	+	31520114	31531325	Ndufv3	31520114
NM_021322	chr17	-	31494321	31512487	Wdr4	31512487
NM_001083891	chr17	+	31520114	31531325	Ndufv3	31520114
NM_001357907	chr17	-	31647080	31658764	U2af1	31658764
NM_013501	chr17	+	31677930	31681730	Cryaa	31677930
NM_001278569	chr17	+	31677930	31681730	Cryaa	31677930
NM_001163769	chr17	-	31647081	31658754	U2af1	31658754
NM_144855	chr17	-	31612622	31637205	Cbs	31637205
NM_178224	chr17	-	31612622	31637205	Cbs	31637205
NM_001278570	chr17	+	31677930	31681730	Cryaa	31677930
NM_001271353	chr17	-	31612622	31637205	Cbs	31637205
NM_024187	chr17	-	31647081	31658754	U2af1	31658754
NR_027316	chr17	-	32076082	32091423	Pdxk-ps	32091423
NM_001163734	chr17	+	32048284	32062862	Rrp1b	32048284
NM_028244	chr17	+	32036161	32062862	Rrp1b	32036161
NR_102329	chr17	+	32241919	32242855	Gm4432	32241919
NM_001033163	chr17	-	32183769	32189470	Ephx3	32189470
NM_008716	chr17	-	32120892	32166852	Notch3	32166852
NM_001347341	chr17	-	32183769	32189470	Ephx3	32189470
NM_017476	chr17	-	32321423	32350577	Akap8l	32350577
NR_131218	chr17	-	32303671	32321238	Akap8	32321238
NR_131219	chr17	-	32303671	32321238	Akap8	32321238
NM_019774	chr17	-	32303671	32321238	Akap8	32321238
NM_001357760	chr17	-	32303671	32321238	Akap8	32321238
NM_001347343	chr17	-	32390658	32403582	Rasal3	32403582
NM_177307	chr17	+	32452722	32493320	Cyp4f39	32452722
NM_021319	chr17	-	32412460	32420975	Pglyrp2	32420975
NR_029458	chr17	+	32403013	32404808	A530088E08Rik	32403013
NR_073184	chr17	-	32412460	32420975	Pglyrp2	32420975
NR_153797	chr17	-	32390658	32403582	Rasal3	32403582
NM_001271479	chr17	-	32412460	32420975	Pglyrp2	32420975
NM_001271478	chr17	-	32412460	32424167	Pglyrp2	32424167
NM_001271477	chr17	-	32412460	32420975	Pglyrp2	32420975
NM_001271476	chr17	-	32412460	32424167	Pglyrp2	32424167
NM_178785	chr17	-	32390658	32403582	Rasal3	32403582
NM_024442	chr17	+	32536556	32551798	Cyp4f16	32536556
NM_001101445	chr17	+	32506461	32528894	Cyp4f17	32506461
NM_001100187	chr17	+	32621318	32636184	Cyp4f37	32621318
NM_001356303	chr17	+	32536556	32551798	Cyp4f16	32536556
NM_001356302	chr17	+	32536556	32551798	Cyp4f16	32536556
NM_001101588	chr17	+	32659482	32676480	Cyp4f40	32659482
NM_001346538	chr17	+	32685630	32703352	Cyp4f15	32685630
NM_134127	chr17	+	32685658	32703349	Cyp4f15	32685658
NM_001293229	chr17	-	32821441	32830261	Zfp799	32830261
NM_001267583	chr17	-	32795675	32809931	Zfp811	32809931
NM_183177	chr17	-	32795675	32809931	Zfp811	32809931
NM_207245	chr17	-	32879220	32891603	Zfp870	32891603
NM_177359	chr17	-	32815452	32830261	Zfp799	32830261
NM_001360479	chr17	-	32815452	32830261	Zfp799	32830261
NM_001204335	chr17	-	32905069	32917342	Cyp4f14	32917342
NM_001204333	chr17	-	32905069	32917329	Cyp4f14	32917329
NM_022434	chr17	-	32905069	32917087	Cyp4f14	32917087
NM_130882	chr17	-	32924687	32947361	Cyp4f13	32947361
NR_033585	chr17	-	32950960	32965716	Cyp4f41-ps	32965716
NM_153063	chr17	+	32965830	32979211	Zfp472	32965830
NM_001045559	chr17	+	32993138	33005457	Zfp952	32993138
NM_001204336	chr17	-	32905069	32917342	Cyp4f14	32917342
NM_001204334	chr17	-	32905069	32917329	Cyp4f14	32917329
NM_001357788	chr17	-	32905069	32917356	Cyp4f14	32917356
NM_177719	chr17	-	33135589	33139683	Morc2b	33139683
NM_001009544	chr17	-	33064142	33068058	4921501E09Rik	33068058
NM_001024950	chr17	+	33089366	33110704	Zfp563	33089366
NM_001360203	chr17	-	33135589	33148749	Morc2b	33148749
NM_010998	chr17	+	33176415	33177363	Olfr55	33176415
NM_207175	chr17	+	33199061	33200009	Olfr239	33199061
NM_001199062	chr17	-	33215260	33216351	Olfr1564	33216351
NM_029952	chr17	-	33239506	33255145	Zfp955a	33255145
NM_146937	chr17	+	33268725	33269676	Olfr63	33268725
NM_207541	chr17	-	33333727	33358878	Zfp81	33358878
NM_009542	chr17	-	33380178	33394637	Zfp101	33394637
NM_172619	chr17	+	33524084	33553782	Adamts10	33524084
NM_183282	chr17	+	33432898	33434267	Actl9	33432898
NM_001329202	chr17	+	33524084	33553782	Adamts10	33524084
NM_001329153	chr17	+	33524084	33553782	Adamts10	33524084
NM_001329203	chr17	+	33524084	33553782	Adamts10	33524084
NM_001329147	chr17	+	33524084	33553782	Adamts10	33524084
NM_001329143	chr17	+	33524084	33553782	Adamts10	33524084
NR_137627	chr17	+	33524084	33553782	Adamts10	33524084
NR_137626	chr17	+	33524084	33553782	Adamts10	33524084
NM_001329152	chr17	+	33524084	33553782	Adamts10	33524084
NM_001329154	chr17	+	33524084	33553782	Adamts10	33524084
NM_001329151	chr17	+	33524084	33553782	Adamts10	33524084
NR_137629	chr17	+	33524084	33553782	Adamts10	33524084
NR_137628	chr17	+	33524084	33553782	Adamts10	33524084
NM_029804	chr17	-	33646232	33685458	Hnrnpm	33685458
NM_001109913	chr17	-	33646232	33685458	Hnrnpm	33685458
NM_026712	chr17	+	33629091	33631714	Zfp414	33629091
NR_034153	chr17	+	33629091	33631714	Zfp414	33629091
NR_028279	chr17	+	33638094	33645706	Pram1	33638094
NM_053214	chr17	+	33555706	33607764	Myo1f	33555706
NM_001002842	chr17	+	33638055	33645706	Pram1	33638055
NM_008997	chr17	-	33742483	33760486	Rab11b	33760486
NM_145486	chr17	-	33685691	33718677	March2	33718677
NR_045522	chr17	-	33685691	33718677	March2	33718677
NR_045523	chr17	-	33685691	33718677	March2	33718677
NM_001252480	chr17	-	33691504	33718677	March2	33718677
NM_020581	chr17	-	33774899	33781575	Angptl4	33781575
NM_001195298	chr17	-	33875665	33890633	Kifc1	33890633
NM_019421	chr17	+	33843090	33849774	Cd320	33843090
NM_009059	chr17	+	33929893	33937687	Rgl2	33929893
NR_103515	chr17	+	33824571	33826187	Ndufa7	33824571
NR_103516	chr17	+	33824571	33838316	Ndufa7	33824571
NR_103514	chr17	+	33824644	33826187	Ndufa7	33824644
NR_105933	chr17	-	33886675	33886733	Gm27775	33886733
NR_128569	chr17	-	33886675	33886733	Gm27740	33886733
NR_040470	chr17	+	33905134	33906675	Platr17	33905134
NR_045146	chr17	-	33908181	33909178	BC051226	33909178
NM_001185182	chr17	-	33938908	33940330	Pfdn6	33940330
NM_010385	chr17	-	33938908	33940343	Pfdn6	33940343
NM_001355384	chr17	-	33823035	33824562	Rps28	33824562
NM_007829	chr17	+	33909444	33915590	Daxx	33909444
NM_001199733	chr17	+	33909600	33915590	Daxx	33909600
NM_016844	chr17	-	33823035	33824562	Rps28	33824562
NM_009318	chr17	+	33919477	33929290	Tapbp	33919477
NM_023202	chr17	+	33824571	33838316	Ndufa7	33824571
NM_020625	chr17	+	33916175	33919325	Zbtb22	33916175
NM_001305169	chr17	+	33843425	33849774	Cd320	33843425
NR_149750	chr17	+	33909444	33915590	Daxx	33909444
NM_001355704	chr17	+	33909497	33915590	Daxx	33909497
NM_001025313	chr17	+	33919477	33929290	Tapbp	33919477
NM_013543	chr17	-	34026032	34028055	H2-Ke6	34028055
NM_019420	chr17	-	33949911	33951488	B3galt4	33951488
NM_009066	chr17	-	34020791	34024680	Ring1	34024680
NM_011296	chr17	-	33951998	33955641	Rps18	33955641
NR_033305	chr17	+	33981491	33985358	AA388235	33981491
NR_106154	chr17	+	34025011	34025071	Mir219c	34025011
NM_001317722	chr17	+	34039137	34066684	Col11a2	34039137
NR_004446	chr17	-	33974658	33978791	H2-K2	33978791
NM_001205216	chr17	+	34032349	34038403	Rxrb	34032349
NM_009926	chr17	+	34039137	34066684	Col11a2	34039137
NM_001347346	chr17	-	33996011	34000347	H2-K1	34000347
NM_011306	chr17	+	34031811	34038403	Rxrb	34031811
NM_008202	chr17	-	34028265	34031690	Slc39a7	34031690
NM_001205215	chr17	+	34032349	34038403	Rxrb	34032349
NR_029800	chr17	-	34024982	34025092	Mir219a-1	34025092
NM_001205214	chr17	+	34031811	34038403	Rxrb	34031811
NM_001357330	chr17	+	33955799	33967038	Vps52	33955799
NM_172620	chr17	+	33955799	33967038	Vps52	33955799
NM_001357329	chr17	+	33956089	33967038	Vps52	33956089
NM_001077709	chr17	-	34028265	34031690	Slc39a7	34031690
NM_001001892	chr17	-	33996011	34000333	H2-K1	34000333
NM_013683	chr17	+	34187555	34197225	Tap1	34187555
NR_037970	chr17	-	34112018	34119900	Brd2	34119900
NM_010724	chr17	+	34198194	34201454	Psmb8	34198194
NM_010387	chr17	+	34153190	34160229	H2-DMb1	34153190
NR_046183	chr17	-	34083842	34095309	BC051537	34095309
NM_008206	chr17	+	34092378	34095234	H2-Oa	34092378
NM_010388	chr17	+	34145415	34151095	H2-DMb2	34145415
NM_013585	chr17	-	34182098	34187330	Psmb9	34187330
NM_001161730	chr17	+	34187555	34197225	Tap1	34187555
NM_010386	chr17	+	34122831	34139101	H2-DMa	34122831
NM_010238	chr17	-	34112018	34121747	Brd2	34121747
NM_001204973	chr17	-	34112018	34122607	Brd2	34122607
NM_001360530	chr17	+	34125517	34139101	H2-DMa	34125517
NM_207105	chr17	+	34263226	34269418	H2-Ab1	34263226
NM_010382	chr17	+	34305866	34316674	H2-Eb1	34305866
NM_010389	chr17	+	34238904	34245908	H2-Ob	34238904
NM_010378	chr17	-	34282750	34287771	H2-Aa	34287771
NM_001001177	chr17	+	34398819	34460734	BC051142	34398819
NM_001163855	chr17	+	34398819	34460734	BC051142	34398819
NM_001111094	chr17	+	34377131	34386028	Btnl1	34377131
NM_010381	chr17	-	34342211	34344645	H2-Ea-ps	34344645
NM_079835	chr17	+	34354821	34369492	Btnl2	34354821
NM_010929	chr17	+	34564294	34588543	Notch4	34564294
NM_134116	chr17	+	34589805	34591754	Gpsm3	34589805
NR_004051	chr17	-	34487405	34497429	Btnl5-ps	34497429
NM_030747	chr17	-	34507934	34517352	Btnl6	34517352
NR_073173	chr17	+	34597849	34600937	Ager	34597849
NR_073176	chr17	+	34597849	34600937	Ager	34597849
NR_073175	chr17	+	34597849	34600937	Ager	34597849
NM_007425	chr17	+	34597849	34600937	Ager	34597849
NM_001271423	chr17	+	34597849	34600937	Ager	34597849
NM_001271422	chr17	+	34597849	34600937	Ager	34597849
NM_001271424	chr17	+	34597849	34600937	Ager	34597849
NM_017463	chr17	+	34592470	34597341	Pbx2	34592470
NM_030890	chr17	+	34629685	34632260	Prrt1	34629685
NM_001163379	chr17	+	34605860	34613449	Agpat1	34605860
NM_001302394	chr17	-	34616661	34628016	Ppt2	34628016
NM_031176	chr17	+	34670534	34719815	Tnxb	34670534
NM_017406	chr17	+	34647145	34655074	Atf6b	34647145
NM_019873	chr17	+	34644882	34646327	Fkbpl	34644882
NM_152922	chr17	-	34613349	34615971	Egfl8	34615971
NM_019441	chr17	-	34616661	34627148	Ppt2	34627148
NM_001302393	chr17	-	34616661	34628279	Ppt2	34628279
NM_018862	chr17	+	34609013	34613449	Agpat1	34609013
NM_001302396	chr17	-	34616661	34627435	Ppt2	34627435
NM_001302395	chr17	-	34616661	34627377	Ppt2	34627377
NM_001045864	chr17	+	34850390	34856372	Nelfe	34850390
NM_011413	chr17	-	34809091	34823454	C4a	34823454
NM_021337	chr17	-	34839225	34850204	Skiv2l	34850204
NR_105937	chr17	-	34841808	34841871	Mir6971	34841871
NR_105936	chr17	-	34845100	34845167	Mir6970	34845167
NR_105938	chr17	-	34857568	34857632	Mir6972	34857632
NM_001163770	chr17	+	34837018	34839186	Dxo	34837018
NM_019442	chr17	-	34823992	34836903	Stk19	34836903
NM_001045863	chr17	+	34850390	34856372	Nelfe	34850390
NM_001142706	chr17	-	34856373	34862514	Cfb	34862514
NM_138580	chr17	+	34850390	34856372	Nelfe	34850390
NM_008198	chr17	-	34856373	34862514	Cfb	34862514
NM_009995	chr17	-	34801347	34804426	Cyp21a1	34804426
NM_033613	chr17	+	34837018	34839186	Dxo	34837018
NM_013558	chr17	+	34972702	34979228	Hspa1l	34972702
NM_001110101	chr17	+	34981853	34985893	Lsm2	34981853
NM_023557	chr17	+	34914465	34930436	Slc44a4	34914465
NM_001286573	chr17	+	34898973	34914050	Ehmt2	34898973
NM_010893	chr17	+	34931252	34937297	Neu1	34931252
NM_145830	chr17	+	34898973	34914050	Ehmt2	34898973
NM_198886	chr17	+	34894558	34896844	Zbtb12	34894558
NR_027943	chr17	-	34950235	34952468	1110038B12Rik	34952468
NR_015536	chr17	-	34950235	34952471	1110038B12Rik	34952471
NR_028527	chr17	-	34950949	34951008	Snord52	34951008
NM_030597	chr17	+	34982129	34985893	Lsm2	34982129
NM_010479	chr17	-	34969358	34972156	Hspa1a	34972156
NM_001204273	chr17	+	34982129	34985891	Lsm2	34982129
NM_010478	chr17	-	34956428	34959238	Hspa1b	34959238
NM_147151	chr17	+	34898491	34914050	Ehmt2	34898491
NM_001204274	chr17	+	34981853	34985891	Lsm2	34981853
NM_001286575	chr17	+	34898491	34914050	Ehmt2	34898491
NM_001303476	chr17	-	35116194	35121292	Csnk2b	35121292
NM_001128597	chr17	+	35121495	35124815	Gpank1	35121495
NM_009975	chr17	-	35116194	35121292	Csnk2b	35121292
NM_148947	chr17	+	35108299	35111953	Ly6g5c	35108299
NM_001303446	chr17	-	35116194	35122053	Csnk2b	35122053
NM_001303445	chr17	-	35116194	35121429	Csnk2b	35121429
NM_001347347	chr17	+	35016578	35026741	Vwa7	35016578
NM_011690	chr17	+	35000906	35016329	Vars	35000906
NM_023463	chr17	+	35067324	35070048	Ly6g6c	35067324
NM_023893	chr17	-	35025972	35028016	Sapcd1	35028016
NR_028258	chr17	-	35025972	35028016	Sapcd1	35028016
NR_001462	chr17	+	35064436	35065596	G6bos	35064436
NM_001163192	chr17	-	35080537	35085595	Ly6g6f	35085595
NM_001146215	chr17	-	35028604	35046745	Msh5	35046745
NM_001190449	chr17	+	35059034	35062099	Ddah2	35059034
NM_016765	chr17	+	35059034	35062099	Ddah2	35059034
NM_032460	chr17	+	35122951	35124815	Gpank1	35122951
NM_033444	chr17	+	35050242	35058719	Clic1	35050242
NM_033075	chr17	-	34996723	35000746	D17H6S56E-5	35000746
NM_027366	chr17	+	35076941	35078804	Ly6g6e	35076941
NM_033478	chr17	-	35071347	35074464	Ly6g6d	35074464
NM_178592	chr17	+	35089290	35102987	Abhd16a	35089290
NR_130641	chr17	-	35028604	35046622	Msh5	35046622
NR_130640	chr17	-	35028604	35046622	Msh5	35046622
NM_013600	chr17	-	35028604	35046622	Msh5	35046622
NM_148939	chr17	-	35113945	35115400	Ly6g5b	35115400
NM_138582	chr17	+	35016578	35026741	Vwa7	35016578
NM_001191012	chr17	-	35062692	35066184	Mpig6b	35066184
NM_001033221	chr17	-	35062692	35066184	Mpig6b	35066184
NM_001347351	chr17	+	35235009	35238767	Atp6v1g2	35235009
NM_023179	chr17	+	35236595	35238768	Atp6v1g2	35236595
NM_018816	chr17	-	35128996	35131752	Apom	35131752
NM_020027	chr17	-	35149085	35164877	Prrc2a	35164877
NM_010734	chr17	-	35185094	35188440	Lst1	35188440
NR_105939	chr17	+	35194971	35195049	Mir6973a	35194971
NR_105940	chr17	-	35204474	35204557	Mir6974	35204557
NR_105941	chr17	+	35244074	35244135	Mir6975	35244074
NR_106169	chr17	+	35251288	35251405	Mir8094	35251288
NM_001252468	chr17	+	35135177	35147322	Bag6	35135177
NM_010735	chr17	-	35203164	35205351	Lta	35205351
NM_001252457	chr17	+	35242816	35253707	Ddx39b	35242816
NM_010909	chr17	-	35220174	35235815	Nfkbil1	35235815
NM_001278601	chr17	-	35199366	35202007	Tnf	35202007
NM_001199044	chr17	-	35149085	35164877	Prrc2a	35164877
NM_013693	chr17	-	35199366	35202007	Tnf	35202007
NM_057171	chr17	+	35135177	35147322	Bag6	35135177
NM_008518	chr17	+	35194506	35196305	Ltb	35194506
NM_019693	chr17	+	35241745	35253707	Ddx39b	35241745
NM_001252469	chr17	+	35135713	35147322	Bag6	35135713
NM_001361501	chr17	-	35170985	35176052	Aif1	35176052
NM_001361502	chr17	-	35170985	35176052	Aif1	35176052
NM_019467	chr17	-	35170985	35176052	Aif1	35176052
NM_010380	chr17	+	35263093	35267497	H2-D1	35263093
NM_001267808	chr17	+	35263122	35266730	H2-L	35263122
NM_010392	chr17	+	35342332	35345722	H2-Q2	35342332
NM_001143689	chr17	+	35379616	35384674	H2-Q4	35379616
NM_001358790	chr17	+	35320546	35325099	H2-Q1	35320546
NM_010390	chr17	+	35320546	35325099	H2-Q1	35320546
NM_001201460	chr17	+	35439166	35443770	H2-Q9	35439166
NM_001252452	chr17	+	35508806	35510777	Pou5f1	35508806
NM_001198560	chr17	+	35439154	35443773	H2-Q7	35439154
NM_013633	chr17	+	35506031	35510777	Pou5f1	35506031
NR_051981	chr17	+	35394098	35395630	H2-Q5	35394098
NM_023124	chr17	+	35424846	35428361	H2-Q8	35424846
NM_207648	chr17	+	35424876	35428361	H2-Q6	35424876
NM_001198561	chr17	+	35439154	35443773	H2-Q7	35439154
NM_001163764	chr17	-	35512734	35516824	Tcf19	35516824
NM_001163763	chr17	-	35512734	35516824	Tcf19	35516824
NM_025674	chr17	-	35512734	35516824	Tcf19	35516824
NM_010391	chr17	+	35470088	35474563	H2-Q10	35470088
NM_010394	chr17	+	35439154	35443773	H2-Q7	35439154
NM_001163194	chr17	+	35649707	35650569	Sfta2	35649707
NM_020576	chr17	+	35533200	35534648	Psors1c2	35533200
NM_175148	chr17	+	35567484	35568945	2300002M23Rik	35567484
NM_001244654	chr17	-	35617922	35626637	Gm9573	35626637
NM_001033366	chr17	-	35635754	35643695	Dpcr1	35643695
NM_001355275	chr17	+	35543100	35557180	Cdsn	35543100
NM_001008424	chr17	+	35552127	35557180	Cdsn	35552127
NM_001198831	chr17	-	35681566	35702044	Ddr1	35702044
NM_001198833	chr17	-	35681566	35700590	Ddr1	35700590
NM_175137	chr17	-	35655634	35667592	Vars2	35667592
NM_007584	chr17	-	35681566	35704599	Ddr1	35704599
NM_010364	chr17	-	35667727	35673743	Gtf2h4	35673743
NM_172962	chr17	-	35681566	35704139	Ddr1	35704139
NR_045459	chr17	+	35772449	35780687	4833427F10Rik	35772449
NM_133662	chr17	+	35821712	35822911	Ier3	35821712
NM_001142745	chr17	-	35899831	35910068	Atat1	35910068
NM_001142744	chr17	-	35897597	35910068	Atat1	35910068
NM_028476	chr17	-	35899831	35910068	Atat1	35910068
NM_026987	chr17	+	35879777	35892668	Dhx16	35879777
NM_001033630	chr17	-	35892676	35897378	2310061I04Rik	35897378
NM_008027	chr17	+	35823356	35832787	Flot1	35823356
NM_175242	chr17	+	35866614	35875596	Ppp1r18	35866614
NM_134122	chr17	+	35861317	35865400	Nrm	35861317
NM_001146711	chr17	+	35865594	35875596	Ppp1r18	35865594
NM_001146710	chr17	+	35866127	35875596	Ppp1r18	35866127
NM_001357865	chr17	-	35897595	35910075	Atat1	35910075
NM_001347378	chr17	-	35897595	35910075	Atat1	35910075
NM_011655	chr17	-	35833919	35838301	Tubb5	35838301
NM_001010833	chr17	+	35841497	35859670	Mdc1	35841497
NM_001163818	chr17	+	35917195	35932283	Ppp1r10	35917195
NM_013854	chr17	-	35956818	35969750	Abcf1	35969750
NM_001165892	chr17	-	35977755	35979467	Prr3	35979467
NR_035445	chr17	+	35917888	35917969	Mir1894	35917888
NR_028278	chr17	+	35947153	35953317	Gm8801	35947153
NR_030608	chr17	-	35960729	35960814	Mir877	35960814
NM_008136	chr17	+	35979954	35989462	Gnl1	35979954
NR_015618	chr17	+	35994503	36038174	A930015D03Rik	35994503
NM_008207	chr17	-	36005694	36020560	H2-T24	36020560
NM_001347382	chr17	-	36037127	36042742	H2-T22	36042742
NM_010399	chr17	-	36038408	36042692	H2-T9	36042692
NM_145487	chr17	-	35972538	35979467	Prr3	35979467
NM_001282013	chr17	-	35972538	35979825	Prr3	35979825
NM_001282025	chr17	-	35977755	35979825	Prr3	35979825
NM_001282024	chr17	-	35972538	35979467	Prr3	35979467
NM_010398	chr17	-	36029976	36032701	H2-T23	36032701
NM_001282012	chr17	-	35972538	35979023	Prr3	35979023
NM_001357740	chr17	+	35919271	35932283	Ppp1r10	35919271
NM_001359754	chr17	-	36038406	36042742	H2-T22	36042742
NM_001359755	chr17	-	36038406	36042742	H2-T22	36042742
NM_001359756	chr17	-	36038406	36042742	H2-T22	36042742
NM_010397	chr17	-	36038406	36042742	H2-T22	36042742
NM_001199967	chr17	-	36055815	36058371	Gm11127	36058371
NM_008199	chr17	-	36080188	36084249	H2-Bl	36084249
NM_001271005	chr17	-	36109029	36111676	H2-T-ps	36111676
NR_046286	chr17	-	36115870	36121444	H2-T10	36121444
NM_010395	chr17	-	36115875	36121435	H2-T10	36121435
NM_001177467	chr17	-	36127608	36129425	Gm7030	36129425
NR_033517	chr17	+	36145017	36162374	2410017I17Rik	36145017
NM_001081032	chr17	-	36164443	36168537	Gm8909	36168537
NM_026308	chr17	-	36255672	36257846	Rpp21	36257846
NM_024468	chr17	-	36258872	36272004	Trim39	36272004
NR_033619	chr17	+	36178776	36181364	Gm6623	36178776
NM_178281	chr17	-	36258872	36271433	Trim39	36271433
NM_177923	chr17	-	36284280	36286421	H2-M10.2	36286421
NM_008208	chr17	-	36185570	36190151	H2-T3	36190151
NM_001357889	chr17	-	36262604	36271431	Trim39	36271431
NM_201608	chr17	-	36365003	36368417	H2-M10.3	36368417
NM_013544	chr17	-	36322859	36326150	H2-M10.1	36326150
NM_001360498	chr17	-	36322859	36326150	H2-M10.1	36326150
NM_177635	chr17	+	36547074	36549252	H2-M11	36547074
NM_177634	chr17	-	36458916	36462329	H2-M10.4	36462329
NM_008205	chr17	-	36640424	36642644	H2-M9	36642644
NM_177636	chr17	-	36670007	36672197	H2-M1	36672197
NM_177637	chr17	+	36772909	36776235	H2-M10.5	36772909
NM_201611	chr17	+	36812174	36815566	H2-M10.6	36812174
NM_001286727	chr17	+	36837145	36859398	Trim26	36837145
NM_001286726	chr17	+	36837145	36859398	Trim26	36837145
NM_001024134	chr17	-	36860690	36867187	Trim15	36867187
NM_001177872	chr17	-	36860690	36867210	Trim15	36867210
NM_001033235	chr17	-	36881597	36890125	Trim40	36890125
NM_001172168	chr17	-	36881597	36890125	Trim40	36890125
NR_045439	chr17	+	36923791	36933432	1700031A10Rik	36923791
NM_001099632	chr17	+	36943050	36947986	Rnf39	36943050
NM_029632	chr17	-	36948354	36951792	Ppp1r11	36951792
NM_146077	chr17	+	36898129	36910217	Trim31	36898129
NM_023162	chr17	-	36954357	36958428	Znrd1	36958428
NM_011280	chr17	+	36869573	36877833	Trim10	36869573
NM_001355422	chr17	-	36954357	36958525	Znrd1	36958525
NM_001025599	chr17	+	36837145	36859398	Trim26	36837145
NM_010814	chr17	-	37010739	37023398	Mog	37023398
NM_029747	chr17	-	36977700	36981237	2410137M14Rik	36981237
NM_001115075	chr17	-	36986854	36989504	H2-M5	36989504
NM_146477	chr17	-	37085190	37086236	Olfr90	37086236
NM_001168502	chr17	+	37001162	37010729	Zfp57	37001162
NM_001168501	chr17	+	37002481	37010729	Zfp57	37002481
NM_019439	chr17	+	37045965	37074305	Gabbr1	37045965
NR_033137	chr17	+	37003665	37010729	Zfp57	37003665
NM_001013745	chr17	+	37002524	37010729	Zfp57	37002524
NM_023137	chr17	+	37193891	37196101	Ubd	37193891
NM_146456	chr17	-	37111041	37111980	Olfr92	37111980
NM_001011813	chr17	-	37151031	37151970	Olfr93	37151970
NM_001011518	chr17	-	37196805	37197966	Olfr94	37197966
NM_146513	chr17	-	37210912	37211851	Olfr95	37211851
NM_146514	chr17	+	37225126	37226068	Olfr96	37225126
NM_146512	chr17	-	37231435	37232368	Olfr97	37232368
NM_146510	chr17	-	37262732	37263662	Olfr98	37263662
NM_013819	chr17	+	37270233	37274485	H2-M3	37270233
NM_146515	chr17	-	37279500	37280418	Olfr99	37280418
NM_146834	chr17	-	37299493	37300420	Olfr101	37300420
NM_001011721	chr17	-	37313410	37314437	Olfr102	37314437
NM_207673	chr17	-	37313455	37314382	Olfr100	37314382
NM_146833	chr17	-	37336288	37337230	Olfr103	37337230
NM_146511	chr17	+	37405476	37406509	Olfr107	37405476
NM_146465	chr17	+	37445479	37446517	Olfr108	37445479
NM_146835	chr17	+	37466207	37467152	Olfr109	37466207
NM_001347387	chr17	-	37480850	37483554	H2-M2	37483554
NM_146328	chr17	+	37492467	37499674	Olfr110	37492467
NM_001005485	chr17	+	37529956	37530997	Olfr111	37529956
NM_146289	chr17	-	37574482	37575421	Olfr113	37575421
NM_146287	chr17	-	37589412	37590351	Olfr114	37590351
NM_001011753	chr17	-	37609784	37610779	Olfr115	37610779
NM_001013575	chr17	-	37563238	37569451	Olfr112	37569451
NM_146632	chr17	-	37623667	37624633	Olfr116	37624633
NM_207155	chr17	-	37659377	37660331	Olfr117	37660331
NM_213721	chr17	+	37672024	37672990	Olfr118	37672024
NM_146631	chr17	+	37725998	37726991	Olfr120	37725998
NM_001011830	chr17	+	37696684	37701720	Olfr119	37696684
NM_001360640	chr17	+	37696684	37701720	Olfr119	37696684
NM_146629	chr17	+	37748865	37753004	Olfr121	37748865
NM_146288	chr17	+	37768641	37772620	Olfr122	37768641
NM_146630	chr17	+	37795445	37796375	Olfr123	37795445
NM_147062	chr17	+	37805068	37806190	Olfr124	37805068
NM_146290	chr17	+	37834910	37836028	Olfr125	37834910
NM_146890	chr17	+	37850593	37851553	Olfr126	37850593
NM_146377	chr17	+	37903547	37904519	Olfr127	37903547
NM_206816	chr17	+	37923567	37924494	Olfr128	37923567
NM_001011829	chr17	-	37952050	37953022	Olfr761	37953022
NM_146327	chr17	-	38054598	38059784	Olfr129	38059784
NM_146487	chr17	+	38067172	38068126	Olfr130	38067172
NM_146867	chr17	-	38082031	38082976	Olfr131	38082976
NM_001005481	chr17	-	38130248	38131190	Olfr132	38131190
NM_146831	chr17	+	38148589	38149528	Olfr133	38148589
NM_146832	chr17	+	38175085	38176024	Olfr134	38175085
NM_146332	chr17	+	38208246	38209185	Olfr135	38208246
NM_130868	chr17	+	38274772	38275711	Olfr138	38274772
NM_146488	chr17	-	38304520	38305459	Olfr137	38305459
NM_146807	chr17	+	38335158	38336097	Olfr136	38335158
NM_001177587	chr17	-	38416473	38420185	Esp36	38420185
NM_001177585	chr17	+	38554191	38560621	Esp34	38554191
NM_001177586	chr17	+	38639446	38645653	Esp31	38639446
NM_001256050	chr17	+	39036694	39040227	Esp24	39036694
NM_001177582	chr17	-	39073690	39077037	Esp23	39077037
NM_001244763	chr17	+	39406358	39410992	Esp18	39406358
NM_001255977	chr17	+	39536141	39540847	Esp16	39536141
NM_001244651	chr17	+	39640956	39645667	Esp15	39640956
NM_001256051	chr17	+	39950519	39955287	Esp38	39950519
NM_031190	chr17	-	40207017	40208609	Pgk2	40208609
NM_009638	chr17	-	40293757	40319207	Crisp1	40319207
NM_001177584	chr17	+	40520021	40530702	Esp8	40520021
NM_001177529	chr17	+	40561506	40565624	Esp6	40561506
NM_001287195	chr17	+	40561506	40579549	Gm44501	40561506
NM_001287194	chr17	+	40574710	40579549	Esp5	40574710
NM_001177583	chr17	+	40598593	40602617	Esp4	40598593
NM_001038500	chr17	+	40727119	40731782	Esp1	40727119
NM_009420	chr17	-	40764733	40794146	Crisp2	40794146
NM_001204071	chr17	-	40764733	40794146	Crisp2	40794146
