Chromosome	Start	End	ID	empty_Input	empty_H3K27ac	sg1.4_H3K27ac	sg5.8_H3K27ac	class
chr19	39751192	39754192	ESCTE5708	5.3315563	12.259642	9.423517	5.6940575	RLTR9
chr19	39753633	39756633	ESCTE5709	6.6644454	7.662276	10.769734	6.761693	RLTR9
chr19	39820146	39823146	ESCTE5711	4.998334	11.493414	10.320995	10.676357	RLTR9
chr19	39829216	39832216	ESCTE5712	7.997334	6.512934	5.384867	4.9823003	RLTR9
chr19	39895890	39898890	ESCTE5714	5.664778	11.493414	10.320995	7.1175714	RLTR9
chr19	39901034	39904034	ESCTE5715	18.327225	22.986828	26.475595	19.217443	RLTR9
chr19	39957989	39960989	ESCTE5716	7.3308897	25.668623	27.373074	24.9115	RLTR9
chr19	39970175	39973175	ESCTE5717	9.330223	30.26599	20.64199	25.979136	RLTR9
chr19	40013343	40016343	ESCTE5718	0	0	0.44873893	0	RLTR9
chr19	40017007	40020007	ESCTE5719	4.998334	2.6817966	4.487389	3.2029073	RLTR9
chr19	40123864	40126864	ESCTE5720	10.663113	33.3309	26.924335	37.367252	RLTR9
chr19	41366645	41369645	ESCTE5721	19.660112	12.6427555	10.769734	12.45575	RLTR9
chr19	41418955	41421955	ESCTE5722	15.994668	10.344072	14.808384	13.523386	RLTR9
chr19	43421554	43424554	ESCTE5723	13.662112	10.344072	16.154602	9.608722	RLTR9
chr19	44024618	44027618	ESCTE5724	13.995335	12.6427555	18.847034	17.793928	RLTR9
chr19	44320488	44323488	ESCTE5725	14.328557	15.707665	17.052078	18.505686	RLTR9
chr19	44327187	44330187	ESCTE5727	10.996335	10.344072	9.872256	8.541086	RLTR9
chr19	46804061	46807061	ESCTE5728	13.662112	27.201078	33.20668	44.840702	RLTR9
chr19	47168758	47171758	ESCTE5729	18.327225	17.623234	14.808384	11.388115	RLTR9
chr19	47171884	47174884	ESCTE5730	14.328557	22.2206	14.359646	19.217443	RLTR9
chr19	49884015	49887015	ESCTE5731	9.996668	8.428503	5.833606	8.541086	RLTR9
chr19	50019327	50022327	ESCTE5732	8.330557	8.045389	5.384867	5.3381786	RLTR9
chr19	50387625	50390625	ESCTE5733	9.330223	5.746707	10.320995	7.47345	RLTR9
chr19	51739706	51742706	ESCTE5736	7.3308897	14.17521	17.500818	17.082172	RLTR9
chr19	51740072	51743072	ESCTE5737	8.663778	12.6427555	14.359646	15.302779	RLTR9
chr19	51740312	51743312	ESCTE5738	8.663778	12.6427555	15.257123	14.235143	RLTR9
chr19	51740904	51743904	ESCTE5739	8.663778	13.025868	16.154602	13.523386	RLTR9
chr19	51846962	51849962	ESCTE5740	3.998667	4.2142515	5.384867	5.6940575	RLTR9
chr19	58604718	58607718	ESCTE5741	11.996001	11.876528	8.077301	12.811629	RLTR9
chr19	59203312	59206312	ESCTE5742	11.996001	9.9609585	8.974778	13.167507	RLTR9
chr19	60318490	60321490	ESCTE5743	7.997334	9.9609585	5.833606	7.47345	RLTR9
chr19	61185707	61188707	ESCTE5744	9.996668	5.746707	8.974778	7.8293285	RLTR9
chr19	61209041	61212041	ESCTE5745	11.662779	8.811617	6.731084	11.388115	RLTR9
chr19	61283303	61286303	ESCTE5746	11.329556	21.071259	13.910907	19.573322	RLTR9
chr19	61284689	61287689	ESCTE5747	10.32989	16.857006	13.462168	17.438051	RLTR9
chr19	61319661	61322661	ESCTE5748	16.994335	22.986828	19.295774	17.438051	RLTR9
chrX	3255142	3258142	ESCTE5749	5.664778	3.0649104	2.2436945	3.5587857	RLTR9
chrX	3287503	3290503	ESCTE5750	6.331223	7.279162	3.5899115	4.270543	RLTR9
chrX	3293169	3296169	ESCTE5751	1.6661114	3.448024	1.7949557	2.1352715	RLTR9
chrX	3347766	3350766	ESCTE5752	0.33322227	0	0	0.3558786	RLTR9
chrX	3541191	3544191	ESCTE5753	0	0	0	0	RLTR9
chrX	3679710	3682710	ESCTE5754	2.9990003	1.5324552	2.6924336	0.3558786	RLTR9
chrX	3729745	3732745	ESCTE5755	2.3325558	0.3831138	0.89747787	0.3558786	RLTR9
chrX	3815193	3818193	ESCTE5756	1.3328891	0.3831138	2.2436945	1.0676358	RLTR9
chrX	3846449	3849449	ESCTE5757	2.6657782	1.1493413	1.7949557	3.2029073	RLTR9
chrX	3852041	3855041	ESCTE5758	2.6657782	2.2986827	1.7949557	2.4911501	RLTR9
chrX	3929738	3932738	ESCTE5759	0	0	0	0	RLTR9
chrX	3975354	3978354	ESCTE5760	2.6657782	0.7662276	0	0.3558786	RLTR9
chrX	4062087	4065087	ESCTE5761	3.3322227	1.915569	1.7949557	2.4911501	RLTR9
chrX	4100808	4103808	ESCTE5762	0.66644454	0.7662276	0.44873893	0.3558786	RLTR9
chrX	4106400	4109400	ESCTE5763	0.99966675	1.1493413	3.1411724	1.4235144	RLTR9
chrX	4176066	4179066	ESCTE5764	0	0.7662276	0.44873893	0.3558786	RLTR9
chrX	4263844	4266844	ESCTE5765	0	0	0	0	RLTR9
chrX	4308778	4311778	ESCTE5766	0	0	0	0	RLTR9
chrX	4394971	4397971	ESCTE5767	0.66644454	0	0	0	RLTR9
chrX	4433710	4436710	ESCTE5768	0.99966675	1.1493413	0.44873893	0	RLTR9
chrX	4439268	4442268	ESCTE5769	0.33322227	0	2.2436945	0.7117572	RLTR9
chrX	4479492	4482492	ESCTE5770	2.6657782	1.5324552	0	3.5587857	RLTR9
chrX	4608503	4611503	ESCTE5771	0.99966675	0	0.44873893	1.7793928	RLTR9
chrX	4655714	4658714	ESCTE5772	3.998667	0.3831138	4.0386505	1.7793928	RLTR9
chrX	4661298	4664298	ESCTE5773	1.6661114	3.0649104	2.6924336	2.4911501	RLTR9
chrX	4824668	4827668	ESCTE5774	0	0	0	0	RLTR9
chrX	4863932	4866932	ESCTE5775	0.99966675	0.3831138	0.89747787	0.7117572	RLTR9
chrX	4869547	4872547	ESCTE5776	0	0.3831138	0	1.4235144	RLTR9
chrX	4931623	4934623	ESCTE5777	0.66644454	0	0.44873893	0.3558786	RLTR9
chrX	5109921	5112921	ESCTE5778	1.3328891	0	0.44873893	0.3558786	RLTR9
chrX	5254961	5257961	ESCTE5779	3.998667	3.831138	3.5899115	2.8470287	RLTR9
chrX	5309252	5312252	ESCTE5780	5.3315563	6.129821	8.526039	3.5587857	RLTR9
chrX	5314765	5317765	ESCTE5781	3.998667	2.6817966	0.44873893	2.4911501	RLTR9
chrX	5359140	5362140	ESCTE5782	3.3322227	1.5324552	0	2.4911501	RLTR9
chrX	5629741	5632741	ESCTE5783	4.331889	4.9804792	2.6924336	3.5587857	RLTR9
chrX	7810075	7813075	ESCTE5785	8.663778	11.1103	11.667212	14.235143	RLTR9
chrX	9473706	9476706	ESCTE5788	5.3315563	28.733534	36.34785	40.570156	RLTR9
chrX	9486535	9489535	ESCTE5789	6.331223	14.17521	17.949556	11.388115	RLTR9
chrX	13205140	13208140	ESCTE5791	8.997001	34.48024	33.20668	49.111244	RLTR9
chrX	13296014	13299014	ESCTE5792	6.331223	51.337246	40.3865	64.769905	RLTR9
chrX	13304550	13307550	ESCTE5793	9.663445	19.921917	14.808384	19.573322	RLTR9
chrX	15670913	15673913	ESCTE5796	4.6651115	3.831138	4.487389	2.4911501	RLTR9
chrX	15818765	15821765	ESCTE5797	6.9976673	5.746707	4.487389	2.4911501	RLTR9
chrX	15827694	15830694	ESCTE5798	5.3315563	3.0649104	2.2436945	5.6940575	RLTR9
chrX	16599888	16602888	ESCTE5800	2.9990003	5.363593	5.384867	6.049936	RLTR9
chrX	16600818	16603818	ESCTE5801	1.9993335	5.746707	7.179823	6.761693	RLTR9
chrX	17106857	17109857	ESCTE5802	4.6651115	5.363593	3.5899115	5.3381786	RLTR9
chrX	17110612	17113612	ESCTE5803	6.9976673	8.811617	4.936128	6.761693	RLTR9
chrX	17112498	17115498	ESCTE5804	4.998334	7.279162	4.0386505	7.47345	RLTR9
chrX	17225599	17228599	ESCTE5805	5.3315563	8.045389	8.077301	3.5587857	RLTR9
chrX	17775017	17778017	ESCTE5807	5.664778	6.129821	3.1411724	4.9823003	RLTR9
chrX	17788743	17791743	ESCTE5808	5.664778	9.577845	5.833606	9.964601	RLTR9
chrX	17801433	17804433	ESCTE5809	5.664778	6.129821	5.833606	5.3381786	RLTR9
chrX	17807745	17810745	ESCTE5810	9.330223	7.662276	9.872256	7.8293285	RLTR9
chrX	17816289	17819289	ESCTE5811	8.330557	17.24012	15.705862	17.793928	RLTR9
chrX	17823900	17826900	ESCTE5812	6.6644454	6.129821	4.487389	5.6940575	RLTR9
chrX	18044053	18047053	ESCTE5814	4.331889	4.5973654	3.5899115	3.9146643	RLTR9
chrX	18047387	18050387	ESCTE5815	5.3315563	9.577845	7.6285615	11.032236	RLTR9
chrX	18055552	18058552	ESCTE5816	4.998334	5.363593	3.1411724	4.9823003	RLTR9
chrX	18098762	18101762	ESCTE5817	6.9976673	4.9804792	8.526039	6.4058146	RLTR9
chrX	18285086	18288086	ESCTE5818	5.3315563	4.5973654	5.833606	6.761693	RLTR9
chrX	18311527	18314527	ESCTE5819	5.3315563	5.746707	5.833606	5.3381786	RLTR9
chrX	18358201	18361201	ESCTE5820	7.664112	6.512934	5.384867	6.4058146	RLTR9
chrX	18372504	18375504	ESCTE5821	5.664778	3.0649104	6.282345	5.3381786	RLTR9
chrX	18374977	18377977	ESCTE5822	3.6654449	4.2142515	3.5899115	4.6264215	RLTR9
chrX	18382939	18385939	ESCTE5823	6.6644454	8.045389	8.526039	5.6940575	RLTR9
chrX	18387843	18390843	ESCTE5824	9.330223	9.194731	7.6285615	11.388115	RLTR9
chrX	18781416	18784416	ESCTE5827	5.664778	5.746707	7.179823	5.3381786	RLTR9
chrX	18786773	18789773	ESCTE5828	4.331889	5.363593	4.936128	5.3381786	RLTR9
chrX	18890604	18893604	ESCTE5832	5.664778	2.6817966	6.731084	4.6264215	RLTR9
chrX	18890798	18893798	ESCTE5833	4.6651115	2.6817966	6.731084	4.6264215	RLTR9
chrX	18907871	18910871	ESCTE5834	6.6644454	4.5973654	4.0386505	6.049936	RLTR9
chrX	19589040	19592040	ESCTE5836	3.998667	5.746707	2.2436945	3.2029073	RLTR9
chrX	20352596	20355596	ESCTE5837	8.330557	10.727186	10.769734	8.185207	RLTR9
chrX	20788537	20791537	ESCTE5838	8.997001	13.408982	8.077301	13.879265	RLTR9
chrX	21577033	21580033	ESCTE5839	5.3315563	6.512934	4.487389	5.6940575	RLTR9
chrX	22153064	22156064	ESCTE5840	3.6654449	11.1103	4.487389	9.608722	RLTR9
chrX	22451946	22454946	ESCTE5841	2.9990003	4.9804792	3.5899115	2.4911501	RLTR9
chrX	23066435	23069435	ESCTE5842	5.9980006	3.448024	7.6285615	4.6264215	RLTR9
chrX	23069572	23072572	ESCTE5843	2.9990003	4.9804792	3.1411724	2.8470287	RLTR9
chrX	23924537	23927537	ESCTE5844	5.9980006	8.428503	4.936128	7.8293285	RLTR9
chrX	24058834	24061834	ESCTE5847	3.6654449	4.2142515	2.6924336	4.270543	RLTR9
chrX	24114103	24117103	ESCTE5848	0	0	0	0	RLTR9
chrX	24195592	24198592	ESCTE5849	0	0.3831138	0.44873893	0.7117572	RLTR9
chrX	24301169	24304169	ESCTE5850	2.9990003	3.831138	4.487389	4.6264215	RLTR9
chrX	24353429	24356429	ESCTE5851	4.331889	5.746707	5.384867	5.3381786	RLTR9
chrX	24646136	24649136	ESCTE5852	0.66644454	2.2986827	3.1411724	1.4235144	RLTR9
chrX	24713884	24716884	ESCTE5853	2.9990003	2.2986827	2.6924336	3.5587857	RLTR9
chrX	25047722	25050722	ESCTE5854	0	0	0	0	RLTR9
chrX	25452286	25455286	ESCTE5855	2.9990003	1.915569	2.6924336	1.0676358	RLTR9
chrX	25511644	25514644	ESCTE5856	1.6661114	0.7662276	2.6924336	0.7117572	RLTR9
chrX	25709588	25712588	ESCTE5857	2.6657782	1.915569	2.2436945	1.7793928	RLTR9
chrX	25779124	25782124	ESCTE5858	1.3328891	4.5973654	4.487389	0.7117572	RLTR9
chrX	25939094	25942094	ESCTE5859	1.9993335	2.2986827	1.3462168	0.7117572	RLTR9
chrX	26156130	26159130	ESCTE5860	0.33322227	0.7662276	1.7949557	1.4235144	RLTR9
chrX	26156401	26159401	ESCTE5861	0.66644454	1.915569	2.6924336	3.9146643	RLTR9
chrX	26376619	26379619	ESCTE5862	0.66644454	0.3831138	0.44873893	1.4235144	RLTR9
chrX	26428126	26431126	ESCTE5863	0.99966675	1.1493413	0.89747787	3.9146643	RLTR9
chrX	26428397	26431397	ESCTE5864	2.3325558	1.5324552	2.6924336	3.5587857	RLTR9
chrX	26832356	26835356	ESCTE5865	2.6657782	4.2142515	3.5899115	1.7793928	RLTR9
chrX	27226610	27229610	ESCTE5866	0	0	0	0.7117572	RLTR9
chrX	27417532	27420532	ESCTE5867	0	0	0	0	RLTR9
chrX	27869312	27872312	ESCTE5868	0	0	0	0	RLTR9
chrX	28221381	28224381	ESCTE5869	0	0	0	0	RLTR9
chrX	28530281	28533281	ESCTE5870	0	0	0	0	RLTR9
chrX	28877073	28880073	ESCTE5871	0	0	0	0	RLTR9
chrX	29525555	29528555	ESCTE5872	1.3328891	0.3831138	0.44873893	0	RLTR9
chrX	29701487	29704487	ESCTE5873	0.33322227	0.7662276	0.44873893	0.7117572	RLTR9
chrX	30050881	30053881	ESCTE5874	0.33322227	1.1493413	0	1.0676358	RLTR9
chrX	30258430	30261430	ESCTE5875	0	0.3831138	0	0	RLTR9
chrX	30386613	30389613	ESCTE5876	0	0.3831138	0	0	RLTR9
chrX	30771209	30774209	ESCTE5877	0	0	0	0	RLTR9
chrX	30911789	30914789	ESCTE5878	0	0	0	0	RLTR9
chrX	31195599	31198599	ESCTE5879	8.663778	9.577845	9.872256	12.811629	RLTR9
chrX	31236228	31239228	ESCTE5880	12.329224	10.727186	8.077301	7.47345	RLTR9
chrX	31241778	31244778	ESCTE5881	8.330557	7.279162	9.872256	8.185207	RLTR9
chrX	31274088	31277088	ESCTE5882	1.6661114	2.2986827	0	0	RLTR9
chrX	31356509	31359509	ESCTE5883	0	0	0	0	RLTR9
chrX	31401451	31404451	ESCTE5884	0	0	0	0	RLTR9
chrX	31596494	31599494	ESCTE5885	1.3328891	0.3831138	0.44873893	0.7117572	RLTR9
chrX	31628762	31631762	ESCTE5886	2.3325558	1.915569	3.1411724	1.0676358	RLTR9
chrX	31943661	31946661	ESCTE5887	0	0.7662276	0.44873893	0	RLTR9
chrX	31949274	31952274	ESCTE5888	0.33322227	0.7662276	0.44873893	0.3558786	RLTR9
chrX	32000890	32003890	ESCTE5889	0	0.3831138	0	0.7117572	RLTR9
chrX	32146824	32149824	ESCTE5890	1.9993335	1.5324552	2.2436945	1.7793928	RLTR9
chrX	32179059	32182059	ESCTE5891	1.3328891	0	0	0.3558786	RLTR9
chrX	32216223	32219223	ESCTE5892	0.66644454	0.7662276	0.44873893	0.7117572	RLTR9
chrX	32302823	32305823	ESCTE5893	1.9993335	0.3831138	1.7949557	1.7793928	RLTR9
chrX	32457550	32460550	ESCTE5894	0	0.3831138	0.44873893	0.3558786	RLTR9
chrX	32494747	32497747	ESCTE5895	0.99966675	0.3831138	0.89747787	0.3558786	RLTR9
chrX	32585692	32588692	ESCTE5896	4.998334	4.5973654	6.282345	4.270543	RLTR9
chrX	32632295	32635295	ESCTE5897	2.3325558	1.5324552	2.2436945	2.4911501	RLTR9
chrX	32637903	32640903	ESCTE5898	1.6661114	1.5324552	0.89747787	1.0676358	RLTR9
chrX	32676226	32679226	ESCTE5899	1.9993335	1.915569	1.3462168	0.3558786	RLTR9
chrX	32750663	32753663	ESCTE5900	1.3328891	0.3831138	1.3462168	2.1352715	RLTR9
chrX	32917104	32920104	ESCTE5901	1.6661114	1.915569	0.89747787	1.0676358	RLTR9
chrX	32998272	33001272	ESCTE5902	0.99966675	1.1493413	0.44873893	0	RLTR9
chrX	33038003	33041003	ESCTE5903	1.9993335	0.7662276	0.44873893	0	RLTR9
chrX	33043598	33046598	ESCTE5904	0	0.3831138	0	0	RLTR9
chrX	33075227	33078227	ESCTE5905	4.998334	4.9804792	3.5899115	5.6940575	RLTR9
chrX	33216234	33219234	ESCTE5906	0.33322227	1.1493413	0.44873893	0.7117572	RLTR9
chrX	33221844	33224844	ESCTE5907	0.33322227	0	0.44873893	0.3558786	RLTR9
chrX	33264627	33267627	ESCTE5908	0	0	0	0	RLTR9
chrX	33337686	33340686	ESCTE5909	0.33322227	0	0.89747787	1.0676358	RLTR9
chrX	33381129	33384129	ESCTE5910	1.9993335	3.0649104	4.487389	3.5587857	RLTR9
chrX	33386706	33389706	ESCTE5911	4.331889	3.448024	1.3462168	2.1352715	RLTR9
chrX	33456295	33459295	ESCTE5912	0.33322227	0	0	1.0676358	RLTR9
chrX	33487515	33490515	ESCTE5913	0	0	0	0.3558786	RLTR9
chrX	33500242	33503242	ESCTE5914	0	0.7662276	0.44873893	0	RLTR9
chrX	33543226	33546226	ESCTE5915	0.33322227	0.7662276	1.3462168	0.3558786	RLTR9
chrX	33594875	33597875	ESCTE5916	1.3328891	1.1493413	0	0.7117572	RLTR9
chrX	33680356	33683356	ESCTE5917	0.66644454	0	0	0.7117572	RLTR9
chrX	33756100	33759100	ESCTE5918	1.9993335	0.7662276	1.3462168	0.3558786	RLTR9
chrX	33788333	33791333	ESCTE5919	1.9993335	1.1493413	0.89747787	1.4235144	RLTR9
chrX	33793899	33796899	ESCTE5920	0.66644454	0.7662276	0	0.7117572	RLTR9
chrX	33855975	33858975	ESCTE5921	0.33322227	0	0.89747787	0.3558786	RLTR9
chrX	34008180	34011180	ESCTE5922	2.9990003	0.7662276	0.44873893	2.1352715	RLTR9
chrX	34134194	34137194	ESCTE5923	0	0.3831138	0	0.7117572	RLTR9
chrX	34215375	34218375	ESCTE5924	0.99966675	1.915569	0.44873893	0.7117572	RLTR9
chrX	34255111	34258111	ESCTE5925	0.99966675	1.1493413	2.2436945	0.7117572	RLTR9
chrX	34260667	34263667	ESCTE5926	0	0.3831138	1.3462168	0	RLTR9
chrX	34309905	34312905	ESCTE5927	2.6657782	0.7662276	1.3462168	0.7117572	RLTR9
chrX	34543980	34546980	ESCTE5928	1.3328891	0	0.44873893	0.3558786	RLTR9
chrX	34588736	34591736	ESCTE5929	1.9993335	1.1493413	1.7949557	1.0676358	RLTR9
chrX	34594328	34597328	ESCTE5930	1.6661114	1.5324552	0	1.4235144	RLTR9
chrX	34801179	34804179	ESCTE5931	0	0	0	0	RLTR9
chrX	35142037	35145037	ESCTE5932	0	0	0	0	RLTR9
chrX	35332914	35335914	ESCTE5933	0	1.915569	0	0	RLTR9
chrX	35473440	35476440	ESCTE5934	0.33322227	0	0	0.3558786	RLTR9
chrX	35562557	35565557	ESCTE5935	4.998334	4.9804792	3.5899115	3.5587857	RLTR9
chrX	35713286	35716286	ESCTE5936	7.997334	4.5973654	3.5899115	3.5587857	RLTR9
chrX	36784461	36787461	ESCTE5937	9.996668	11.1103	11.667212	11.388115	RLTR9
chrX	40285609	40288609	ESCTE5938	5.664778	4.9804792	6.731084	3.5587857	RLTR9
chrX	40707271	40710271	ESCTE5939	4.331889	17.24012	13.462168	16.726294	RLTR9
chrX	41930487	41933487	ESCTE5940	7.664112	6.896048	7.179823	9.252843	RLTR9
chrX	41930869	41933869	ESCTE5941	6.6644454	7.662276	6.282345	9.964601	RLTR9
chrX	42741774	42744774	ESCTE5942	2.9990003	4.2142515	4.0386505	3.5587857	RLTR9
chrX	45425280	45428280	ESCTE5944	0.99966675	3.448024	2.2436945	2.8470287	RLTR9
chrX	45843909	45846909	ESCTE5945	4.6651115	6.512934	4.487389	4.9823003	RLTR9
chrX	45853218	45856218	ESCTE5946	5.664778	11.876528	6.731084	10.320478	RLTR9
chrX	45855825	45858825	ESCTE5947	3.6654449	5.363593	6.731084	5.6940575	RLTR9
chrX	46507145	46510145	ESCTE5948	6.331223	3.0649104	4.0386505	3.9146643	RLTR9
chrX	46532627	46535627	ESCTE5949	6.9976673	4.2142515	8.526039	6.4058146	RLTR9
chrX	46535782	46538782	ESCTE5950	5.9980006	6.512934	4.936128	4.270543	RLTR9
chrX	51711806	51714806	ESCTE5951	8.330557	3.448024	2.6924336	3.5587857	RLTR9
chrX	53885321	53888321	ESCTE5952	5.3315563	6.512934	3.1411724	3.5587857	RLTR9
chrX	54039786	54042786	ESCTE5953	3.6654449	5.363593	4.0386505	3.2029073	RLTR9
chrX	54113558	54116558	ESCTE5954	5.3315563	3.831138	3.5899115	2.8470287	RLTR9
chrX	54157741	54160741	ESCTE5955	5.664778	4.5973654	2.6924336	6.049936	RLTR9
chrX	54170734	54173734	ESCTE5956	4.6651115	0.7662276	4.487389	4.270543	RLTR9
chrX	54224849	54227849	ESCTE5957	2.9990003	1.5324552	1.3462168	2.1352715	RLTR9
chrX	54291922	54294922	ESCTE5958	0	0.3831138	0	0	RLTR9
chrX	54308195	54311195	ESCTE5959	0	0	0	0	RLTR9
chrX	54433335	54436335	ESCTE5960	0	0	0	0	RLTR9
chrX	54524387	54527387	ESCTE5961	0	0.3831138	0	0.3558786	RLTR9
chrX	54615392	54618392	ESCTE5962	0	0	0	0	RLTR9
chrX	54706407	54709407	ESCTE5963	0	0	0	0	RLTR9
chrX	54804063	54807063	ESCTE5964	0	0	0	0	RLTR9
chrX	54947327	54950327	ESCTE5965	0	0	0	0	RLTR9
chrX	54963600	54966600	ESCTE5966	0	0	0	0	RLTR9
chrX	55012440	55015440	ESCTE5967	0	0	0	0	RLTR9
chrX	55171132	55174132	ESCTE5968	0	0	0	0.3558786	RLTR9
chrX	55220092	55223092	ESCTE5969	0.33322227	0.7662276	0	0	RLTR9
chrX	55303918	55306918	ESCTE5970	3.6654449	3.448024	3.1411724	3.5587857	RLTR9
chrX	55377123	55380123	ESCTE5971	3.6654449	2.2986827	3.5899115	2.8470287	RLTR9
chrX	55422220	55425220	ESCTE5972	2.6657782	1.1493413	1.7949557	2.4911501	RLTR9
chrX	55483632	55486632	ESCTE5973	2.6657782	1.1493413	1.7949557	3.5587857	RLTR9
chrX	55499960	55502960	ESCTE5974	2.6657782	1.5324552	2.2436945	1.0676358	RLTR9
chrX	55545745	55548745	ESCTE5975	2.9990003	1.1493413	0.89747787	1.0676358	RLTR9
chrX	55608268	55611268	ESCTE5976	2.3325558	3.0649104	2.2436945	3.5587857	RLTR9
chrX	55633186	55636186	ESCTE5977	2.3325558	1.5324552	2.2436945	1.7793928	RLTR9
chrX	55692853	55695853	ESCTE5978	4.331889	5.363593	2.2436945	4.270543	RLTR9
chrX	55789874	55792874	ESCTE5979	0.33322227	0.3831138	0.89747787	0.7117572	RLTR9
chrX	55832275	55835275	ESCTE5980	2.6657782	4.5973654	5.384867	3.2029073	RLTR9
chrX	57582926	57585926	ESCTE5981	7.997334	6.896048	5.833606	3.9146643	RLTR9
chrX	58406575	58409575	ESCTE5982	4.331889	4.5973654	4.0386505	3.5587857	RLTR9
chrX	61726084	61729084	ESCTE5983	6.6644454	18.772575	12.56469	22.064472	RLTR9
chrX	61726671	61729671	ESCTE5984	7.664112	20.30503	16.154602	25.979136	RLTR9
chrX	62646155	62649155	ESCTE5985	5.664778	2.2986827	4.0386505	3.2029073	RLTR9
chrX	62649876	62652876	ESCTE5986	3.6654449	2.2986827	4.487389	2.8470287	RLTR9
chrX	62654543	62657543	ESCTE5987	4.331889	4.5973654	5.384867	6.4058146	RLTR9
chrX	62655336	62658336	ESCTE5988	4.6651115	6.512934	5.833606	5.6940575	RLTR9
chrX	62655530	62658530	ESCTE5989	4.998334	6.129821	5.833606	5.6940575	RLTR9
chrX	62685574	62688574	ESCTE5990	4.998334	4.2142515	3.1411724	3.2029073	RLTR9
chrX	62697007	62700007	ESCTE5991	5.9980006	6.512934	3.1411724	4.270543	RLTR9
chrX	62744598	62747598	ESCTE5992	5.664778	3.448024	4.487389	5.3381786	RLTR9
chrX	63035375	63038375	ESCTE5993	5.664778	8.428503	7.6285615	8.185207	RLTR9
chrX	63036495	63039495	ESCTE5994	7.664112	9.577845	8.077301	10.320478	RLTR9
chrX	63042105	63045105	ESCTE5995	5.664778	10.727186	10.320995	16.726294	RLTR9
chrX	63367414	63370414	ESCTE5996	5.3315563	3.831138	4.487389	6.761693	RLTR9
chrX	63651590	63654590	ESCTE5997	4.998334	1.915569	3.1411724	2.1352715	RLTR9
chrX	63667818	63670818	ESCTE5998	3.6654449	2.6817966	4.487389	2.4911501	RLTR9
chrX	63735464	63738464	ESCTE5999	1.9993335	6.512934	3.1411724	2.1352715	RLTR9
chrX	63738668	63741668	ESCTE6000	3.6654449	2.6817966	3.5899115	4.270543	RLTR9
chrX	63816511	63819511	ESCTE6001	2.6657782	4.9804792	2.6924336	4.9823003	RLTR9
chrX	64149939	64152939	ESCTE6002	6.6644454	3.0649104	6.731084	4.9823003	RLTR9
chrX	64503689	64506689	ESCTE6003	4.331889	4.9804792	7.179823	9.252843	RLTR9
chrX	64743040	64746040	ESCTE6004	1.3328891	3.0649104	2.2436945	1.7793928	RLTR9
chrX	64937930	64940930	ESCTE6005	5.9980006	4.5973654	3.1411724	4.270543	RLTR9
chrX	64954435	64957435	ESCTE6006	7.997334	3.831138	7.179823	4.270543	RLTR9
chrX	65104374	65107374	ESCTE6008	8.330557	4.5973654	6.731084	3.2029073	RLTR9
chrX	65439154	65442154	ESCTE6009	2.6657782	1.915569	2.6924336	2.1352715	RLTR9
chrX	65460143	65463143	ESCTE6010	3.998667	2.6817966	2.6924336	2.8470287	RLTR9
chrX	65515954	65518954	ESCTE6011	4.331889	3.448024	2.2436945	4.270543	RLTR9
chrX	65517901	65520901	ESCTE6012	3.6654449	2.2986827	1.7949557	4.270543	RLTR9
chrX	65736803	65739803	ESCTE6013	3.6654449	3.448024	4.487389	4.270543	RLTR9
chrX	65738168	65741168	ESCTE6014	3.6654449	4.9804792	2.6924336	5.3381786	RLTR9
chrX	66062293	66065293	ESCTE6015	4.6651115	2.2986827	3.5899115	2.8470287	RLTR9
chrX	66085934	66088934	ESCTE6016	5.3315563	4.2142515	3.5899115	2.8470287	RLTR9
chrX	66529005	66532005	ESCTE6017	2.9990003	2.6817966	3.1411724	2.1352715	RLTR9
chrX	66530554	66533554	ESCTE6018	4.6651115	3.831138	1.3462168	1.7793928	RLTR9
chrX	66769339	66772339	ESCTE6019	4.6651115	3.831138	4.0386505	9.964601	RLTR9
chrX	67947224	67950224	ESCTE6020	3.998667	6.896048	2.2436945	6.761693	RLTR9
chrX	68490707	68493707	ESCTE6021	4.331889	23.369942	25.12938	28.826164	RLTR9
chrX	69033539	69036539	ESCTE6022	4.998334	4.9804792	4.487389	4.270543	RLTR9
chrX	69674272	69677272	ESCTE6023	3.3322227	2.2986827	3.5899115	2.8470287	RLTR9
chrX	70326277	70329277	ESCTE6024	4.998334	19.538803	10.320995	14.9469	RLTR9
chrX	71885065	71888065	ESCTE6025	5.9980006	4.9804792	3.1411724	2.4911501	RLTR9
chrX	74530219	74533219	ESCTE6026	5.664778	4.9804792	4.487389	7.1175714	RLTR9
chrX	74972491	74975491	ESCTE6027	4.998334	4.5973654	7.179823	4.6264215	RLTR9
chrX	74984165	74987165	ESCTE6028	5.9980006	4.5973654	4.487389	3.5587857	RLTR9
chrX	75676637	75679637	ESCTE6029	5.664778	1.915569	4.0386505	3.5587857	RLTR9
chrX	76260133	76263133	ESCTE6031	5.3315563	15.324552	10.320995	14.235143	RLTR9
chrX	76429447	76432447	ESCTE6032	4.998334	4.5973654	3.5899115	3.9146643	RLTR9
chrX	76530516	76533516	ESCTE6033	3.998667	3.831138	3.5899115	2.4911501	RLTR9
chrX	76623493	76626493	ESCTE6034	2.9990003	4.9804792	6.282345	3.9146643	RLTR9
