Probe	Chromosome	Start	End	Strand	ES_E14	ES_J1	TS_EGFP	TS_Rs26
Ppp2r5e	12	75450883	75596200	-	3.1128912	2.8539457	2.8297338	3.109369
Wdr89	12	75630594	75669537	-	2.6757746	2.6701546	2.339078	2.1052794
Sgpp1	12	75714248	75735729	-	-1.6554866	-0.07764562	2.3103447	1.96636
Syne2	12	75818134	76110926	+	-0.49492407	-0.5259301	-1.4243814	-0.17095225
Esr2	12	76120419	76177259	-	-6.922386	-3.488935	-6.688767	-4.3700247
Tex21	12	76198692	76246746	-	-0.1979649	0.16939703	-6.182438	-0.12673013
Mthfd1	12	76255232	76319820	+	5.8325644	5.8295307	5.2513022	5.3125052
Akap5	12	76324891	76334153	+	-0.46537805	-0.9077474	-2.459565	-0.4818594
Zbtb25	12	76347782	76369602	-	0.59227353	0.93826187	0.22385661	0.2430387
Zbtb1	12	76370266	76396950	+	1.0388637	0.77686465	0.9332572	0.78267
Hspa2	12	76404176	76406934	+	-0.29446423	-0.18782337	0.9096106	1.3430647
Ppp1r36	12	76417599	76439473	+	-2.5216196	-1.7986618	-4.4579253	-5.139183
Gm10451	12	76444560	76451336	+	1.6450918	1.3940448	-5.7651453	-5.446403
Plekhg3	12	76533560	76579039	+	0.95941293	0.5163147	3.5445886	3.961726
Spnb1	12	76580488	76710547	-	-0.3054165	-0.04955205	-2.45194	-1.5768044
Churc1	12	76765538	76783180	+	1.5824119	1.4191041	1.1351366	1.1110833
Fntb	12	76765589	76921412	+	2.100989	1.9222896	2.6243277	2.6880603
Gpx2	12	76792335	76795554	-	-1.5636145	-1.5086749	-5.1824384	-4.8636956
Rab15	12	76797960	76822908	-	0.9042589	0.49156752	1.0518641	2.4094691
Max	12	76937269	76962248	-	4.542723	4.445469	4.2567396	4.2624354
Fut8	12	77238104	77476338	+	1.0652305	1.302172	2.6326165	2.978961
Gphn	12	78226655	78684767	+	0.48309737	0.47597584	0.14435406	-1.5244126
Fam71d	12	78691535	78734513	+	-6.1478753	-5.7144246	-5.914256	-5.595514
Mpp5	12	78748947	78840711	+	2.6465406	2.8116086	1.9799278	2.6092896
Atp6v1d	12	78842989	78861638	-	4.436388	4.2802534	4.6433883	4.5533485
Eif2s1	12	78861819	78887010	+	5.7801704	5.9590826	6.1689143	5.874839
Plek2	12	78888691	78906964	-	-1.9262645	0.092149176	-1.429611	-2.4734387
Tmem229b	12	78961795	79007627	-	-2.4587476	-1.9350988	-1.3979651	-0.77311957
Plekhh1	12	79029163	79081648	+	0.28889692	-0.082460105	1.343642	2.4279191
Pigh	12	79080673	79089670	-	1.0237242	0.92572826	1.6384333	1.8777415
Arg2	12	79130777	79156301	+	0.33787802	-2.4436839	-5.4508705	-5.1321282
Vti1b	12	79156017	79172667	-	4.1193647	4.3389773	4.227583	3.9990776
Rdh11	12	79174337	79192293	-	1.6481508	1.9661245	2.4393466	3.495557
Rdh12	12	79208914	79222665	+	-3.1545365	-2.721085	-6.5058794	-5.1871376
Zfyve26	12	79232347	79296282	-	0.4409689	0.16449912	0.5496297	0.6419665
Rad51l1	12	79297351	79508656	+	-0.9999376	-1.2445583	-1.9589635	-0.86261356
Zfp36l1	12	80107760	80113013	-	2.9299784	3.1245017	-0.07117877	1.611975
Actn1	12	80167542	80260371	-	4.2755623	4.5829883	5.1239133	5.5203967
Gm20727	12	80271509	80271661	+	-2.6141007	-2.1806493	-2.3804812	-2.061739
Dcaf5	12	80335847	80436601	-	0.7514017	1.0309956	3.3824916	2.7879984
Exd2	12	80463095	80498135	+	0.7190717	1.3052579	1.194825	1.0587722
Galntl1	12	80518990	80603896	+	-3.3339927	-3.2484648	-7.0597315	-6.5889864
Erh	12	80634022	80644341	-	6.75986	6.6129956	6.959121	6.0410047
Slc39a9	12	80644215	80683341	+	1.132969	1.138517	1.1441958	1.8091137
0610009B14Rik	12	80686370	80692466	-	-5.239356	-4.8059044	-5.005737	-3.5349913
3830431G21Rik	12	80692591	80724214	+	-0.18253899	-0.4480856	-3.3297417	-2.2740338
Gm1568	12	80754046	80760541	-	-5.6626034	-3.9072244	-7.5809875	-7.262245
4933426M11Rik	12	80790532	80880832	+	1.9708139	1.4914874	2.2125838	2.7426455
Srsf5	12	80945504	80950507	+	6.2141666	5.645045	6.3113775	5.6147203
Slc10a1	12	80953185	80968079	-	-4.9137936	-5.4803424	-5.6801744	-5.513435
Smoc1	12	81026808	81186414	+	1.6348256	1.5657765	-0.36754057	0.6636252
Slc8a3	12	81197915	81333180	-	-5.5119104	-6.0784593	-5.693329	-3.637621
Gm20498	12	81358860	81532905	-	1.8265542	1.8611392	2.5138912	2.4167476
Cox16	12	81359026	81485127	-	0.9052245	0.9481391	1.3942548	1.4461359
Gm4787	12	81377136	81379382	-	-3.5311391	-3.3200803	-6.256878	-2.6162074
Adam4	12	81419443	81421946	-	-2.4947283	-4.061277	-6.4131126	-2.4829352
Synj2bp	12	81497941	81532911	-	2.4256055	2.206435	2.5205767	2.5247188
Gm17191	12	81532035	81533358	-	-4.0606165	-3.627165	-3.826997	-3.3562517
6530401F13Rik	12	81532968	81557458	+	-5.4468255	-5.013374	-5.2132063	-4.894464
Adam21	12	81558584	81568474	-	-6.864012	-5.278558	-4.893427	-6.3116503
Med6	12	81573557	81595008	-	4.2048335	4.1540585	4.3228507	3.820346
Gm16572	12	81587799	81589640	+	-3.480834	-3.0473828	-3.247215	-2.7764695
Ttc9	12	81631369	81664941	+	-3.0305517	-2.4450974	0.5249955	-0.8407604
Map3k9	12	81714950	81781170	-	-1.3122834	-1.2508011	-2.6450112	-1.7413063
Pcnx	12	81860030	82000924	+	-0.04755769	-0.0439996	0.42154944	0.64756864
Sipa1l1	12	82170016	82451782	+	1.9404923	2.0533705	3.3512497	3.3437104
AC156643.1	12	82495419	82496537	-	-4.332704	-5.0512557	-5.2510877	-4.9323454
Gm9307	12	82543947	82544189	+	-3.2815254	-2.8480742	-3.0479062	-2.729164
Rgs6	12	82616925	83133744	+	-6.6690283	-6.083574	-6.435409	-6.116667
Gm10006	12	82618025	82618992	+	-5.275576	-4.842125	-5.041957	-4.7232146
Dpf3	12	83213745	83487716	-	-2.3914642	-2.7285311	-3.3153863	-1.4876304
Dcaf4	12	83520466	83541988	+	2.9792435	2.9837573	2.4936883	3.5437589
Zfyve1	12	83546941	83597147	-	2.414764	2.2796633	1.2301056	2.2404785
Rbm25	12	83632234	83683123	+	6.9905996	6.792012	6.118051	6.1134267
Psen1	12	83688203	83735199	+	2.0172853	2.4976323	2.7507856	2.9452224
Papln	12	83763634	83792382	+	-5.66491	-7.3834615	-7.5832934	-7.1125484
Numb	12	83794034	83921934	-	2.3210657	2.073086	2.5837474	2.4158292
2410016O06Rik	12	83950608	83952953	+	0.93021995	1.4421452	2.2675502	1.5525441
Gm17673	12	83954499	83984852	-	-6.9256186	-6.4921675	-6.692	-6.373257
Acot2	12	83987861	83993873	+	-0.09591862	0.4856312	2.6663394	2.5184524
Acot1	12	84009502	84017670	+	1.6646185	1.7720834	4.563334	4.4451504
Acot4	12	84038379	84044723	+	-5.497031	-4.478617	-4.6784496	-6.096673
Acot3	12	84052144	84059565	+	-2.8491206	-2.1161091	-0.70123136	-2.5377672
Acot5	12	84069325	84076020	+	-3.7736158	-5.4921675	-1.6331061	-2.6362917
Acot6	12	84100654	84111349	+	-2.9309278	-3.1755486	-2.8899539	-1.7347102
Dnalc1	12	84114366	84147498	+	-0.457219	-0.845062	-1.3051298	-0.23274328
Pnma1	12	84146131	84148489	-	-5.4086695	-5.975218	-6.327053	-3.8563077
C130039O16Rik	12	84149176	84218881	-	1.3505689	1.4407798	2.2898571	2.4137836
Gm5436	12	84258332	84258973	-	-4.683142	-4.2496915	-3.29752	-4.1307807
Ptgr2	12	84285232	84315832	+	1.1474138	1.3675938	1.2435293	1.7477696
Zfp410	12	84316859	84343830	+	1.2929683	1.4536535	2.3528688	2.0379748
Fam161b	12	84345309	84361833	-	-0.8977319	-1.2837086	-2.0685031	-2.8372235
Coq6	12	84361657	84373796	+	-0.65225214	-0.28020146	0.26942307	-0.16129108
Entpd5	12	84373857	84409029	-	-1.3724861	-0.9738004	-1.7238296	-1.4845215
2900006K08Rik	12	84409071	84433780	+	-1.6862669	-0.89667195	-1.2385229	-1.022874
Aldh6a1	12	84430723	84450950	-	1.4160875	1.2442083	-0.3729421	1.188914
Lin52	12	84451508	84531533	+	0.7178859	0.8491528	0.53267586	0.009483017
Vsx2	12	84569762	84595461	+	-5.906449	-6.6250014	-6.8248334	-6.5060906
Abcd4	12	84602531	84617466	-	1.6162018	1.0340561	1.2492615	1.7168672
Vrtn	12	84641019	84651455	+	1.8941861	2.0699694	-6.9400773	-6.621335
Tmem90a	12	84677278	84698807	-	-4.1699166	-5.0583935	-6.4102287	-6.0914865
Npc2	12	84754560	84773112	-	1.9633956	2.3999932	3.6898472	3.892086
Isca2	12	84773270	84775089	+	1.0998284	1.3251715	2.5892863	2.6946251
Ltbp2	12	84783212	84876532	-	-7.2033	-6.184886	-8.121684	-5.065976
D030025P21Rik	12	84875769	84878132	+	-6.4117236	-6.130276	-6.330108	-6.011366
Gm17139	12	84918148	84919238	+	-4.3620567	-4.080609	-2.1284373	-3.809695
1110018G07Rik	12	84918148	84970900	-	1.3134872	1.2968103	0.98332137	1.7607785
Gm17193	12	84922542	84923512	-	-0.93681186	-3.2038004	-4.403632	-2.4999275
Fcf1	12	84970897	84983303	+	4.933146	4.8210044	4.6700253	4.369443
Ylpm1	12	84996321	85070515	+	3.8459067	3.7021024	3.5928621	3.6110742
Prox2	12	85085814	85106431	-	-4.2864785	-6.6603823	-3.4007826	-2.7341168
Gm19357	12	85086374	85088228	+	-3.3506417	-2.9171908	-2.53206	-3.2133176
Dlst	12	85110833	85134091	+	4.478177	5.0892553	6.2302938	5.9142494
Rps6kl1	12	85135596	85151264	-	-1.2265081	-0.43460304	1.5226086	-0.9595489
Pgf	12	85166639	85177296	-	-2.5103154	-2.0768642	-0.10677134	0.50147766
Eif2b2	12	85219481	85226628	+	2.9317498	3.3285322	3.8138967	3.766511
Mlh3	12	85234529	85270591	-	2.352976	2.5456808	1.3861125	1.4484233
Acyp1	12	85272398	85288438	-	0.57429117	0.2577206	1.3666412	1.7373782
Fam164c	12	85288591	85299358	+	-3.2471738	-2.8137226	-2.1941268	-1.2276862
Nek9	12	85299514	85339362	-	1.5975087	1.7376248	2.9308271	3.0896447
Tmed10	12	85340614	85374717	-	3.2759163	3.9975939	4.7852206	4.784818
Fos	12	85473890	85477273	+	-2.4974914	-3.163576	2.395291	2.332855
Jdp2	12	85599105	85639878	+	-1.9120687	-1.7416521	1.5266649	1.8882202
Batf	12	85686669	85709087	+	-4.1040664	-4.8226185	-5.0224504	-4.703708
Mfsd7c	12	85746539	85813585	+	-2.3069477	-2.9323902	-2.9098299	-0.42116252
0610007P14Rik	12	85815448	85824550	-	0.95171535	1.0197991	1.2143828	1.4694306
Ttll5	12	85824659	86061893	+	-0.28807786	-0.19834353	-0.27427906	-0.11917937
Tgfb3	12	86056744	86079041	-	-4.1218686	-2.9108098	-3.3736763	-2.376862
1700019E19Rik	12	86082561	86162458	+	1.3870624	1.3031143	3.4024005	3.6075804
1700020O03Rik	12	86241890	86291414	+	1.1457661	1.119213	1.8615371	2.3088126
Esrrb	12	86361117	86521628	+	3.3385403	3.0482807	5.3863277	4.707117
Vash1	12	86678700	86692091	+	-2.1561332	-1.2570183	-6.4668345	-3.9960892
Angel1	12	86700502	86726460	-	-1.2841135	-1.1401689	-2.5713265	-1.82195
Gm6772	12	86734383	86763795	+	-6.2748303	-5.841379	-6.041211	-5.722469
6430527G18Rik	12	86880703	86884814	-	1.9695749	2.191784	0.9890693	1.0562729
2310044G17Rik	12	86947343	86965362	+	2.1410997	2.5180562	-0.28529426	0.15430251
Zdhhc22	12	86983381	86988676	-	-4.986069	-4.552618	-4.7524505	-4.4337077
Tmem63c	12	87021340	87090043	+	-2.880314	-3.598866	-7.120626	-6.8018837
Ngb	12	87097531	87102539	-	-4.9554167	-3.5219653	-5.8738003	-5.555058
Pomt2	12	87106866	87147902	-	0.06808268	0.29914442	-0.40536228	-0.062166806
Gstz1	12	87147707	87164721	+	1.8082296	2.1567917	1.9496548	2.5411632
Tmed8	12	87166242	87200229	-	1.3887352	1.3762765	1.1851265	1.0811166
Samd15	12	87200750	87201943	+	-1.9668652	-1.8229204	-5.1926775	-4.873935
4933437F05Rik	12	87221255	87233556	-	-0.3093083	0.07833912	-5.0756893	-4.90895
Vipar	12	87238875	87266286	-	2.676783	2.8820317	1.9605484	2.128283
Ahsa1	12	87266746	87273997	+	6.2766566	6.4021134	6.516018	5.6456046
Ism2	12	87278638	87299705	-	-2.8485658	-2.6561227	-6.315387	-4.411681
Sptlc2	12	87305058	87388355	-	1.59355	1.7659281	2.3451731	2.4828103
Alkbh1	12	87426169	87443839	-	2.450999	2.213183	2.027449	1.4864556
2700073G19Rik	12	87442683	87444017	-	0.7345944	0.9335804	0.038602892	-0.7870447
1810035L17Rik	12	87443896	87452206	+	1.8783722	2.2654533	2.314693	1.7589661
Snw1	12	87449936	87472299	-	5.361377	5.5611076	4.9409213	4.9444213
Gm8300	12	87514316	87518253	+	3.328666	0.96756744	-5.832177	-5.665438
Oog1	12	87602688	87608845	+	-6.1800804	-5.7466288	-5.946461	-5.6277184
Gm4027	12	87618909	87622143	+	3.0023193	0.65816283	-2.349024	-4.6152444
Gm16381	12	87644246	87644467	-	-3.1511288	-2.7176774	-2.9175096	-2.5987673
AC211878.1	12	87772425	87775755	-	1.3994839	-0.87978303	-5.8345027	-5.667763
BB287469	12	87816577	87820676	+	2.4686782	-0.19908293	-2.8251798	-4.5064373
AC211878.2	12	87841965	87842186	-	-3.1511288	-2.7176774	-2.9175096	-2.5987673
Gm5662	12	87874072	87877859	+	4.2569485	1.4424719	-3.1723979	-5.4386177
Gm2022	12	87892834	87896722	+	4.1783023	1.7012149	-3.4804697	-4.483655
CT954323.2	12	87919423	87919857	-	-1.3846186	-3.6881332	-3.8879654	-3.5692227
CT954323.1	12	87954510	87960672	+	-6.1712956	-5.737844	-5.9376764	-5.6189337
Gm2046	12	87973528	87980224	+	-3.9695811	-3.6881332	-3.8879654	-3.5692227
Gm2075	12	88011848	88012282	+	-4.1215844	-3.6881332	-3.8879654	-3.5692227
AC079644.3	12	88018337	88018771	-	-2.3846188	-3.5361302	-3.8879654	-3.5692227
AC079644.2	12	88027004	88027438	+	-0.5101496	-3.5361302	-3.8879654	-3.5692227
AC079644.1	12	88083697	88084131	+	-1.647653	-3.6881332	-3.8879654	-3.5692227
Gm8587	12	88089116	88089976	+	-5.106582	-4.673131	-4.872963	-4.5542207
Gm2042	12	88175589	88181894	-	-6.2431717	-5.8097205	-6.0095525	-5.6908097
CT030687.1	12	88249666	88250100	-	-3.9695811	-3.6881332	-3.8879654	-3.5692227
Gm2016	12	88270640	88274500	-	4.367653	1.850857	-5.9685836	-5.6498413
CT485612.2	12	88284535	88286055	-	-2.9681592	-4.342063	-5.693898	-5.375156
CT485612.1	12	88321047	88321481	-	4.069338	1.7492722	-1.735962	-3.4172199
Gm10264	12	88329254	88329682	+	-4.1015463	-3.6680956	-3.8679273	-3.549185
Adck1	12	88360554	88461719	+	0.4035921	1.031312	0.2857389	0.77624756
Nrxn3	12	88722876	90334935	+	-6.820684	-8.539236	-8.739068	-8.420325
Dio2	12	90724554	90738438	-	-7.86178	-7.428329	-7.628161	-7.3094187
4930534B04Rik	12	90998492	91384409	-	0.80038446	0.7669432	-0.6138269	0.5680337
5430427M07Rik	12	91050369	91079907	+	-3.1314998	-2.6980486	-2.8978806	-2.5791383
Tshr	12	91400993	91540509	+	-5.133672	-6.022149	-7.3739843	-5.3182764
Gtf2a1	12	91555916	91590487	-	2.640904	2.3714705	1.8242254	2.2126768
Ston2	12	91638542	91788387	-	1.3205477	1.3374143	2.294376	2.7545297
Gm8378	12	91674812	91686113	-	0.19725913	-0.28867123	0.21675356	1.0345976
Gm16876	12	91684665	91693590	+	-3.7745652	-4.4931173	-4.692949	-4.3742065
Sel1l	12	91806043	91849157	-	1.6530911	1.6620444	1.9450679	1.9504356
Rpl31-ps1	12	91890896	91891273	-	-3.9189553	-3.485504	-3.685336	-3.3665938
AC159637.1	12	93927004	93929102	-	-6.392199	-5.9587483	-6.15858	-5.8398376
Flrt2	12	95692226	95785215	+	-2.3643942	-1.8031875	-8.037665	-7.718923
1700019M22Rik	12	96046621	96047222	-	-4.5903325	-4.1568813	-4.3567133	-4.037971
Gm6863	12	96922420	96923061	-	-2.531139	-1.5127255	-1.127595	-1.9787776
Galc	12	98202304	98259459	-	-0.13903733	-0.042013954	1.0416867	1.2090911
Gpr65	12	98268635	98276624	+	-6.357417	-5.923966	-6.123798	-5.8050556
Kcnk10	12	98433994	98577940	-	-6.663344	-6.2298927	-6.4297247	-6.1109824
Spata7	12	98628157	98669815	+	-0.19541587	-0.35187647	-0.20910686	0.07401158
Ptpn21	12	98676741	98737405	-	0.82859445	1.1728619	2.1572874	2.4101417
Zc3h14	12	98746968	98787774	+	3.5186756	3.8392231	4.159374	4.0483036
Eml5	12	98786604	98901484	-	0.9978647	0.8284314	0.25698406	0.6403639
Ttc8	12	98920574	98983238	+	0.12548679	0.47647566	-0.32969254	-0.52245045
Rpl30-ps8	12	99047230	99047577	+	-3.7996562	-1.6292393	-3.566037	-3.247295
Foxn3	12	99194980	99450111	-	1.6780543	1.7178416	0.015509315	1.5262704
Gm20682	12	99292608	99296620	-	-4.9848394	-4.22946	-6.9032235	-6.584481
3300002A11Rik	12	99341154	99361827	+	-4.8605385	-4.4270873	-4.6269193	-4.308177
2610021K21Rik	12	99717531	99883442	-	-1.3125368	-1.538049	-1.6638803	-0.85971117
Tdp1	12	99884517	99955219	+	1.8714017	2.1416748	1.7111999	1.427765
Kcnk13	12	99964499	100062682	+	-6.808336	-6.374885	-6.5747166	-6.2559743
Psmc1	12	100110186	100123364	+	5.966693	6.139555	6.468682	5.929443
BC002230	12	100125452	100159653	-	2.5840924	2.852321	3.2260041	2.8495364
Gm10433	12	100187968	100193540	+	-2.597027	-3.7485383	-6.1003733	-4.629628
Calm1	12	100199435	100209806	+	5.192717	5.2663264	5.439333	5.492173
Ttc7b	12	100300771	100520822	-	1.5780597	2.1275878	2.774153	2.5734544
Rps6ka5	12	100549778	100725028	-	1.3230318	1.0243545	0.84846824	1.6390029
9030617O03Rik	12	100779057	100896981	+	-1.7955407	-1.4933342	-1.7635553	0.5551869
Gpr68	12	100876682	100908198	-	-4.9799085	-4.961495	-3.9389346	-5.427547
Ccdc88c	12	100912700	101028983	-	2.9426696	2.86084	1.0268513	1.4412181
Smek1	12	101039409	101083702	-	5.1874585	4.988019	4.5472465	4.5418663
Kif4-ps	12	101145614	101149282	+	-7.197884	-6.7644324	-6.964265	-6.6455226
Catsperb	12	101404673	101626009	+	-7.2162476	-6.7827964	-6.9826283	-6.663886
Tc2n	12	101645443	101718523	-	-1.8714662	-2.3449056	-3.3748128	-3.225995
Fbln5	12	101746565	101819055	-	-6.12878	-7.4322944	-7.6321263	-5.161381
Trip11	12	101834043	101913267	-	1.4019777	1.7333306	1.5636386	2.6299822
Gm20036	12	101913240	101915335	+	-5.0778117	-4.644361	-3.6921897	-4.3734474
Atxn3	12	101918901	101958246	-	3.2765563	2.9664009	3.4283879	2.922887
Cpsf2	12	101975974	102005993	+	4.213446	4.3107815	4.46041	4.186724
Gm16339	12	102127806	102129906	-	-5.2162476	-4.7827964	-4.9826283	-4.663886
Slc24a4	12	102128733	102267091	+	-7.4994574	-7.066007	-7.2658386	-6.7950935
Rin3	12	102283048	102390855	+	-3.3584728	-3.2620566	2.9932225	2.7265692
Lgmn	12	102394084	102439813	-	1.3883041	2.1130574	4.6831865	3.3079855
Golga5	12	102469134	102497902	+	2.9656024	3.0435472	3.1321917	3.6546626
Chga	12	102554969	102565027	+	0.60374	1.0231159	-4.264179	-2.9454365
Itpk1	12	102568582	102704929	-	2.4037452	2.9507124	2.8360753	2.942145
RP23-377G8.3	12	102612680	102618516	+	-4.4468255	-4.013374	-4.2132063	-3.8944638
RP23-377G8.1	12	102673017	102727333	-	-2.5287578	-2.8608413	-3.5752466	-2.1569686
Moap1	12	102719975	102757810	-	2.5721095	2.595422	2.3709278	2.1269226
AK010878	12	102741732	102758672	-	2.5922105	2.554896	2.7799494	2.5063496
D230037D09Rik	12	102743760	102747561	+	-0.83535147	-0.114323735	1.403562	1.1531091
Ubr7	12	102757975	102777701	+	4.5629406	4.946474	3.2843707	3.4343042
Btbd7	12	102784656	102878406	-	2.4314733	2.5058057	2.1243668	2.5956147
Cox8c	12	102899306	102900534	+	-1.514565	-2.0811138	-4.0179114	-3.699169
Unc79	12	102948859	103184065	+	-5.304462	-7.5714507	-8.923286	-8.604543
Prima1	12	103196908	103242150	-	-5.6478834	-4.0624294	-5.414264	-5.095522
AC160131.1	12	103314959	103317065	+	-5.8140936	-5.380643	-5.5804744	-5.261732
Asb2	12	103321142	103356001	-	-7.147061	-6.71361	-6.9134417	-6.5946994
Gm15523	12	103336906	103348057	+	-4.13479	-3.7013388	-3.901171	-3.5824285
Otub2	12	103388682	103406350	+	-1.2487133	-1.1631855	-0.86825275	-0.7757863
9330161L09Rik	12	103406822	103407820	-	-5.16905	-4.8876023	-2.6135035	-4.7686925
Ddx24	12	103407976	103425867	-	4.7596664	5.024363	5.014211	4.9026003
Ifi27l1	12	103434211	103440239	+	-5.875366	-5.4419146	-1.0974263	0.6618888
Ifi27l2a	12	103442167	103443680	-	-4.059578	-3.77813	-3.9779618	-2.5072165
Ifi27l2b	12	103450898	103457223	-	-5.4507904	-4.8653364	-5.2171717	-4.7464256
Ppp4r4	12	103532565	103613832	+	-0.62511057	-0.8630367	-2.5698287	-1.7441264
Serpina10	12	103616675	103631444	-	-6.0086613	-5.57521	-5.775042	-5.4563
Serpina6	12	103646630	103657212	-	-6.1388917	-5.705441	-5.9052725	-5.58653
Gm46	12	103668808	103676139	-	-5.9842463	-5.5507956	-5.7506275	-5.4318852
Serpina1f	12	103688044	103695529	-	-6.99379	-6.5603395	-6.760171	-6.4414287
Serpina1b	12	103728156	103830373	-	-6.189603	-5.7561517	-5.9559836	-5.637241
Serpina1d	12	103763594	103773592	-	-5.8017273	-5.3682766	-5.5681086	-5.2493663
Serpina1a	12	103853589	103863562	-	-6.1959167	-5.762465	-5.9622974	-5.643555
Serpina1c	12	103894926	103904887	-	-5.767164	-5.333713	-5.533545	-5.2148027
B430119L08Rik	12	103895897	103898784	+	-6.3181624	-5.8847113	-6.084543	-5.765801
Serpina1e	12	103946931	103958975	-	-6.0158167	-5.5823655	-5.782198	-5.463455
Serpina11	12	103980243	103996579	-	-6.0964932	-5.663042	-5.862874	-5.5441318
Serpina9	12	103994743	104013755	-	-7.1998487	-6.7663975	-6.9662294	-6.647487
Serpina12	12	104028769	104044443	-	-7.2061176	-6.7726665	-6.9724984	-6.653756
Serpina5	12	104101113	104106137	+	-6.4348636	-6.0014124	-6.2012444	-5.882502
Serpina3a	12	104112724	104121896	+	-6.2076807	-5.7742295	-5.9740615	-5.655319
Serpina3b	12	104127996	104139545	+	-6.372128	-5.9386764	-6.138509	-5.8197665
Serpina3c	12	104146382	104153870	-	-6.4685006	-6.0350494	-6.2348814	-5.916139
Serpina3f	12	104214544	104221129	+	-6.5178447	-6.084393	-6.2842255	-5.965483
Serpina3g	12	104236245	104241939	+	-6.3963175	-5.9628663	-6.1626983	-5.843956
Serpina3i	12	104263122	104269372	+	-6.4756536	-6.0422025	-6.2420344	-5.923292
Serpina3j	12	104314553	104320725	+	-6.430185	-5.9967337	-6.1965656	-5.8778234
Serpina3k	12	104338486	104345741	+	-6.0484567	-5.615005	-5.8148375	-5.496095
Serpina3m	12	104338486	104394257	+	-3.3671007	-3.1966841	-5.8704476	-5.551705
Serpina3n	12	104406729	104414329	+	-6.3679395	-5.9344893	-6.1343207	-5.815578
Gsc	12	104471209	104473327	-	-3.5096314	-5.07618	-1.6910497	-2.3723073
Gm10000	12	104474488	104477489	+	-6.9084206	-6.47497	-6.6748023	-6.35606
Dicer1	12	104687742	104751952	-	3.7571526	3.8590193	3.6697454	3.6986055
Clmn	12	104763114	104865076	-	-1.5809555	-1.4470646	-0.64689666	-0.96011436
4930408O17Rik	12	104865330	104871524	+	-4.6351624	-4.2017107	-4.401543	-4.082801
4831426I19Rik	12	104929949	105009809	-	-2.46837	-3.882916	0.48406726	1.5900235
Glrx5	12	105032689	105040910	+	2.3435943	3.1620703	4.566566	3.700884
Tcl1b2	12	105146014	105155225	+	-5.6524816	-5.2190304	-5.4188623	-5.10012
Tcl1b1	12	105159690	105166622	+	-5.3749127	-4.9414616	-5.1412935	-4.8225513
Tcl1b5	12	105176358	105181143	+	-5.3776927	-4.9442415	-5.1440735	-4.825331
Tcl1b3	12	105191043	105195610	+	-5.383236	-4.9497848	-5.149617	-4.8308744
Tcl1b4	12	105202422	105206993	+	-5.3665414	-4.93309	-5.132922	-4.81418
Tcl1	12	105216750	105222793	-	1.7337879	1.4667993	-5.9724984	-5.653756
Gm20697	12	105216757	105217583	+	0.7628689	-0.14763433	-4.199909	-3.881167
AC152451.1	12	105453856	105493095	+	-3.6155975	-3.462254	-4.8844786	-4.8287706
Bdkrb2	12	105563172	105593071	+	-5.918955	-5.485504	-4.1003737	-3.0446656
Bdkrb1	12	105604091	105605428	+	-5.742575	-5.309124	-5.508956	-5.1902137
Atg2b	12	105613539	105685241	-	1.6017739	1.3467364	1.7594792	1.471906
4933433P14Rik	12	105685352	105703047	+	-1.4735764	-0.3274072	1.3450052	1.3518035
Ak7	12	105705982	105782447	+	0.82255125	0.27780655	-6.7178845	-3.6621766
Papola	12	105784694	105838944	+	4.815277	4.793067	4.2456346	4.309751
Vrk1	12	106010263	106077410	+	3.6806364	3.7563298	3.8277698	3.4783673
Gm17032	12	106327368	106330821	+	-3.7575922	-3.3241408	-3.523973	-3.2052307
1700121N20Rik	12	106442653	106447666	-	-5.20893	-4.775479	-5.127314	-4.808572
Gm17033	12	106558750	106574924	+	-4.568601	-4.13515	-4.334982	-4.0162396
4933406K04Rik	12	106685607	106716362	-	-6.739337	-6.305886	-6.5057178	-6.1869755
1700013N06Rik	12	106837982	106878841	+	-4.729578	-4.296127	-4.495959	-4.177216
Gm16087	12	106953812	106955928	-	-5.2696023	-4.8361506	-5.035983	-4.717241
Gm16086	12	107079360	107099673	-	-3.891988	-3.458537	-3.6583693	-3.3396266
Gm16085	12	107129681	107132576	+	-4.18008	-3.746629	-3.9464607	-3.6277184
Gm16084	12	107147164	107160207	-	-4.632837	-4.199386	-4.399218	-4.080476
Gm2800	12	107183555	107186734	+	-4.680893	-4.2474422	-4.4472737	-4.1285315
3110018I06Rik	12	107488632	107489636	+	-5.3296924	-4.8962417	-5.096073	-4.777331
4930465M20Rik	12	107723740	107735496	-	-6.003271	-5.56982	-5.7696524	-5.45091
Gm15208	12	107744136	107784041	-	-4.3021564	-3.8687057	-4.0685377	-3.7497952
Bcl11b	12	107910403	108003602	-	-3.7980564	-1.7796426	-4.3717923	-4.468087
Setd3	12	108106431	108179314	-	3.0855577	3.176407	3.6245897	3.6347876
Ccnk	12	108179738	108203359	+	4.285495	4.0154734	4.2300415	4.0798864
Ccdc85c	12	108206345	108275417	-	0.22240064	0.18807279	0.60357696	0.07432246
Hhipl1	12	108306270	108328300	+	-5.5517774	-4.533364	-2.8587265	-4.4144535
Cyp46a1	12	108334377	108362231	+	-6.4058805	-5.9724293	-4.020258	-2.8941607
Eml1	12	108370957	108539617	+	-2.5731673	-1.7489265	-1.0112226	-0.31298673
Evl	12	108554720	108688513	+	2.3793604	2.2547367	1.9457229	1.4751441
