Probe	Chromosome	Start	End	Strand	TSC_1	TSC_2	TSC_3	TSC_4	TSC_5	diffTSC_d1_1	diffTSC_d1_2	diffTSC_d1_3	diffTSC_d3_1	diffTSC_d3_2	diffTSC_d3_3
Fos	12	85473890	85477273	+	2.951336	2.8750665	2.804401	2.9422042	2.3007658	1.7715473	1.6563008	1.8146778	2.5477545	2.8435655	2.8794532
Jdp2	12	85599105	85639878	+	1.9040854	1.842133	1.5319451	2.5315847	1.5312315	1.0027876	0.88426477	1.3093348	-0.023691893	0.49654087	-0.007611875
Batf	12	85686669	85709087	+	-6.700443	-6.357082	-4.2420435	-4.4172783	-5.698127	-6.279813	-6.8482313	-5.7164903	-4.407221	-4.2321234	-4.6411195
Mfsd7c	12	85746539	85813585	+	-0.037625186	-0.11517877	0.53895557	0.29737854	0.44634265	0.9620908	1.0039284	1.6276945	3.644559	3.6334746	3.9168117
0610007P14Rik	12	85815448	85824550	-	2.3519387	2.274577	2.2964454	1.9522578	1.9289684	2.3417866	2.4287775	1.6063957	2.9134054	2.8717523	3.249315
Ttll5	12	85824659	86061893	+	-0.12907103	-0.3065426	-0.1469771	-0.20804065	-0.11561435	-0.60924417	-0.6720397	-0.533628	0.45171517	1.0004462	1.0407943
Tgfb3	12	86056744	86079041	-	-1.7011714	-1.7823088	-1.8277346	-1.6310004	-2.0137286	-2.1200767	-1.7799188	-2.7457876	-2.379935	-1.0472966	-1.2698791
1700019E19Rik	12	86082561	86162458	+	4.366654	4.6556025	4.8977647	4.402352	4.121503	4.80649	4.9855366	4.3570375	4.581362	4.7447457	4.7009315
1700020O03Rik	12	86241890	86291414	+	2.1711962	2.1864145	2.438013	2.2206252	2.0591369	1.8548608	1.8617263	1.8124025	2.3500426	2.2455435	2.161948
Esrrb	12	86361117	86521628	+	5.3504395	5.2628446	5.365605	5.1727405	4.8519254	-0.81317663	-0.6899906	-2.1186094	-2.8304021	-2.9354126	-3.0643003
Vash1	12	86678700	86692091	+	-3.3489676	-3.8421082	-4.5344243	-3.7096589	-7.142511	-4.7648387	-6.5556507	-7.160874	-5.851605	-5.5245047	-4.9335003
Angel1	12	86700502	86726460	-	-1.1508291	-1.153396	-1.2270187	-1.7892764	-2.155855	-1.7375408	-1.8762759	-3.2039657	-2.157731	-2.1346369	-1.4656298
Gm6772	12	86734383	86763795	+	-7.719204	-7.3758435	-5.2608047	-5.436039	-6.7168875	-7.2985735	-7.866993	-6.7352505	-5.425982	-5.2508845	-5.65988
6430527G18Rik	12	86880703	86884814	-	1.5400494	1.4879347	1.9885672	2.091982	0.5125157	2.2314892	2.3047206	1.2210292	1.7099769	2.0472312	2.059252
2310044G17Rik	12	86947343	86965362	+	0.16078454	0.10720127	0.13054024	-0.41242597	-0.22120628	0.8975474	0.8624199	0.93407845	2.1028664	2.0759196	2.35498
Zdhhc22	12	86983381	86988676	-	-6.4304423	-6.0870824	-3.9720433	-4.147278	-5.4281263	-6.009813	-6.578232	-5.44649	-4.137221	-3.9621236	-4.371119
Tmem63c	12	87021340	87090043	+	-8.798618	-8.455258	-6.340219	-6.5154533	-7.7963023	-8.377988	-8.946407	-7.8146653	-6.5053964	-6.3302994	-6.739295
Ngb	12	87097531	87102539	-	-5.8148274	-7.2084327	-5.093394	-5.268628	-4.075546	-6.97916	-5.225651	-6.56784	-5.258571	-5.0834737	-5.49247
Pomt2	12	87106866	87147902	-	0.3013092	0.19377214	0.21892546	0.35181326	0.34780478	0.37380138	0.400329	0.052601214	0.8152358	0.6020626	0.77094
Gstz1	12	87147707	87164721	+	2.8505092	2.9222295	2.6778657	3.0620584	2.14378	3.2513933	3.1715927	2.460112	3.0355897	3.0894732	3.012715
Tmed8	12	87166242	87200229	-	1.1941949	1.1503255	1.2285681	1.2549673	0.9359836	0.445796	0.08530452	-0.06955573	0.06339047	0.020896373	0.2005863
Samd15	12	87200750	87201943	+	-4.2857075	-6.527309	-4.564274	-4.7395086	-3.060999	-3.6426852	-5.018459	-4.8867173	-4.5774484	-4.554354	-4.8113465
4933437F05Rik	12	87221255	87233556	-	-4.4317536	-4.8253584	-3.2952821	-4.62252	-5.9033685	-6.333051	-5.9014707	-4.1847663	-4.612463	-4.4373655	-4.846361
Vipar	12	87238875	87266286	-	2.4059386	2.5559194	2.5648568	2.7145844	2.03344	2.7451344	2.6438415	2.3534446	2.97618	2.9860122	2.8658311
Ahsa1	12	87266746	87273997	+	6.211149	6.081332	6.178654	5.997604	6.177775	5.674362	5.747357	5.779327	5.8770504	5.9245443	5.9681754
Ism2	12	87278638	87299705	-	-4.6714506	-4.8426633	-4.5349793	-4.1252513	-4.9910626	-3.5727487	-3.1869712	-3.3089862	-4.1151943	-2.940097	-3.3490927
Sptlc2	12	87305058	87388355	-	2.748246	2.8029697	2.87415	2.7245224	2.6966543	3.1558592	3.0928862	3.0389292	3.5578756	3.442963	3.4350924
Alkbh1	12	87426169	87443839	-	1.2910012	1.1362174	1.1009716	1.0001193	1.5844833	1.3417379	1.3302156	1.6284322	1.2439163	0.99159235	1.0405202
2700073G19Rik	12	87442683	87444017	-	-0.9873129	-0.73415005	-0.87286794	-1.4266139	-0.09865348	-0.85618925	-0.4380289	-0.58832246	-0.27905345	-1.3934628	-1.1650286
1810035L17Rik	12	87443896	87452206	+	2.9133954	2.8433962	2.8093164	2.116318	3.2571461	2.9206657	3.1233428	2.9888046	2.384076	2.7853773	2.6960242
Snw1	12	87449936	87472299	-	5.069989	5.1620917	5.157517	5.2179666	5.374417	5.2923794	5.1335793	5.6397557	5.3685045	5.6412053	5.49378
Gm8300	12	87514316	87518253	+	-7.6621733	-7.1668096	-5.2037735	-5.3790083	-6.659857	-6.0895395	-7.657959	-5.5262165	-5.368951	-5.193854	-5.6028495
Oog1	12	87602688	87608845	+	-7.624453	-7.2810926	-5.166054	-5.341288	-6.622137	-7.2038226	-7.772242	-6.6405005	-5.3312316	-5.156134	-5.5651298
Gm4027	12	87618909	87622143	+	-2.3640513	-2.361728	-4.1535797	-2.7438514	-2.4397378	-2.3839939	-2.7597678	-1.7211355	-4.318757	-2.5586972	-3.5526552
Gm16381	12	87644246	87644467	-	-4.595502	-4.2521415	-2.1371026	-2.312337	-3.5931857	-4.1748714	-4.743291	-3.611549	-2.30228	-2.127183	-2.5361784
AC211878.1	12	87772425	87775755	-	-7.512495	-7.321138	-5.0540953	-5.381333	-6.510179	-7.243868	-7.660284	-5.528542	-5.3712764	-5.196179	-5.6051745
BB287469	12	87816577	87820676	+	-2.8027322	-3.3524563	-4.0447726	-3.6350448	-2.9158936	-2.7606137	-3.563498	-2.4317565	-5.2099504	-5.034853	-4.4438486
AC211878.2	12	87841965	87842186	-	-4.595502	-4.2521415	-2.1371026	-2.312337	-3.5931857	-4.1748714	-4.743291	-3.611549	-2.30228	-2.127183	-2.5361784
Gm5662	12	87874072	87877859	+	-2.734913	-3.2846372	-3.9769533	-5.3041906	-3.4330366	-3.314283	-3.335214	-2.544509	-3.557168	-2.9670334	-5.376029
Gm2022	12	87892834	87896722	+	-2.836534	-3.43659	-2.7000628	-4.197225	-3.8931115	-3.4747977	-3.5407162	-2.5895467	-3.6022058	-5.1640744	-4.4210663
CT954323.2	12	87919423	87919857	-	-5.5659575	-5.222597	-3.1075583	-3.2827928	-4.5636415	-5.1453276	-5.7137465	-4.5820045	-3.2727356	-3.0976384	-3.506634
CT954323.1	12	87954510	87960672	+	-7.6156683	-7.272308	-5.157269	-5.332504	-6.613352	-7.195038	-7.7634573	-6.631716	-5.322447	-5.1473494	-5.556345
Gm2046	12	87973528	87980224	+	-5.5659575	-5.222597	-3.1075583	-3.2827928	-4.5636415	-5.1453276	-5.7137465	-4.5820045	-3.2727356	-3.0976384	-3.506634
Gm2075	12	88011848	88012282	+	-5.5659575	-5.222597	-3.1075583	-3.2827928	-4.5636415	-5.1453276	-5.7137465	-4.5820045	-3.2727356	-3.0976384	-3.506634
AC079644.3	12	88018337	88018771	-	-5.5659575	-5.222597	-3.1075583	-3.2827928	-4.5636415	-5.1453276	-5.7137465	-4.5820045	-3.2727356	-3.0976384	-3.506634
AC079644.2	12	88027004	88027438	+	-5.5659575	-5.222597	-3.1075583	-3.2827928	-4.5636415	-5.1453276	-5.7137465	-4.5820045	-3.2727356	-3.0976384	-3.506634
AC079644.1	12	88083697	88084131	+	-5.5659575	-5.222597	-3.1075583	-3.2827928	-4.5636415	-5.1453276	-5.7137465	-4.5820045	-3.2727356	-3.0976384	-3.506634
Gm8587	12	88089116	88089976	+	-6.5509553	-6.207595	-4.092556	-4.2677903	-5.5486393	-6.130325	-6.6987443	-5.5670023	-4.2577333	-4.0826364	-4.491632
Gm2042	12	88175589	88181894	-	-7.687545	-7.344184	-5.229145	-5.40438	-6.6852283	-7.2669144	-7.8353333	-6.703592	-5.394323	-5.2192254	-5.6282215
CT030687.1	12	88249666	88250100	-	-5.5659575	-5.222597	-3.1075583	-3.2827928	-4.5636415	-5.1453276	-5.7137465	-4.5820045	-3.2727356	-3.0976384	-3.506634
Gm2016	12	88270640	88274500	-	-6.494573	-7.1512127	-5.1881766	-5.363411	-6.492257	-7.225946	-7.794365	-6.662623	-4.201351	-5.178257	-5.4352493
CT485612.2	12	88284535	88286055	-	-7.3718905	-7.0285296	-4.913491	-5.088726	-6.369574	-6.95126	-7.519679	-6.387938	-5.0786686	-4.9035716	-5.312567
CT485612.1	12	88321047	88321481	-	-1.3264916	-2.4856315	-3.1075583	-3.1307898	-2.08971	-1.8233993	-1.9767808	-2.4300017	-3.2727356	-3.0976384	-3.354631
Gm10264	12	88329254	88329682	+	-5.54592	-5.2025595	-3.0875206	-3.2627552	-4.543604	-5.12529	-5.693709	-4.561967	-3.252698	-3.0776007	-3.4865963
Adck1	12	88360554	88461719	+	1.010293	1.078019	1.1150553	1.2028552	0.0859823	1.0200613	1.1150461	0.65655035	1.4353046	1.3473676	1.8165834
Nrxn3	12	88722876	90334935	+	-10.417061	-10.0737	-7.958661	-8.133895	-9.414744	-9.99643	-10.56485	-9.433107	-8.123838	-7.948741	-8.357737
Dio2	12	90724554	90738438	-	-8.15415	-8.962792	-6.847754	-7.022989	-8.303837	-8.885524	-9.301939	-6.585235	-6.860928	-5.1008687	-4.7728987
4930534B04Rik	12	90998492	91384409	-	0.3014108	0.18082443	0.103014976	0.3621833	0.92933154	0.3556382	0.3489696	0.76044863	0.20951077	0.49344453	0.47937888
5430427M07Rik	12	91050369	91079907	+	-4.575873	-4.2325125	-2.1174736	-2.2927082	-3.573557	-4.155243	-4.723662	-3.5919201	-2.2826512	-2.1075537	-2.5165496
Tshr	12	91400993	91540509	+	-4.8125105	-5.234685	-5.441574	-5.031846	-5.8976574	-4.7789035	-4.6554446	-4.7460957	-6.7587543	-6.5836577	-6.992653
Gtf2a1	12	91555916	91590487	-	1.4927101	1.5002669	1.6833864	1.7898502	1.4406506	1.5904758	1.4831905	1.6012573	2.551632	2.715674	2.8662643
Ston2	12	91638542	91788387	-	2.3427572	2.3412433	2.3689525	2.5668187	1.797392	0.9482486	0.9203055	0.09505635	0.07845005	0.40357277	0.4426297
Gm8378	12	91674812	91686113	-	0.418467	0.56619227	0.4962623	0.63750136	0.0936184	-0.76163274	-0.94302875	-1.2466731	-1.5894809	-1.5212986	-0.82337916
Gm16876	12	91684665	91693590	+	-5.2189384	-6.027581	-3.912542	-4.0877767	-5.2166224	-5.9503117	-6.3667274	-5.3869886	-4.0777197	-3.9026225	-4.3116183
Sel1l	12	91806043	91849157	-	2.0415816	1.994765	2.0321665	1.9977946	2.0447333	2.6912756	2.5657918	2.861969	3.2733302	3.1881816	3.2909358
Rpl31-ps1	12	91890896	91891273	-	-5.3633285	-5.019968	-2.904929	-3.0801635	-4.3610125	-4.942698	-5.5111175	-4.3793755	-3.0701067	-2.8950095	-3.3040047
AC159637.1	12	93927004	93929102	-	-7.6845694	-5.341209	-5.378173	-5.5534077	-6.834256	-7.415942	-7.8323584	-6.8526196	-5.5433507	-5.368253	-5.6252456
Flrt2	12	95692226	95785215	+	-7.2417274	-5.5198545	-7.2572584	-7.28049	-6.561339	-8.143024	-8.126482	-8.731705	-7.270433	-7.247339	-7.6563344
1700019M22Rik	12	96046621	96047222	-	-6.0347056	-5.691345	-3.5763063	-3.751541	-5.0323896	-5.614075	-6.182494	-5.0507526	-3.741484	-3.5663867	-3.9753823
Gm6863	12	96922420	96923061	-	-0.97551244	-1.3842244	-3.669116	-1.3704195	-1.3882338	-1.9699197	-1.7309839	-1.1842046	-3.6822906	-2.5071933	-2.3312263
Galc	12	98202304	98259459	-	1.2354399	1.162672	1.2579324	1.4344096	0.92885464	0.41059396	0.20689794	-0.049542263	1.0927551	1.0065871	1.2783129
Gpr65	12	98268635	98276624	+	-6.0648246	-7.4584293	-5.1913877	-5.5186253	-5.647471	-7.3811603	-7.9495797	-6.817837	-5.5085683	-5.3334713	-5.742467
Kcnk10	12	98433994	98577940	-	-7.9557147	-7.764357	-5.649318	-5.824552	-7.1054015	-7.687087	-8.2555065	-7.123764	-5.8144956	-5.639398	-6.0483937
Spata7	12	98628157	98669815	+	0.6400281	0.40248996	0.4361405	0.59310246	-0.10619837	-0.05583675	0.053264532	-0.3458149	-0.62950134	-0.17146999	-0.3952508
Ptpn21	12	98676741	98737405	-	2.4509556	2.5060081	2.3701081	2.6535614	2.575985	2.7307472	2.5856185	3.0652835	2.459303	1.9027597	1.7818893
Zc3h14	12	98746968	98787774	+	4.292512	4.2730203	4.376702	4.531933	3.8529723	4.177592	3.9914424	3.908756	4.149719	4.1894484	4.261452
Eml5	12	98786604	98901484	-	-0.043394394	0.010958457	-0.054940768	-0.02206706	0.5177077	-0.6745666	-0.644641	-0.015228756	-0.93514144	-1.3382173	-1.0265954
Ttc8	12	98920574	98983238	+	0.07597295	0.13377266	0.08506507	0.29685363	-0.26410294	-0.1774105	-0.32069623	0.5026358	-0.052631844	-0.11360187	-0.18156058
Rpl30-ps8	12	99047230	99047577	+	-3.0920262	-4.900669	-2.7856302	-2.8088615	-2.5047476	-4.823399	-4.239815	-4.2600765	-2.9508078	-2.7757103	-3.184706
Foxn3	12	99194980	99450111	-	0.52953553	0.8283651	0.69208044	1.1650023	0.33983317	0.8526646	0.79458994	0.8310248	1.7917305	1.9396917	1.6062937
Gm20682	12	99292608	99296620	-	-8.581215	-8.237856	-6.122816	-6.298051	-5.4268966	-8.160585	-8.729004	-5.860297	-6.287994	-6.1128964	-6.5218925
3300002A11Rik	12	99341154	99361827	+	-6.3049116	-5.9615517	-3.8465123	-4.0217466	-5.3025956	-5.8842816	-6.452701	-5.3209586	-4.01169	-3.8365927	-4.2455883
2610021K21Rik	12	99717531	99883442	-	-0.5039295	-0.354656	-0.813084	-0.17118257	-1.1379226	-0.43581572	-0.61191744	-0.8469578	-1.0486507	-0.3375007	-1.0195148
Tdp1	12	99884517	99955219	+	1.9060001	1.9250945	2.2390647	2.2013338	1.3511194	1.3892286	1.4826148	1.014525	0.97659	1.2614754	1.2136673
Kcnk13	12	99964499	100062682	+	-3.2527092	-3.6614213	-5.9463134	-3.6476161	-4.4430385	-7.9840817	-8.552501	-7.4207597	-6.1114907	-5.9363933	-6.3453884
Psmc1	12	100110186	100123364	+	6.959602	6.493873	6.3544517	6.6411924	6.99046	6.0866165	6.2678266	6.4787955	6.07195	6.2895136	6.191013
BC002230	12	100125452	100159653	-	2.9357505	2.7649806	2.9498816	2.9885778	2.7729135	2.302688	2.2500212	2.1485772	2.0672913	2.006835	2.0074224
Gm10433	12	100187968	100193540	+	-3.7194722	-4.9610744	-5.1679635	-3.7582357	-6.7760496	-5.6207705	-4.966797	-4.64241	-5.485144	-5.3100467	-5.5670395
Calm1	12	100199435	100209806	+	5.9341383	5.8720293	5.887028	5.6656704	5.975182	6.439836	6.2206783	6.725754	7.6276155	7.6060014	7.6247144
Ttc7b	12	100300771	100520822	-	3.0627608	3.1118286	3.1023633	3.111882	2.2174897	4.0717626	4.077483	3.4403472	4.8656325	4.6117206	4.7570257
Rps6ka5	12	100549778	100725028	-	1.2818369	1.2894635	1.6813425	1.6056437	1.172792	-0.17888848	-0.27641675	-0.49425957	-0.906526	-1.2416233	-1.1100508
9030617O03Rik	12	100779057	100896981	+	0.55619615	0.5046971	0.77173907	0.6489719	0.48201418	-2.365566	-2.5537128	-4.609598	-6.622257	-6.44716	-6.856156
Gpr68	12	100876682	100908198	-	-4.96485	-6.080921	-4.9658823	-6.2931194	-5.1000376	-6.418689	-8.572071	-7.5923314	-6.283063	-6.107966	-6.516961
Ccdc88c	12	100912700	101028983	-	0.7588528	0.7929751	1.2131124	1.2194253	1.3027704	-0.38088748	-0.34416634	-0.11931508	-3.6580431	-4.4829454	-3.2138693
Smek1	12	101039409	101083702	-	4.4661527	4.5305023	4.54691	4.61193	4.898074	4.4191923	4.163652	4.8571477	4.67028	4.5822196	4.5845556
Kif4-ps	12	101145614	101149282	+	-8.642257	-8.298897	-6.183858	-6.359092	-7.639941	-8.221627	-8.790047	-7.658304	-6.3490353	-6.173938	-6.582934
Catsperb	12	101404673	101626009	+	-8.660621	-8.317261	-6.2022214	-6.3774557	-7.6583047	-8.239991	-8.80841	-7.6766677	-6.3673987	-6.1923013	-6.6012974
Tc2n	12	101645443	101718523	-	-4.2227297	-3.7500865	-3.7643309	-4.617637	-2.605704	-4.409783	-4.563164	-4.7793455	-3.9295082	-4.169449	-3.8414783
Fbln5	12	101746565	101819055	-	-4.3507605	-4.566828	-4.377788	-5.874951	-3.9858744	-7.152523	-5.1359797	-5.3668075	-6.864894	-6.8417993	-5.513829
Trip11	12	101834043	101913267	-	1.3876846	1.4870613	1.5197152	1.6102921	2.3799896	1.7921516	1.4537911	3.0880613	2.484694	2.4094012	2.3596146
Gm20036	12	101913240	101915335	+	-3.2002568	-4.441859	-3.911783	-4.2390203	-2.3678658	-4.3645897	-3.1960428	-2.3862293	-2.07696	-3.9018629	-2.725896
Atxn3	12	101918901	101958246	-	2.8658104	2.7845159	2.92834	2.9494312	2.5746725	1.9791894	1.7855091	1.5563092	1.3149886	1.3134414	1.537105
Cpsf2	12	101975974	102005993	+	4.186951	4.1646976	4.3122797	4.2240124	4.094048	4.2291765	4.024645	4.2707644	4.319494	4.268341	4.259594
Gm16339	12	102127806	102129906	-	-6.66062	-6.3172607	-4.2022214	-4.3774557	-5.6583047	-6.2399907	-6.80841	-5.6766677	-4.3673987	-4.1923018	-4.601297
Slc24a4	12	102128733	102267091	+	-6.4699	-5.863505	-6.485432	-6.6606665	-7.941515	-6.0492697	-6.3546543	-7.9598784	-4.176678	-5.323509	-5.732505
Rin3	12	102283048	102390855	+	3.3447828	3.29401	3.6213377	3.4566443	2.9369993	3.2771854	3.2490375	2.4595563	3.2485993	2.8667803	2.9979444
Lgmn	12	102394084	102439813	-	3.8803806	3.862891	4.0951486	4.124734	3.593525	3.8095474	3.8550355	3.2110884	3.7431364	3.9205513	4.072388
Golga5	12	102469134	102497902	+	3.738555	3.7480426	3.6421278	3.9068773	4.3159027	3.870186	3.7826023	4.5262694	4.020312	4.043406	3.9267051
Chga	12	102554969	102565027	+	-1.6942438	-1.5988109	-2.2613795	-3.2439687	-0.2768901	-2.521541	-1.6525548	-0.61244357	-2.426557	-5.210818	-3.8828478
Itpk1	12	102568582	102704929	-	3.2480361	3.2168608	3.7512317	3.4290903	2.8989778	2.4577606	2.3950007	2.2433193	3.485205	3.604034	3.6394887
RP23-377G8.3	12	102612680	102618516	+	-5.891198	-5.547838	-3.432799	-3.6080337	-4.888882	-5.470568	-6.038987	-4.9072456	-3.5979767	-3.4228795	-3.8318748
RP23-377G8.1	12	102673017	102727333	-	-3.4167378	-2.9098783	-2.7948396	-4.1924663	-2.6659603	-3.939524	-3.9604554	-4.269286	-3.1824095	-3.0073123	-3.679342
Moap1	12	102719975	102757810	-	2.5158412	2.490593	2.5463345	2.4591563	2.4111702	1.9532472	1.9774916	2.2008827	2.2241008	2.1842856	2.1697817
AK010878	12	102741732	102758672	-	2.7963443	2.6656053	2.7700746	2.7704117	2.3742425	2.202498	2.2955923	2.359943	2.6793222	2.5405288	2.4929895
D230037D09Rik	12	102743760	102747561	+	1.5840971	1.3791851	1.5090642	1.4473587	1.0697569	1.159351	1.2163424	0.5236559	1.433829	1.502011	1.3925755
Ubr7	12	102757975	102777701	+	3.6311035	3.4718113	3.5664895	3.6486704	3.1477733	3.4358914	3.2665825	3.0286295	3.2943969	3.2041934	3.3526793
Btbd7	12	102784656	102878406	-	1.8915694	2.006371	1.5600458	1.7445413	2.1198342	2.3727539	2.0300107	2.4428396	2.7792602	2.7155707	2.743803
Cox8c	12	102899306	102900534	+	-5.695904	-5.352543	-3.2375042	-3.4127388	-4.693588	-5.275274	-5.8436923	-4.7119513	-3.4026818	-3.2275846	-3.6365805
Unc79	12	102948859	103184065	+	-10.601278	-10.257917	-8.1428795	-8.318113	-9.598962	-10.180648	-10.749067	-9.617326	-8.308056	-8.132959	-8.541954
Prima1	12	103196908	103242150	-	-4.1328983	-4.274965	-4.6338573	-4.809092	-6.0899405	-4.5196238	-7.240046	-6.1083035	-4.7990346	-4.6239376	-5.032933
AC160131.1	12	103314959	103317065	+	-7.258467	-6.915107	-4.8000674	-4.975302	-6.2561507	-6.8378367	-7.406256	-6.2745137	-4.9652452	-4.790148	-5.1991434
Asb2	12	103321142	103356001	-	-8.439431	-8.248074	-6.1330347	-6.3082695	-7.5891185	-8.170804	-8.7392235	-7.6074815	-6.2982125	-6.1231155	-6.5321107
Gm15523	12	103336906	103348057	+	-5.579163	-5.2358027	-3.1207638	-3.2959983	-4.576847	-5.158533	-5.726952	-4.59521	-3.2859414	-3.1108441	-3.51984
Otub2	12	103388682	103406350	+	-0.16952464	-0.32419088	-0.2091521	-0.17288247	-1.3483781	-0.5099557	-0.71749294	-1.5164887	-0.6222571	-0.6745703	-0.7131976
9330161L09Rik	12	103406822	103407820	-	-4.291496	-3.6851008	-4.3070273	-4.330259	-5.7631106	-3.3854387	-3.060773	-3.629471	-3.3202019	-4.1451044	-2.9691377
Ddx24	12	103407976	103425867	-	5.476762	5.2560534	5.242293	5.270663	5.149118	5.4014993	5.4486723	5.38362	5.5541034	5.636286	5.5615125
Ifi27l1	12	103434211	103440239	+	-0.14536823	-0.26978666	-0.12437419	-0.5626431	0.19213206	0.510282	0.7012833	0.33977878	0.6490478	1.4705081	1.351019
Ifi27l2a	12	103442167	103443680	-	-1.5039513	-1.5756283	-1.0455519	-0.22078642	-1.9166727	-0.91339606	-1.1923085	-2.5199983	-1.2107295	-1.035632	-3.5966308
Ifi27l2b	12	103450898	103457223	-	-2.5732358	-2.3998	-4.4367642	-4.611999	-4.155882	-6.3225307	-5.305987	-4.1742454	-2.4499388	-4.2748413	-3.6838372
Ppp4r4	12	103532565	103613832	+	-1.7953088	-1.742997	-2.2299943	-2.3056931	-3.0340006	-3.8271909	-3.6893413	-2.8679397	-2.2956362	-2.8575044	-4.114497
Serpina10	12	103616675	103631444	-	-7.4530344	-7.109674	-4.994635	-5.16987	-6.4507184	-7.0324044	-7.6008234	-6.469082	-5.159813	-4.9847155	-5.393711
Serpina6	12	103646630	103657212	-	-7.5832653	-7.239905	-5.124866	-5.3001003	-6.5809493	-7.162635	-7.7310543	-6.5993123	-5.2900434	-5.114946	-5.5239415
Gm46	12	103668808	103676139	-	-7.42862	-7.0852594	-4.9702206	-5.145455	-6.426304	-7.0079894	-7.576409	-6.4446673	-5.1353984	-4.960301	-5.369296
Serpina1f	12	103688044	103695529	-	-8.438164	-8.094803	-5.9797645	-6.1549993	-7.4358473	-8.017533	-8.585953	-7.4542108	-6.1449413	-5.9698443	-6.37884
Serpina1b	12	103728156	103830373	-	-7.633976	-7.2906156	-5.1755767	-5.350811	-6.63166	-7.213346	-7.781765	-6.650023	-5.340754	-5.1656566	-5.5746527
Serpina1d	12	103763594	103773592	-	-7.246101	-6.9027405	-4.7877016	-4.962936	-6.243785	-6.8254704	-7.39389	-6.2621484	-4.952879	-4.7777815	-5.1867776
Serpina1a	12	103853589	103863562	-	-7.6402903	-7.2969294	-5.1818905	-5.3571253	-6.637974	-7.21966	-7.788079	-6.656337	-5.347068	-5.171971	-5.5809665
Serpina1c	12	103894926	103904887	-	-7.2115374	-6.8681765	-4.7531376	-4.9283724	-6.209221	-6.790907	-7.359326	-6.227585	-4.9183154	-4.7432184	-5.152214
B430119L08Rik	12	103895897	103898784	+	-7.762536	-7.419175	-5.3041363	-5.479371	-6.7602196	-7.3419056	-7.9103246	-6.7785826	-5.4693136	-5.2942166	-5.7032123
Serpina1e	12	103946931	103958975	-	-7.46019	-7.1168294	-5.0017905	-5.1770253	-6.4578733	-7.0395594	-7.607979	-6.4762373	-5.166968	-4.991871	-5.4008665
Serpina11	12	103980243	103996579	-	-7.540867	-7.1975064	-5.0824676	-5.257702	-6.5385504	-7.1202364	-7.688656	-6.5569134	-5.247645	-5.0725474	-5.481543
Serpina9	12	103994743	104013755	-	-8.644221	-8.300861	-6.1858225	-6.361057	-7.641906	-8.223592	-8.792011	-7.660269	-6.3510003	-6.1759024	-6.5848985
Serpina12	12	104028769	104044443	-	-8.650492	-8.307131	-6.1920915	-6.3673263	-7.6481752	-8.229861	-8.79828	-7.6665382	-6.3572693	-6.1821723	-6.5911674
Serpina5	12	104101113	104106137	+	-7.8792367	-7.535876	-5.4208374	-5.5960717	-6.87692	-7.4586067	-8.027025	-6.8952837	-5.586015	-5.4109173	-5.8199134
Serpina3a	12	104112724	104121896	+	-7.6520543	-7.308694	-5.193655	-5.3688893	-6.649738	-7.231424	-7.7998433	-6.668101	-5.3588324	-5.183735	-5.5927305
Serpina3b	12	104127996	104139545	+	-7.8165007	-7.4731407	-5.3581014	-5.533336	-6.8141847	-7.395871	-7.9642897	-6.832548	-5.523279	-5.348182	-5.757178
Serpina3c	12	104146382	104153870	-	-7.9128737	-7.569513	-5.4544744	-5.629709	-6.9105573	-7.4922433	-8.060662	-6.9289207	-5.619652	-5.4445543	-5.8535504
Serpina3f	12	104214544	104221129	+	-7.9622183	-7.6188574	-5.5038185	-5.6790533	-6.959902	-7.541588	-8.110007	-6.978265	-5.668996	-5.493899	-5.9028945
Serpina3g	12	104236245	104241939	+	-7.8406906	-7.4973297	-5.3822913	-5.5575256	-5.6863713	-7.4200606	-7.988479	-6.8567376	-5.547469	-5.372371	-5.7813673
Serpina3i	12	104263122	104269372	+	-7.920027	-7.576667	-5.4616275	-5.6368623	-6.9177113	-7.347394	-8.067816	-4.784071	-5.6268053	-5.451708	-5.8607035
Serpina3j	12	104314553	104320725	+	-7.874558	-7.531197	-5.4161587	-5.5913935	-6.8722415	-7.4539285	-8.0223465	-6.8906054	-5.5813365	-5.406239	-5.815235
Serpina3k	12	104338486	104345741	+	-7.4928293	-7.149469	-5.03443	-5.209665	-6.490514	-7.0722	-7.6406183	-6.508877	-5.199608	-5.0245104	-5.433506
Serpina3m	12	104338486	104394257	+	-7.5484395	-7.205079	-5.0900407	-5.265275	-6.5461235	-7.127809	-7.6962285	-6.4124837	-5.2552176	-5.0801206	-5.489116
Serpina3n	12	104406729	104414329	+	-7.812313	-7.4689527	-5.353914	-5.529148	-6.809997	-7.23968	-7.960102	-6.8283606	-5.5190916	-5.343994	-5.75299
Gsc	12	104471209	104473327	-	-0.99980825	-1.0560552	-1.6882503	-1.5009148	-2.0447977	-2.5333745	-2.147597	-3.1626966	-2.3388546	-2.4856853	-1.8946811
Gm10000	12	104474488	104477489	+	-6.200791	-8.009434	-5.894395	-6.0696297	-7.350478	-7.9321637	-8.500583	-7.3688416	-6.0595727	-5.884475	-6.2934704
Dicer1	12	104687742	104751952	-	3.3304155	3.2871757	3.3514218	3.3142028	3.5530002	3.0351675	2.8795881	3.301536	3.163537	3.1390831	3.2336366
