Probe	Chromosome	Start	End	Probe Strand	No value	Feature	ID	Description	Feature Strand	Type	Orientation	Distance	ES_E14	ES_J1	TS_EGFP	TS_Rs26
Sac3d1	19	6116004	6118586	-	NaN	null					Not found	0	0.72751516	1.2826825	1.853363	1.6003342
Snx15	19	6119399	6128304	-	NaN	null					Not found	0	0.4449812	0.8413012	0.9567092	0.7644249
Arl2	19	6134374	6141406	-	NaN	null					Not found	0	1.6615915	2.3606486	3.602427	2.9860108
Batf2	19	6140983	6172476	+	NaN	null					Not found	0	0.0	0.02973671	0.025890326	0.0
1700123I01Rik	19	6184388	6224225	+	NaN	null					Not found	0	0.35533413	0.27420837	0.0	0.0
Gpha2	19	6226380	6227768	+	NaN	null					Not found	0	0.0	0.1460961	0.0	0.0
Ppp2r5b	19	6227765	6235872	-	NaN	null					Not found	0	1.918261	2.1242387	1.8494725	2.2223485
Atg2a	19	6241668	6262335	+	NaN	null					Not found	0	2.0934305	1.9692174	1.3665099	1.7996448
Gm14963	19	6268795	6276605	-	NaN	null					Not found	0	0.09769408	0.10261375	0.0	0.25469655
Ehd1	19	6276725	6300096	+	NaN	null					Not found	0	12.200916	13.511423	24.769957	29.916
Cdc42bpg	19	6306456	6325652	+	NaN	null					Not found	0	4.0109153	2.9388492	1.4667109	2.8107815
Men1	19	6334979	6340891	+	NaN	null					Not found	0	6.6165023	9.1522	8.279941	7.795368
Map4k2	19	6341135	6355615	+	NaN	null					Not found	0	0.59745055	0.445733	0.32421732	0.6433282
Gm14966	19	6355522	6363759	-	NaN	null					Not found	0	0.17310989	0.23377803	0.08141571	0.0
Sf1	19	6363690	6378030	+	NaN	null					Not found	0	30.574358	30.718048	36.65836	28.28279
Pygm	19	6384399	6398459	+	NaN	null					Not found	0	0.14668617	0.1514835	0.07101738	0.037961107
Rasgrp2	19	6399340	6415216	+	NaN	null					Not found	0	1.2242157	0.6207275	0.07117958	0.052609317
Gm14965	19	6409400	6418606	-	NaN	null					Not found	0	0.022538008	0.0	0.0	0.0
Nrxn2	19	6418731	6544169	+	NaN	null					Not found	0	0.13670316	0.14117403	0.0118186	0.014740664
Gm14964	19	6530711	6532011	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Slc22a12	19	6535845	6543019	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm14967	19	6543771	6544899	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
2410152P15Rik	19	6617671	6674548	-	NaN	null					Not found	0	0.095637746	0.0	0.0	0.0
Gm14968	19	6645687	6647172	+	NaN	null					Not found	0	0.036107708	0.048762023	0.0	0.0
Rps6ka4	19	6829085	6840601	-	NaN	null					Not found	0	0.7478081	1.0219076	3.3495557	3.433555
Ccdc88b	19	6844623	6858211	-	NaN	null					Not found	0	0.10078703	0.16635528	0.2106728	0.18064758
Prdx5	19	6906697	6910106	-	NaN	null					Not found	0	5.5949054	7.4855742	15.125701	12.354852
Trmt112	19	6909698	6911049	+	NaN	null					Not found	0	10.178917	13.198807	16.443003	14.431849
Esrra	19	6910977	6921813	-	NaN	null					Not found	0	1.0170598	1.2405795	4.4104614	2.6301758
1700019N12Rik	19	6922426	6925380	-	NaN	null					Not found	0	0.4621879	0.81621754	0.0	0.0
Kcnk4	19	6925710	6934515	-	NaN	null					Not found	0	0.113333985	0.04372944	0.0	0.0
Gpr137	19	6938069	6942450	-	NaN	null					Not found	0	0.27084693	0.48769072	0.990754	0.9267831
Bad	19	6941861	6951898	+	NaN	null					Not found	0	1.2866541	1.5507393	2.2611015	2.2317677
Plcb3	19	6953714	6969759	-	NaN	null					Not found	0	9.246796	7.560295	7.3439837	5.883552
Ppp1r14b	19	6975048	6977324	+	NaN	null					Not found	0	41.514275	44.964947	60.321865	25.698994
Fkbp2	19	6977741	6980461	-	NaN	null					Not found	0	19.725754	20.983042	32.893913	29.418846
Vegfb	19	6982473	6987651	-	NaN	null					Not found	0	2.6815314	3.6913915	5.0649705	3.6787186
Dnajc4	19	6987911	6992503	-	NaN	null					Not found	0	0.74975604	0.80302966	1.9758852	2.2369246
Nudt22	19	6993019	6996037	-	NaN	null					Not found	0	0.6948655	0.30028424	2.2549462	1.7526959
Trpt1	19	6996131	6999044	+	NaN	null					Not found	0	0.36471313	0.39402446	1.3150563	1.4619125
Fermt3	19	6998958	7019469	-	NaN	null					Not found	0	0.17173144	0.20292692	0.15143889	0.15740089
Stip1	19	7020696	7040026	-	NaN	null					Not found	0	207.082	216.94652	222.92986	186.73303
Macrod1	19	7056768	7198061	+	NaN	null					Not found	0	0.06538499	0.23546621	0.25626138	0.31962016
Flrt1	19	7092014	7105729	-	NaN	null					Not found	0	0.08530515	0.057600603	0.055722307	0.07644917
Otub1	19	7198202	7206316	-	NaN	null					Not found	0	10.735779	13.127982	15.09876	12.1598835
Cox8a	19	7215158	7217616	-	NaN	null					Not found	0	19.971735	21.397938	41.034267	36.909153
Naa40	19	7225668	7241222	-	NaN	null					Not found	0	10.598025	8.484279	6.898384	5.1101556
Rcor2	19	7267325	7275225	+	NaN	null					Not found	0	38.12071	24.867092	9.747448	5.559169
Mark2	19	7275396	7341860	-	NaN	null					Not found	0	2.856396	2.5495994	3.9340029	3.496698
Gm17227	19	7297658	7304528	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
AI846148	19	7356464	7383026	-	NaN	null					Not found	0	2.852577	3.0158613	4.1027584	2.724875
AC129188.1	19	7398421	7399077	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
2700081O15Rik	19	7417625	7425904	+	NaN	null					Not found	0	1.8631881	1.3299711	1.0014632	0.31226695
Rtn3	19	7425901	7483289	-	NaN	null					Not found	0	8.975917	11.204669	8.496191	7.9739194
Atl3	19	7494040	7538608	+	NaN	null					Not found	0	6.3924227	5.559198	2.593099	5.149225
Pla2g16	19	7557459	7588545	+	NaN	null					Not found	0	0.39505646	0.5862726	0.12250545	0.13369478
Lgals12	19	7596660	7607193	-	NaN	null					Not found	0	0.0500664	0.067612685	0.04709369	0.07342158
Hrasls5	19	7612541	7639642	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm16437	19	7668287	7668793	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Slc22a19	19	7673061	7711310	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Slc22a26	19	7781041	7802667	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Slc22a27	19	7864391	7966027	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Slc22a28	19	8062209	8131982	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Slc22a29	19	8160165	8218900	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Slc22a30	19	8335371	8405111	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Slc22a8	19	8591254	8611834	+	NaN	null					Not found	0	0.05588493	0.032344446	0.0093869185	0.0351233
Slc22a6	19	8617996	8628299	+	NaN	null					Not found	0	0.0	0.009313958	0.0	0.0
Chrm1	19	8663789	8683587	+	NaN	null					Not found	0	0.0	0.0	0.005032789	0.0
Slc3a2	19	8706882	8723369	-	NaN	null					Not found	0	17.103163	20.625166	46.74206	26.403048
Wdr74	19	8735839	8740623	+	NaN	null					Not found	0	19.342146	26.276651	27.084295	14.385566
1700092M07Rik	19	8740718	8741225	+	NaN	null					Not found	0	0.29228237	0.19735786	0.257745	0.32147062
Stx5a	19	8741413	8756069	+	NaN	null					Not found	0	1.7163035	1.6528041	1.3715631	1.8228475
Nxf1	19	8757103	8770909	+	NaN	null					Not found	0	25.9303	24.24312	21.779434	18.941843
Tmem223	19	8770996	8772475	+	NaN	null					Not found	0	0.8166714	1.6543232	0.26187995	0.5443798
Tmem179b	19	8772522	8774467	-	NaN	null					Not found	0	0.7858536	1.459238	4.504459	4.849859
Taf6l	19	8774354	8786417	-	NaN	null					Not found	0	0.8518754	1.1577051	1.0776911	0.99624676
Polr2g	19	8793129	8798557	-	NaN	null					Not found	0	14.395246	14.040149	20.799746	13.604478
Zbtb3	19	8802530	8804854	+	NaN	null					Not found	0	0.7360867	0.71792924	0.54492974	0.6596697
Ttc9c	19	8809075	8819333	-	NaN	null					Not found	0	8.495924	7.5579543	8.792917	6.6128483
Hnrnpul2	19	8819401	8834142	+	NaN	null					Not found	0	43.638435	35.16665	27.881115	22.25854
Gng3	19	8836929	8839246	-	NaN	null					Not found	0	9.054045	9.269663	0.115295	0.0
Bscl2	19	8837467	8848683	+	NaN	null					Not found	0	1.8410767	2.1492832	0.63667727	0.33144674
Lrrn4cl	19	8850785	8853909	+	NaN	null					Not found	0	0.3547446	0.30486175	4.031985	4.0199385
Ubxn1	19	8871559	8875663	+	NaN	null					Not found	0	73.030914	64.9544	91.98215	70.687416
AI462493	19	8880016	8880933	-	NaN	null					Not found	0	10.785185	11.308201	19.375957	11.346478
AC129217.1	19	8883930	8887258	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
1810009A15Rik	19	8888903	8890740	+	NaN	null					Not found	0	55.894844	51.643578	65.87934	37.806335
Ints5	19	8892987	8897890	+	NaN	null					Not found	0	4.0545974	5.6235614	7.9191	5.154851
Ganab	19	8898090	8916663	+	NaN	null					Not found	0	14.149434	17.894564	19.384045	17.586823
B3gat3	19	8920374	8927234	+	NaN	null					Not found	0	1.5262216	1.5458262	5.4038987	5.4682803
Rom1	19	8927382	8929356	-	NaN	null					Not found	0	0.12737076	0.17200914	0.427886	0.32020664
Eml3	19	8929694	8941563	+	NaN	null					Not found	0	1.2034341	1.8505812	5.742525	4.9595222
Mta2	19	8941875	8952303	+	NaN	null					Not found	0	14.599123	16.774696	28.499937	18.733212
Tut1	19	8953850	8966207	+	NaN	null					Not found	0	8.076336	9.896631	11.480771	9.264564
Eef1g	19	8967041	8978479	+	NaN	null					Not found	0	146.81177	176.7021	253.20805	147.90616
Ahnak	19	8989284	9076919	+	NaN	null					Not found	0	5.9133472	3.8280594	32.684677	52.955482
Scgb1a1	19	9083636	9087958	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Asrgl1	19	9109868	9135636	-	NaN	null					Not found	0	1.8028729	2.8535829	2.0741966	2.264833
Gm9750	19	9135157	9279175	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Pcna-ps2	19	9283238	9284494	+	NaN	null					Not found	0	0.9940391	1.5213983	2.6751895	0.7450685
AC121967.2	19	9323963	9324483	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Stxbp3b	19	9557606	9559248	-	NaN	null					Not found	0	0.08272143	0.18618667	0.0	0.20218278
AC132253.3	19	9847616	9852046	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Incenp	19	9872297	9899533	-	NaN	null					Not found	0	36.62252	32.124485	43.516735	31.125124
Fth1	19	9982703	9985092	+	NaN	null					Not found	0	203.8906	230.2273	376.69266	279.3008
Best1	19	9985174	10001633	-	NaN	null					Not found	0	0.012902801	0.15682247	0.10619605	0.20813927
Rab3il1	19	10001669	10038380	+	NaN	null					Not found	0	0.26892808	0.33016062	0.13654111	1.747815
Fads3	19	10041548	10059671	+	NaN	null					Not found	0	0.11042176	0.1376494	0.33956006	0.8096588
Fads2	19	10064164	10101503	-	NaN	null					Not found	0	9.243333	15.640741	2.3814638	13.42019
Fads1	19	10182888	10196870	+	NaN	null					Not found	0	2.812034	5.891612	7.9446516	9.437618
Gm10143	19	10198368	10202384	+	NaN	null					Not found	0	1.4662352	0.9900461	1.35175	0.7330263
Fen1	19	10199132	10204169	-	NaN	null					Not found	0	14.513956	16.68986	15.124163	10.759931
1810006K21Rik	19	10204014	10207824	+	NaN	null					Not found	0	5.980813	7.9371924	9.261329	7.7091756
Gm98	19	10208272	10240748	-	NaN	null					Not found	0	11.8440695	12.269269	1.283505	0.84408057
Dagla	19	10245265	10304877	-	NaN	null					Not found	0	0.07730454	0.07829753	0.43742353	0.134622
Syt7	19	10389090	10453181	+	NaN	null					Not found	0	0.47035396	0.5167682	1.2138609	0.9352767
Lrrc10b	19	10455371	10457447	-	NaN	null					Not found	0	0.040106155	0.0	0.07859341	0.039210025
Ppp1r32	19	10474257	10482897	-	NaN	null					Not found	0	0.038088925	0.0	0.11196057	0.16757041
Sdhaf2	19	10500513	10525209	-	NaN	null					Not found	0	4.699553	5.3655076	7.9088426	5.800177
Cpsf7	19	10525244	10547735	+	NaN	null					Not found	0	10.763112	10.643853	11.685775	7.965407
Tmem216	19	10533865	10556238	-	NaN	null					Not found	0	0.63202184	0.83455324	1.3871558	1.17401
Tmem138	19	10570478	10577362	-	NaN	null					Not found	0	1.100195	1.8395243	1.3551877	1.7414677
Cybasc3	19	10577454	10588548	+	NaN	null					Not found	0	0.60280764	0.8140678	0.863813	2.4310215
Dak	19	10592200	10604258	-	NaN	null					Not found	0	1.528223	1.5644969	1.5939846	1.319366
Ddb1	19	10605625	10629813	+	NaN	null					Not found	0	119.60117	124.52402	232.84763	257.56744
Vwce	19	10634233	10665210	+	NaN	null					Not found	0	0.039218683	0.010592653	0.046112575	0.0
Pga5	19	10668957	10678071	-	NaN	null					Not found	0	0.01960934	0.1588898	0.0	0.0
Vps37c	19	10688815	10714419	+	NaN	null					Not found	0	0.96580267	1.6614019	3.298567	2.4954462
Cd5	19	10718143	10738974	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
A430093F15Rik	19	10740947	10786043	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Cd6	19	10789341	10830058	-	NaN	null					Not found	0	0.0978854	0.0881269	0.14386472	0.0
Slc15a3	19	10839727	10859362	+	NaN	null					Not found	0	0.07585183	0.054631934	0.29133806	0.12606691
Tmem132a	19	10857822	10869940	-	NaN	null					Not found	0	0.7369912	0.93998414	2.0540211	1.5611354
Tmem109	19	10870660	10882001	-	NaN	null					Not found	0	1.8789032	1.6784252	7.151892	3.7203016
Prpf19	19	10888156	10909559	+	NaN	null					Not found	0	9.901112	11.287179	12.520434	8.923441
Zp1	19	10914287	10920632	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gpr44	19	10937160	10942511	+	NaN	null					Not found	0	0.0	0.0	0.07408707	0.0
Ccdc86	19	10941481	10949266	-	NaN	null					Not found	0	5.0635076	6.748971	11.325368	5.780806
Ms4a10	19	10962297	10974670	-	NaN	null					Not found	0	0.2481643	0.111712	0.0	0.0
Ms4a15	19	10978307	10993250	-	NaN	null					Not found	0	0.04687703	0.0	0.0	0.0
AC148991.1	19	10997025	11017963	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
AW112010	19	11047613	11050566	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ms4a8a	19	11067472	11081103	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
1700017D01Rik	19	11096816	11130878	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
1700025F22Rik	19	11139664	11165320	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ms4a13	19	11169418	11196723	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ms4a1	19	11250603	11266151	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ms4a5	19	11273866	11283813	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ms4a7	19	11321039	11336146	-	NaN	null					Not found	0	0.09353299	0.075787544	0.0	0.0
Ms4a4c	19	11404770	11427246	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ms4a4b	19	11443553	11463549	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ms4a6c	19	11469368	11482197	+	NaN	null					Not found	0	0.22586897	0.1016757	0.0	0.0
Gm8369	19	11492038	11512577	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ms4a6b	19	11516512	11531256	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ms4a4d	19	11536801	11558467	+	NaN	null					Not found	0	0.38539547	1.1152741	0.0	0.0
Gm10212	19	11569447	11573114	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ms4a6d	19	11586604	11604849	-	NaN	null					Not found	0	0.09602361	0.0	0.0	0.0
Ms4a2	19	11616957	11623719	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ms4a3	19	11629497	11640834	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Plac1l	19	11647279	11660559	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Oosp1	19	11667460	11691150	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm97	19	11697055	11711874	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gif	19	11747554	11763447	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Mrpl16	19	11770415	11774944	+	NaN	null					Not found	0	17.595556	20.38661	24.55852	19.16217
Stx3	19	11775119	11819403	-	NaN	null					Not found	0	7.450588	6.9513254	5.580075	5.610294
Olfr1417	19	11828077	11829024	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1418	19	11854930	11856001	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1419	19	11870146	11871305	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm6365	19	11877615	11878358	-	NaN	null					Not found	0	0.0	0.0	0.043881316	0.0
Olfr1420	19	11895999	11897050	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Patl1	19	11912399	11945096	+	NaN	null					Not found	0	9.130621	6.9381504	11.516803	7.9972887
Osbp	19	11965844	11994105	+	NaN	null					Not found	0	5.349572	5.3077106	4.5141973	6.0038743
Olfr1423	19	12035808	12036740	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1424	19	12058809	12059750	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1425	19	12073695	12074633	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1426	19	12087612	12091847	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1427	19	12098702	12099639	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1428	19	12108600	12109544	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr76	19	12119653	12120700	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1431	19	12209568	12210506	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1432	19	12228615	12229544	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr262	19	12240721	12241659	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr235	19	12268163	12269241	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1433	19	12279854	12283988	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1436	19	12298183	12299130	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1437	19	12321887	12322825	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1440	19	12394265	12395212	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1441	19	12422265	12423352	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Pfpl	19	12427905	12432110	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Mpeg1	19	12460779	12465284	+	NaN	null					Not found	0	0.0064052655	0.0	0.0	0.0
Dtx4	19	12466341	12501996	-	NaN	null					Not found	0	0.40939817	0.96915895	0.43605778	0.14832816
Fam111a	19	12545740	12589768	+	NaN	null					Not found	0	11.214432	12.626597	25.120922	7.43318
A330040F15Rik	19	12585868	12596566	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm4952	19	12600016	12627616	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Glyat	19	12633308	12653911	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1442	19	12674179	12675243	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1443	19	12678166	12683843	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Keg1	19	12695786	12719902	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm15962	19	12706055	12721247	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Cntf	19	12763660	12765632	-	NaN	null					Not found	0	0.4399218	0.20968124	0.3346922	0.6830876
Zfp91	19	12763660	12796126	-	NaN	null					Not found	0	7.360448	6.938958	9.895705	7.3973017
Lpxn	19	12798606	12833807	+	NaN	null					Not found	0	0.116040476	0.0	0.0	0.024310216
Gm5244	19	12846773	12847273	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1444	19	12861742	12862771	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1445	19	12883855	12884855	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1446	19	12889615	12890658	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1447	19	12900759	12901861	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1448	19	12919363	12920307	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1449	19	12934737	12935684	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1450	19	12953591	12954568	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1451	19	12998988	12999920	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1453	19	13027404	13028327	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1454	19	13063413	13064336	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1457	19	13094693	13095646	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1458	19	13102379	13103284	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1459	19	13145643	13146743	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1461	19	13165016	13165954	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1462	19	13190669	13191592	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1463	19	13234252	13235184	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1465	19	13313360	13314283	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1466	19	13341760	13342692	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1467	19	13364630	13365556	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1469	19	13410571	13411500	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1471	19	13445014	13445958	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1472	19	13453571	13454515	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1474	19	13470972	13471916	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1475	19	13479252	13480196	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1477	19	13500546	13503292	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1480	19	13529675	13530622	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1484	19	13585306	13586253	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1487	19	13619164	13620111	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1489	19	13633113	13634054	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1490	19	13654446	13655396	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1491	19	13704829	13705788	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1494	19	13749108	13750055	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1495	19	13768307	13769395	+	NaN	null					Not found	0	0.025497545	0.0	0.0	0.0
Olfr1496	19	13780548	13781614	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1497	19	13794665	13795609	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1499	19	13814607	13815658	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1500	19	13827435	13828459	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1501	19	13838224	13839171	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1502	19	13861795	13862745	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1504	19	13887221	13888305	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1505	19	13918942	13920044	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Tle4	19	14448072	14598051	-	NaN	null					Not found	0	26.62384	25.949583	1.0976382	1.105748
Gm5513	19	14959549	14960766	-	NaN	null					Not found	0	0.0	0.0	0.053608704	0.0
Psat1	19	15904678	15947337	-	NaN	null					Not found	0	8.583304	15.12613	20.951626	10.663292
Cep78	19	15955774	15984989	-	NaN	null					Not found	0	6.102599	7.270019	3.1007626	3.5477836
Gnaq	19	16132831	16387463	+	NaN	null					Not found	0	2.882183	2.7342918	7.083786	5.5433974
Gna14	19	16435667	16610818	+	NaN	null					Not found	0	0.057454273	0.08867395	0.0	0.0
Vps13a	19	16616763	16780822	-	NaN	null					Not found	0	3.8101745	3.5455332	0.93655896	2.7326336
Foxb2	19	16872316	16873830	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Prune2	19	16956118	17223932	+	NaN	null					Not found	0	1.58452	1.1028821	0.0234838	0.009763334
Gcnt1	19	17326141	17356667	-	NaN	null					Not found	0	1.355695	1.198105	4.717537	5.08721
Rfk	19	17394043	17401349	+	NaN	null					Not found	0	3.3601809	3.5293927	6.860658	4.5678554
Pcsk5	19	17432832	17837632	-	NaN	null					Not found	0	0.011883941	0.012036592	0.0034932273	0.021784512
Ostf1	19	18579328	18631789	-	NaN	null					Not found	0	1.7934678	1.8027883	2.422645	2.5790222
Nmrk1	19	18631950	18652194	+	NaN	null					Not found	0	0.94631344	0.9192333	0.88817364	0.83995605
2410127L17Rik	19	18670780	18704788	+	NaN	null					Not found	0	37.87714	32.22316	19.776072	17.788042
D030056L22Rik	19	18713193	18718428	+	NaN	null					Not found	0	7.8978987	7.423574	8.780032	5.074775
Trpm6	19	18749983	18892510	+	NaN	null					Not found	0	0.05973196	0.06914197	0.005016549	0.0
Rorb	19	18930605	19111196	-	NaN	null					Not found	0	0.0050138724	0.013542071	0.008842823	0.011029147
Anxa1	19	20373428	20390944	-	NaN	null					Not found	0	3.737023	4.9604325	0.35051215	8.571728
RP23-53N8.2	19	20405288	20422787	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm6684	19	20586074	20586757	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Aldh1a1	19	20601961	20643462	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Aldh1a7	19	20692953	20727562	-	NaN	null					Not found	0	0.0	0.036300093	0.0	0.0
Tmc1	19	20783458	20954202	-	NaN	null					Not found	0	0.027269166	0.0	0.0	0.0
Zfand5	19	21272278	21282289	+	NaN	null					Not found	0	4.85572	4.662273	6.763604	5.7400646
Gda	19	21391307	21473445	-	NaN	null					Not found	0	0.03620776	0.042785	0.015964646	0.0066372636
Gm3443	19	21555674	21557657	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
1110059E24Rik	19	21581202	21652976	-	NaN	null					Not found	0	4.780204	3.3989055	5.556603	6.1338315
Fam108b	19	21653309	21685637	+	NaN	null					Not found	0	3.814433	4.2876496	33.9668	21.782936
Tmem2	19	21778342	21858327	+	NaN	null					Not found	0	11.76144	8.335388	77.0382	42.69849
Gm5514	19	21938079	21938384	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Trpm3	19	22139119	22989884	+	NaN	null					Not found	0	0.0	0.00465178	0.0	0.0
2410080I02Rik	19	23134900	23135717	+	NaN	null					Not found	0	0.06706963	0.0	0.0	0.0
Klf9	19	23141226	23166911	+	NaN	null					Not found	0	20.85703	17.318258	21.371588	19.455065
Smc5	19	23206441	23273897	-	NaN	null					Not found	0	16.422647	16.504353	15.628734	18.462399
